# Started Sun Oct 19 13:51:51 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstructed_confidence,reconstruction_method,confidence,reconstruction_flag,status,source,extras,reconstruction_time
Calumet_Beach_Water_Temperature,CalumetBeach201505191200_Water_Temperature,None,1760896311.471811,1432036800.0,float,None,12.9,source,12.898800799467022,0.9990006662225184,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.9},1760896311.4728034
Calumet_Beach_Turbidity,CalumetBeach201505191200_Turbidity,None,1760896311.471811,1432036800.0,float,None,1.22,source,1.2188919164396004,0.9990009082652135,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.22},1760896311.4738083
Calumet_Beach_Wave_Height,CalumetBeach201505191200_Wave_Height,None,1760896311.471811,1432036800.0,float,None,0.147,source,0.14693755203996667,0.9990008326394672,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.147},1760896311.4738083
Calumet_Beach_Wave_Period,CalumetBeach201505191200_Wave_Period,None,1760896311.471811,1432036800.0,float,None,3.0,source,2.975609756097561,0.9512195121951219,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760896311.4758031
Calumet_Beach_Water_Temperature,CalumetBeach201505191500_Water_Temperature,None,1760896311.657444,1432047600.0,float,None,12.9,source,12.899999201597161,0.9990006657792567,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.9},1760896311.6719604
Calumet_Beach_Turbidity,CalumetBeach201505191500_Turbidity,None,1760896311.657444,1432047600.0,float,None,1.24,source,1.239930105473367,0.9990033112682368,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.24},1760896311.6719604
Calumet_Beach_Wave_Height,CalumetBeach201505191500_Wave_Height,None,1760896311.657444,1432047600.0,float,None,0.221,source,0.2208769725076452,0.9990016611318656,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.221},1760896311.672961
Calumet_Beach_Wave_Period,CalumetBeach201505191500_Wave_Period,None,1760896311.657444,1432047600.0,float,None,3.0,source,2.9996064541519085,0.9508067689885872,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760896311.672961
Calumet_Beach_Water_Temperature,CalumetBeach201505191800_Water_Temperature,None,1760896311.8470573,1432058400.0,float,None,13.1,source,13.09986684361714,0.9990006657792565,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 13.1},1760896311.8500278
Calumet_Beach_Turbidity,CalumetBeach201505191800_Turbidity,None,1760896311.8470573,1432058400.0,float,None,1.55,source,1.5489732672373702,0.9990033112945848,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.55},1760896311.8500278
Calumet_Beach_Wave_Height,CalumetBeach201505191800_Wave_Height,None,1760896311.8470573,1432058400.0,float,None,0.207,source,0.20702305151295555,0.9990016611341518,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.207},1760896311.8510258
Calumet_Beach_Wave_Period,CalumetBeach201505191800_Wave_Period,None,1760896311.8470573,1432058400.0,float,None,3.0,source,2.999993650833963,0.950806661545006,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760896311.8520234
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505191800_Water_Temperature,None,1760896311.8480392,1432058400.0,float,None,11.6,source,11.59988891357476,0.9990002221728504,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 11.6},1760896311.8520234
63rd_Street_Beach_Turbidity,63rdStreetBeach201505191800_Turbidity,None,1760896311.8480392,1432058400.0,float,None,1.67,source,1.6690182245737801,0.9990005878894768,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.67},1760896311.8530245
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505191800_Wave_Height,None,1760896311.8480392,1432058400.0,float,None,0.227,source,0.2269354435651812,0.9990004164931279,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.227},1760896311.8540258
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505191800_Wave_Period,None,1760896311.8490171,1432058400.0,float,None,3.0,source,2.9937888198757765,0.9503105590062112,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760896311.8550575
Montrose_Beach_Water_Temperature,MontroseBeach201505191900_Water_Temperature,None,1760896311.9095442,1432062000.0,float,None,12.3,source,12.299760047990402,0.999000199960008,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.3},1760896311.92354
Montrose_Beach_Turbidity,MontroseBeach201505191900_Turbidity,None,1760896311.9105403,1432062000.0,float,None,1.21,source,1.2093281510272071,0.999000555247085,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.21},1760896311.9245458
Montrose_Beach_Wave_Height,MontroseBeach201505191900_Wave_Height,None,1760896311.9105403,1432062000.0,float,None,0.271,source,0.2709234909650135,0.9990003844675125,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.271},1760896311.9255636
Montrose_Beach_Wave_Period,MontroseBeach201505191900_Wave_Period,None,1760896311.9105403,1432062000.0,float,None,3.0,source,2.9944751381215466,0.9502762430939227,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760896311.9255636
Calumet_Beach_Water_Temperature,CalumetBeach201505192000_Water_Temperature,None,1760896311.9710793,1432065600.0,float,None,12.8,source,12.800299268505853,0.9990009980046551,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.8},1760896311.9730656
Calumet_Beach_Turbidity,CalumetBeach201505192000_Turbidity,None,1760896311.9720786,1432065600.0,float,None,2.16,source,2.1569750655979627,0.9990049505762021,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 2.16},1760896311.9730656
Calumet_Beach_Wave_Height,CalumetBeach201505192000_Wave_Height,None,1760896311.9720786,1432065600.0,float,None,0.226,source,0.22595279346541436,0.9990024875724681,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.226},1760896311.9730656
Calumet_Beach_Wave_Period,CalumetBeach201505192000_Wave_Period,None,1760896311.9720786,1432065600.0,float,None,3.0,source,2.9999998487712896,0.9511909336573258,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760896311.97507
Calumet_Beach_Water_Temperature,CalumetBeach201505192100_Water_Temperature,None,1760896312.0340672,1432069200.0,float,None,12.6,source,12.600399003320145,0.9990019920358328,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.6},1760896312.035071
Calumet_Beach_Turbidity,CalumetBeach201505192100_Turbidity,None,1760896312.0340672,1432069200.0,float,None,1.83,source,1.8332057934914014,0.9990098043974257,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.83},1760896312.0360687
Calumet_Beach_Wave_Height,CalumetBeach201505192100_Wave_Height,None,1760896312.0340672,1432069200.0,float,None,0.223,source,0.22301461796944888,0.9990049505560142,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.223},1760896312.0370693
Calumet_Beach_Wave_Period,CalumetBeach201505192100_Wave_Period,None,1760896312.035071,1432069200.0,float,None,3.0,source,2.9999999931185175,0.9522751905463622,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760896312.038069
Montrose_Beach_Water_Temperature,MontroseBeach201505192300_Water_Temperature,None,1760896312.159349,1432076400.0,float,None,12.1,source,12.100099780253718,0.9990004995005494,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.1},1760896312.1613483
Montrose_Beach_Turbidity,MontroseBeach201505192300_Turbidity,None,1760896312.1603477,1432076400.0,float,None,0.46,source,0.4618640029502721,0.9990024875656249,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.46},1760896312.1633494
Montrose_Beach_Wave_Height,MontroseBeach201505192300_Wave_Height,None,1760896312.1603477,1432076400.0,float,None,0.238,source,0.23804105175404996,0.9990012468833908,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.238},1760896312.1643538
Montrose_Beach_Wave_Period,MontroseBeach201505192300_Wave_Period,None,1760896312.1603477,1432076400.0,float,None,5.0,source,4.97554073175662,0.9506097971834782,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 5.0},1760896312.1643538
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505192300_Water_Temperature,None,1760896312.1613483,1432076400.0,float,None,10.8,source,10.800319699833974,0.9990003996802913,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 10.8},1760896312.1643538
63rd_Street_Beach_Turbidity,63rdStreetBeach201505192300_Turbidity,None,1760896312.1613483,1432076400.0,float,None,1.19,source,1.1909542206883468,0.9990019920342054,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.19},1760896312.165593
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505192300_Wave_Height,None,1760896312.1623483,1432076400.0,float,None,0.217,source,0.21700991561646205,0.9990009980044069,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.217},1760896312.166603
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505192300_Wave_Period,None,1760896312.1623483,1432076400.0,float,None,3.0,source,2.9999391023689177,0.9504902259302113,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760896312.167594
Montrose_Beach_Water_Temperature,MontroseBeach201505200200_Water_Temperature,None,1760896312.3472211,1432087200.0,float,None,11.8,source,11.800199800186455,0.9990006657791828,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 11.8},1760896312.361262
Montrose_Beach_Turbidity,MontroseBeach201505200200_Turbidity,None,1760896312.3472211,1432087200.0,float,None,0.72,source,0.7191452380022307,0.9990033112855531,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.72},1760896312.362234
