Measurement Timestamp,Beach Name,Water Temperature,Turbidity,Wave Height,Wave Period,Measurement ID,Water Temperature_groundtruth,Turbidity_groundtruth,Wave Height_groundtruth,Wave Period_groundtruth,structural_gap
2015-07-20 11:00:00,63rd Street Beach,21.5,,0.074,5.0,63rdStreetBeach201507201100,21.5,1.24,0.074,5.0,0
2015-07-20 12:00:00,63rd Street Beach,21.4,,0.117,2.0,63rdStreetBeach201507201200,21.4,1.12,0.117,2.0,0
2015-07-20 13:00:00,63rd Street Beach,21.9,,0.076,5.0,63rdStreetBeach201507201300,21.9,1.21,0.076,5.0,0
2015-07-20 14:00:00,63rd Street Beach,22.1,,0.087,,63rdStreetBeach201507201400,22.1,1.93,0.087,4.0,0
2015-07-20 15:00:00,63rd Street Beach,,,0.081,,63rdStreetBeach201507201500,22.0,1.25,0.081,4.0,0
2015-07-20 16:00:00,63rd Street Beach,,,0.079,,63rdStreetBeach201507201600,21.7,1.19,0.079,10.0,0
2015-07-20 17:00:00,63rd Street Beach,,,,,,,,,,1
2015-07-20 18:00:00,63rd Street Beach,,,0.102,,63rdStreetBeach201507201800,20.6,1.04,0.102,3.0,0
2015-07-20 19:00:00,63rd Street Beach,,,0.086,,63rdStreetBeach201507201900,20.9,0.93,0.086,4.0,0
2015-07-20 20:00:00,63rd Street Beach,,,0.104,,63rdStreetBeach201507202000,20.9,0.87,0.104,3.0,0
2015-07-20 21:00:00,63rd Street Beach,,,0.084,,63rdStreetBeach201507202100,20.7,1.08,0.084,5.0,0
2015-07-20 22:00:00,63rd Street Beach,,,0.086,,63rdStreetBeach201507202200,20.7,1.14,0.086,5.0,0
2015-07-20 23:00:00,63rd Street Beach,,,0.082,,63rdStreetBeach201507202300,20.7,1.1,0.082,4.0,0
2015-07-21 00:00:00,63rd Street Beach,,0.91,0.088,,63rdStreetBeach201507212400,20.6,0.91,0.088,8.0,0
2015-07-21 01:00:00,63rd Street Beach,,0.86,0.114,,63rdStreetBeach201507210100,20.5,0.86,0.114,3.0,0
2015-07-21 02:00:00,63rd Street Beach,,1.12,0.179,,63rdStreetBeach201507210200,20.4,1.12,0.179,4.0,0
2015-07-21 03:00:00,63rd Street Beach,,1.6,0.228,3.0,63rdStreetBeach201507210300,20.3,1.6,0.228,3.0,0
2015-07-21 04:00:00,63rd Street Beach,20.0,2.65,0.294,3.0,63rdStreetBeach201507210400,20.0,2.65,0.294,3.0,0
2015-07-21 05:00:00,63rd Street Beach,,,,,,,,,,1
2015-07-21 06:00:00,63rd Street Beach,,,,,,,,,,1
2015-07-21 07:00:00,63rd Street Beach,20.3,2.43,0.304,3.0,63rdStreetBeach201507210700,20.3,2.43,0.304,3.0,0
2015-07-21 08:00:00,63rd Street Beach,,,,,,,,,,1
2015-07-21 09:00:00,63rd Street Beach,20.5,2.43,0.313,4.0,63rdStreetBeach201507210900,20.5,2.43,0.313,4.0,0
2015-07-21 10:00:00,63rd Street Beach,20.5,2.18,0.285,4.0,63rdStreetBeach201507211000,20.5,2.18,0.285,4.0,0
2015-07-21 11:00:00,63rd Street Beach,20.8,2.38,0.272,4.0,63rdStreetBeach201507211100,20.8,2.38,0.272,4.0,0
2015-07-21 12:00:00,63rd Street Beach,21.1,2.43,0.254,4.0,63rdStreetBeach201507211200,21.1,2.43,0.254,4.0,0
2015-07-21 13:00:00,63rd Street Beach,,,,,,,,,,1
2015-07-21 14:00:00,63rd Street Beach,21.8,2.53,0.217,4.0,63rdStreetBeach201507211400,21.8,2.53,0.217,4.0,0
2015-07-21 15:00:00,63rd Street Beach,23.1,4.4,0.224,3.0,63rdStreetBeach201507211500,23.1,4.4,0.224,3.0,0
2015-07-21 16:00:00,63rd Street Beach,23.0,3.25,0.211,3.0,63rdStreetBeach201507211600,23.0,3.25,0.211,3.0,0
2015-07-21 17:00:00,63rd Street Beach,22.7,2.59,0.192,3.0,63rdStreetBeach201507211700,22.7,2.59,0.192,3.0,0
2015-07-21 18:00:00,63rd Street Beach,22.4,2.17,0.179,3.0,63rdStreetBeach201507211800,22.4,2.17,0.179,3.0,0
2015-07-21 19:00:00,63rd Street Beach,22.1,2.05,0.174,3.0,63rdStreetBeach201507211900,22.1,2.05,0.174,3.0,0
2015-07-21 20:00:00,63rd Street Beach,21.7,1.66,0.16,3.0,63rdStreetBeach201507212000,21.7,1.66,0.16,3.0,0
2015-07-21 21:00:00,63rd Street Beach,21.6,1.54,0.153,3.0,63rdStreetBeach201507212100,21.6,1.54,0.153,3.0,0
2015-07-21 22:00:00,63rd Street Beach,21.4,1.41,0.136,3.0,63rdStreetBeach201507212200,21.4,1.41,0.136,3.0,0
2015-07-21 23:00:00,63rd Street Beach,21.3,1.28,0.132,3.0,63rdStreetBeach201507212300,21.3,1.28,0.132,3.0,0
2015-07-22 00:00:00,63rd Street Beach,21.3,1.28,0.113,3.0,63rdStreetBeach201507222400,21.3,1.28,0.113,3.0,0
2015-07-22 01:00:00,63rd Street Beach,21.2,1.32,0.108,3.0,63rdStreetBeach201507220100,21.2,1.32,0.108,3.0,0
2015-07-22 02:00:00,63rd Street Beach,22.1,2.9,0.113,3.0,63rdStreetBeach201507220200,22.1,2.9,0.113,3.0,0
2015-07-22 03:00:00,63rd Street Beach,,2.19,0.121,6.0,63rdStreetBeach201507220300,21.8,2.19,0.121,6.0,0
2015-07-22 04:00:00,63rd Street Beach,,1.66,0.125,4.0,63rdStreetBeach201507220400,21.5,1.66,0.125,4.0,0
2015-07-22 05:00:00,63rd Street Beach,,1.45,0.123,3.0,63rdStreetBeach201507220500,21.3,1.45,0.123,3.0,0
2015-07-22 06:00:00,63rd Street Beach,,1.34,0.121,3.0,63rdStreetBeach201507220600,21.2,1.34,0.121,3.0,0
2015-07-22 07:00:00,63rd Street Beach,,1.32,0.12,3.0,63rdStreetBeach201507220700,21.2,1.32,0.12,3.0,0
2015-07-22 08:00:00,63rd Street Beach,,1.21,0.124,3.0,63rdStreetBeach201507220800,21.3,1.21,0.124,3.0,0
2015-07-22 09:00:00,63rd Street Beach,,1.12,0.122,4.0,63rdStreetBeach201507220900,21.4,1.12,0.122,4.0,0
2015-07-22 10:00:00,63rd Street Beach,,1.07,0.114,4.0,63rdStreetBeach201507221000,21.6,1.07,0.114,4.0,0
2015-07-22 11:00:00,63rd Street Beach,,0.99,0.114,4.0,63rdStreetBeach201507221100,22.0,0.99,0.114,4.0,0
2015-07-22 12:00:00,63rd Street Beach,,0.98,0.126,4.0,63rdStreetBeach201507221200,22.0,0.98,0.126,4.0,0
2015-07-22 13:00:00,63rd Street Beach,,0.99,0.113,4.0,63rdStreetBeach201507221300,22.3,0.99,0.113,4.0,0
2015-07-22 14:00:00,63rd Street Beach,,1.08,0.128,4.0,63rdStreetBeach201507221400,22.5,1.08,0.128,4.0,0
2015-07-22 15:00:00,63rd Street Beach,22.9,1.2,0.107,4.0,63rdStreetBeach201507221500,22.9,1.2,0.107,4.0,0
2015-07-22 16:00:00,63rd Street Beach,22.8,0.98,0.116,4.0,63rdStreetBeach201507221600,22.8,0.98,0.116,4.0,0
2015-07-22 17:00:00,63rd Street Beach,22.8,0.95,0.151,4.0,63rdStreetBeach201507221700,22.8,0.95,0.151,4.0,0
2015-07-22 18:00:00,63rd Street Beach,22.9,0.94,0.115,4.0,63rdStreetBeach201507221800,22.9,0.94,0.115,4.0,0
2015-07-22 19:00:00,63rd Street Beach,22.8,0.91,0.117,7.0,63rdStreetBeach201507221900,22.8,0.91,0.117,7.0,0
2015-07-22 20:00:00,63rd Street Beach,22.6,0.86,0.127,6.0,63rdStreetBeach201507222000,22.6,0.86,0.127,6.0,0
2015-07-22 21:00:00,63rd Street Beach,22.5,0.88,0.114,4.0,63rdStreetBeach201507222100,22.5,0.88,0.114,4.0,0
2015-07-22 22:00:00,63rd Street Beach,22.2,0.87,0.107,4.0,63rdStreetBeach201507222200,22.2,0.87,0.107,4.0,0
2015-07-22 23:00:00,63rd Street Beach,22.1,0.94,0.117,4.0,63rdStreetBeach201507222300,22.1,0.94,0.117,4.0,0
2015-07-23 00:00:00,63rd Street Beach,22.1,0.98,0.095,4.0,63rdStreetBeach201507232400,22.1,0.98,0.095,4.0,0
2015-07-23 01:00:00,63rd Street Beach,22.0,0.99,0.123,4.0,63rdStreetBeach201507230100,22.0,0.99,0.123,4.0,0
2015-07-23 02:00:00,63rd Street Beach,,0.96,0.082,6.0,63rdStreetBeach201507230200,22.0,0.96,0.082,6.0,0
2015-07-23 03:00:00,63rd Street Beach,,1.02,0.085,6.0,63rdStreetBeach201507230300,21.9,1.02,0.085,6.0,0
2015-07-23 04:00:00,63rd Street Beach,,1.16,0.084,5.0,63rdStreetBeach201507230400,21.9,1.16,0.084,5.0,0
2015-07-23 05:00:00,63rd Street Beach,,1.13,0.078,4.0,63rdStreetBeach201507230500,21.8,1.13,0.078,4.0,0
2015-07-23 06:00:00,63rd Street Beach,,1.07,0.07,10.0,63rdStreetBeach201507230600,21.8,1.07,0.07,10.0,0
2015-07-23 07:00:00,63rd Street Beach,,1.0,0.075,3.0,63rdStreetBeach201507230700,21.7,1.0,0.075,3.0,0
2015-07-23 08:00:00,63rd Street Beach,,0.89,0.075,7.0,63rdStreetBeach201507230800,21.8,0.89,0.075,7.0,0
2015-07-23 09:00:00,63rd Street Beach,,0.89,0.071,4.0,63rdStreetBeach201507230900,21.9,0.89,0.071,4.0,0
2015-07-23 10:00:00,63rd Street Beach,,0.83,0.091,5.0,63rdStreetBeach201507231000,22.3,0.83,0.091,5.0,0
2015-07-23 11:00:00,63rd Street Beach,,0.82,0.09,4.0,63rdStreetBeach201507231100,22.4,0.82,0.09,4.0,0
2015-07-23 12:00:00,63rd Street Beach,,0.81,0.116,2.0,63rdStreetBeach201507231200,22.8,0.81,0.116,2.0,0
2015-07-23 13:00:00,63rd Street Beach,,0.81,0.099,7.0,63rdStreetBeach201507231300,23.2,0.81,0.099,7.0,0
2015-07-23 14:00:00,63rd Street Beach,23.5,0.76,0.132,3.0,63rdStreetBeach201507231400,23.5,0.76,0.132,3.0,0
2015-07-23 15:00:00,63rd Street Beach,24.0,0.72,0.112,3.0,63rdStreetBeach201507231500,24.0,0.72,0.112,3.0,0
2015-07-23 16:00:00,63rd Street Beach,24.2,0.7,0.138,2.0,63rdStreetBeach201507231600,24.2,0.7,0.138,2.0,0
2015-07-23 17:00:00,63rd Street Beach,24.3,0.67,0.134,2.0,63rdStreetBeach201507231700,24.3,0.67,0.134,2.0,0
2015-07-23 18:00:00,63rd Street Beach,24.0,0.67,0.125,2.0,63rdStreetBeach201507231800,24.0,0.67,0.125,2.0,0
2015-07-23 19:00:00,63rd Street Beach,23.8,0.62,0.117,2.0,63rdStreetBeach201507231900,23.8,0.62,0.117,2.0,0
2015-07-23 20:00:00,63rd Street Beach,23.6,0.63,0.128,6.0,63rdStreetBeach201507232000,23.6,0.63,0.128,6.0,0
2015-07-23 21:00:00,63rd Street Beach,23.7,0.79,,2.0,63rdStreetBeach201507232100,23.7,0.79,0.114,2.0,0
2015-07-23 22:00:00,63rd Street Beach,23.5,0.95,,4.0,63rdStreetBeach201507232200,23.5,0.95,0.113,4.0,0
2015-07-23 23:00:00,63rd Street Beach,23.2,0.94,,4.0,63rdStreetBeach201507232300,23.2,0.94,0.096,4.0,0
2015-07-24 00:00:00,63rd Street Beach,23.0,0.84,,9.0,63rdStreetBeach201507242400,23.0,0.84,0.096,9.0,0
2015-07-24 01:00:00,63rd Street Beach,22.8,0.73,,8.0,63rdStreetBeach201507240100,22.8,0.73,0.094,8.0,0
2015-07-24 02:00:00,63rd Street Beach,22.9,0.71,,7.0,63rdStreetBeach201507240200,22.9,0.71,0.08,7.0,0
2015-07-24 03:00:00,63rd Street Beach,22.9,0.8,,6.0,63rdStreetBeach201507240300,22.9,0.8,0.07,6.0,0
2015-07-24 04:00:00,63rd Street Beach,22.7,0.99,,5.0,63rdStreetBeach201507240400,22.7,0.99,0.07,5.0,0
2015-07-24 05:00:00,63rd Street Beach,22.4,0.87,,5.0,63rdStreetBeach201507240500,22.4,0.87,0.085,5.0,0
2015-07-24 06:00:00,63rd Street Beach,22.3,0.77,,4.0,63rdStreetBeach201507240600,22.3,0.77,0.081,4.0,0
2015-07-24 07:00:00,63rd Street Beach,,0.77,,7.0,63rdStreetBeach201507240700,22.2,0.77,0.068,7.0,0
2015-07-24 08:00:00,63rd Street Beach,,0.67,,6.0,63rdStreetBeach201507240800,22.3,0.67,0.077,6.0,0
2015-07-24 09:00:00,63rd Street Beach,,0.62,0.086,4.0,63rdStreetBeach201507240900,22.6,0.62,0.086,4.0,0
2015-07-24 10:00:00,63rd Street Beach,,0.71,0.087,4.0,63rdStreetBeach201507241000,22.8,0.71,0.087,4.0,0
2015-07-24 11:00:00,63rd Street Beach,,0.86,0.073,5.0,63rdStreetBeach201507241100,22.9,0.86,0.073,5.0,0
2015-07-24 12:00:00,63rd Street Beach,,0.87,0.098,4.0,63rdStreetBeach201507241200,22.6,0.87,0.098,4.0,0
2015-07-24 13:00:00,63rd Street Beach,,0.81,0.11,3.0,63rdStreetBeach201507241300,22.4,0.81,0.11,3.0,0
2015-07-24 14:00:00,63rd Street Beach,,0.74,0.099,4.0,63rdStreetBeach201507241400,22.3,0.74,0.099,4.0,0
2015-07-24 15:00:00,63rd Street Beach,,,0.132,4.0,63rdStreetBeach201507241500,21.9,0.81,0.132,4.0,0
2015-07-24 16:00:00,63rd Street Beach,,,0.115,4.0,63rdStreetBeach201507241600,21.7,0.84,0.115,4.0,0
2015-07-24 17:00:00,63rd Street Beach,,,0.097,9.0,63rdStreetBeach201507241700,21.4,0.91,0.097,9.0,0
2015-07-24 18:00:00,63rd Street Beach,,,0.103,6.0,63rdStreetBeach201507241800,21.0,0.99,0.103,6.0,0
2015-07-24 19:00:00,63rd Street Beach,20.6,,0.114,4.0,63rdStreetBeach201507241900,20.6,1.2,0.114,4.0,0
2015-07-24 20:00:00,63rd Street Beach,20.6,,0.103,7.0,63rdStreetBeach201507242000,20.6,1.01,0.103,7.0,0
2015-07-24 21:00:00,63rd Street Beach,20.6,,0.114,4.0,63rdStreetBeach201507242100,20.6,1.01,0.114,4.0,0
2015-07-24 22:00:00,63rd Street Beach,20.6,,,5.0,63rdStreetBeach201507242200,20.6,1.07,0.106,5.0,0
2015-07-24 23:00:00,63rd Street Beach,20.4,,,3.0,63rdStreetBeach201507242300,20.4,1.48,0.123,3.0,0
2015-07-25 00:00:00,63rd Street Beach,20.3,,,4.0,63rdStreetBeach201507252400,20.3,1.61,0.084,4.0,0
2015-07-25 01:00:00,63rd Street Beach,20.2,,,5.0,63rdStreetBeach201507250100,20.2,0.9,0.074,5.0,0
2015-07-25 02:00:00,63rd Street Beach,20.1,,,6.0,63rdStreetBeach201507250200,20.1,0.91,0.078,6.0,0
2015-07-25 03:00:00,63rd Street Beach,20.0,0.93,,5.0,63rdStreetBeach201507250300,20.0,0.93,0.07,5.0,0
2015-07-25 04:00:00,63rd Street Beach,19.8,0.99,,5.0,63rdStreetBeach201507250400,19.8,0.99,0.077,5.0,0
2015-07-25 05:00:00,63rd Street Beach,19.8,0.85,,5.0,63rdStreetBeach201507250500,19.8,0.85,0.071,5.0,0
2015-07-25 06:00:00,63rd Street Beach,19.8,0.78,,4.0,63rdStreetBeach201507250600,19.8,0.78,0.073,4.0,0
2015-07-25 07:00:00,63rd Street Beach,19.8,0.78,,8.0,63rdStreetBeach201507250700,19.8,0.78,0.078,8.0,0
2015-07-25 08:00:00,63rd Street Beach,19.7,0.76,,7.0,63rdStreetBeach201507250800,19.7,0.76,0.071,7.0,0
2015-07-25 09:00:00,63rd Street Beach,,,,,,,,,,1
2015-07-25 10:00:00,63rd Street Beach,20.0,0.64,,3.0,63rdStreetBeach201507251000,20.0,0.64,0.1,3.0,0
2015-07-25 11:00:00,63rd Street Beach,,0.6,,4.0,63rdStreetBeach201507251100,20.4,0.6,0.104,4.0,0
2015-07-25 12:00:00,63rd Street Beach,,0.54,,4.0,63rdStreetBeach201507251200,20.6,0.54,0.137,4.0,0
2015-07-25 13:00:00,63rd Street Beach,,0.43,,4.0,63rdStreetBeach201507251300,21.3,0.43,0.123,4.0,0
2015-07-25 14:00:00,63rd Street Beach,,18.04,,3.0,63rdStreetBeach201507251400,22.2,18.04,0.155,3.0,0
2015-07-25 15:00:00,63rd Street Beach,,0.47,,3.0,63rdStreetBeach201507251500,21.9,0.47,0.174,3.0,0
2015-07-25 16:00:00,63rd Street Beach,,0.41,,3.0,63rdStreetBeach201507251600,21.7,0.41,0.136,3.0,0
2015-07-25 17:00:00,63rd Street Beach,,0.74,,3.0,63rdStreetBeach201507251700,22.6,0.74,0.156,3.0,0
2015-07-25 18:00:00,63rd Street Beach,,1.24,,3.0,63rdStreetBeach201507251800,23.2,1.24,0.203,3.0,0
2015-07-25 19:00:00,63rd Street Beach,,0.49,,2.0,63rdStreetBeach201507251900,22.7,0.49,0.208,2.0,0
2015-07-25 20:00:00,63rd Street Beach,,1.06,0.193,3.0,63rdStreetBeach201507252000,22.6,1.06,0.193,3.0,0
2015-07-25 21:00:00,63rd Street Beach,,1.57,0.192,3.0,63rdStreetBeach201507252100,23.0,1.57,0.192,3.0,0
2015-07-25 22:00:00,63rd Street Beach,,0.63,0.182,3.0,63rdStreetBeach201507252200,21.9,0.63,0.182,3.0,0
2015-07-25 23:00:00,63rd Street Beach,,0.66,,3.0,63rdStreetBeach201507252300,21.8,0.66,0.196,3.0,0
2015-07-26 00:00:00,63rd Street Beach,,0.61,,3.0,63rdStreetBeach201507262400,21.9,0.61,0.171,3.0,0
2015-07-26 01:00:00,63rd Street Beach,,,,,,,,,,1
2015-07-26 02:00:00,63rd Street Beach,,,,,,,,,,1
2015-07-26 03:00:00,63rd Street Beach,,0.55,,6.0,63rdStreetBeach201507260300,22.0,0.55,0.136,6.0,0
2015-07-26 04:00:00,63rd Street Beach,22.0,0.53,,3.0,63rdStreetBeach201507260400,22.0,0.53,0.136,3.0,0
2015-07-26 05:00:00,63rd Street Beach,22.0,0.51,,2.0,63rdStreetBeach201507260500,22.0,0.51,0.129,2.0,0
2015-07-26 06:00:00,63rd Street Beach,21.9,0.51,,3.0,63rdStreetBeach201507260600,21.9,0.51,0.134,3.0,0
2015-07-26 07:00:00,63rd Street Beach,21.9,0.49,,3.0,63rdStreetBeach201507260700,21.9,0.49,0.137,3.0,0
2015-07-26 08:00:00,63rd Street Beach,22.0,0.49,,2.0,63rdStreetBeach201507260800,22.0,0.49,0.147,2.0,0
2015-07-26 09:00:00,63rd Street Beach,22.2,0.46,,4.0,63rdStreetBeach201507260900,22.2,0.46,0.17,4.0,0
2015-07-26 10:00:00,63rd Street Beach,22.8,0.42,,4.0,63rdStreetBeach201507261000,22.8,0.42,0.138,4.0,0
2015-07-26 11:00:00,63rd Street Beach,22.9,0.43,,3.0,63rdStreetBeach201507261100,22.9,0.43,0.147,3.0,0
2015-07-26 12:00:00,63rd Street Beach,22.8,0.77,,3.0,63rdStreetBeach201507261200,22.8,0.77,0.19,3.0,0
2015-07-26 13:00:00,63rd Street Beach,22.9,0.74,0.158,4.0,63rdStreetBeach201507261300,22.9,0.74,0.158,4.0,0
2015-07-26 14:00:00,63rd Street Beach,23.0,0.63,0.157,3.0,63rdStreetBeach201507261400,23.0,0.63,0.157,3.0,0
2015-07-26 15:00:00,63rd Street Beach,23.1,1.34,0.197,3.0,63rdStreetBeach201507261500,23.1,1.34,0.197,3.0,0
2015-07-26 16:00:00,63rd Street Beach,23.2,1.08,0.212,3.0,63rdStreetBeach201507261600,23.2,1.08,0.212,3.0,0
2015-07-26 17:00:00,63rd Street Beach,23.2,0.6,0.198,3.0,63rdStreetBeach201507261700,23.2,0.6,0.198,3.0,0
2015-07-26 18:00:00,63rd Street Beach,23.2,0.56,0.187,2.0,63rdStreetBeach201507261800,23.2,0.56,0.187,2.0,0
2015-07-26 19:00:00,63rd Street Beach,23.1,0.59,0.173,3.0,63rdStreetBeach201507261900,23.1,0.59,0.173,3.0,0
2015-07-26 20:00:00,63rd Street Beach,23.1,0.56,0.165,3.0,63rdStreetBeach201507262000,23.1,0.56,0.165,3.0,0
2015-07-26 21:00:00,63rd Street Beach,23.1,0.55,0.16,2.0,63rdStreetBeach201507262100,23.1,0.55,0.16,2.0,0
2015-07-26 22:00:00,63rd Street Beach,23.0,0.55,0.184,,63rdStreetBeach201507262200,23.0,0.55,0.184,2.0,0
2015-07-26 23:00:00,63rd Street Beach,23.1,0.58,0.188,,63rdStreetBeach201507262300,23.1,0.58,0.188,2.0,0
2015-07-27 00:00:00,63rd Street Beach,23.1,0.73,0.263,,63rdStreetBeach201507272400,23.1,0.73,0.263,4.0,0
2015-07-27 01:00:00,63rd Street Beach,23.1,1.26,0.237,,63rdStreetBeach201507270100,23.1,1.26,0.237,3.0,0
2015-07-27 02:00:00,63rd Street Beach,23.0,5.39,0.213,,63rdStreetBeach201507270200,23.0,5.39,0.213,3.0,0
2015-07-27 03:00:00,63rd Street Beach,22.9,1.51,0.197,,63rdStreetBeach201507270300,22.9,1.51,0.197,3.0,0
2015-07-27 04:00:00,63rd Street Beach,22.9,1.87,0.19,,63rdStreetBeach201507270400,22.9,1.87,0.19,3.0,0
2015-07-27 05:00:00,63rd Street Beach,,,,,,,,,,1
2015-07-27 06:00:00,63rd Street Beach,22.8,2.48,0.174,,63rdStreetBeach201507270600,22.8,2.48,0.174,3.0,0
2015-07-27 07:00:00,63rd Street Beach,22.8,2.45,0.167,,63rdStreetBeach201507270700,22.8,2.45,0.167,3.0,0
2015-07-27 08:00:00,63rd Street Beach,22.9,2.39,0.161,,63rdStreetBeach201507270800,22.9,2.39,0.161,3.0,0
2015-07-27 09:00:00,63rd Street Beach,23.0,2.87,0.169,,63rdStreetBeach201507270900,23.0,2.87,0.169,3.0,0
2015-07-27 10:00:00,63rd Street Beach,23.2,0.66,0.2,,63rdStreetBeach201507271000,23.2,0.66,0.2,3.0,0
2015-07-27 11:00:00,63rd Street Beach,23.5,0.4,0.182,3.0,63rdStreetBeach201507271100,23.5,0.4,0.182,3.0,0
2015-07-27 12:00:00,63rd Street Beach,23.8,0.4,0.184,3.0,63rdStreetBeach201507271200,23.8,0.4,0.184,3.0,0
2015-07-27 13:00:00,63rd Street Beach,24.2,0.39,0.175,3.0,63rdStreetBeach201507271300,24.2,0.39,0.175,3.0,0
2015-07-27 14:00:00,63rd Street Beach,24.5,0.47,0.196,3.0,63rdStreetBeach201507271400,24.5,0.47,0.196,3.0,0
2015-07-27 15:00:00,63rd Street Beach,24.9,0.41,0.183,3.0,63rdStreetBeach201507271500,24.9,0.41,0.183,3.0,0
2015-07-27 16:00:00,63rd Street Beach,25.3,0.53,0.213,2.0,63rdStreetBeach201507271600,25.3,0.53,0.213,2.0,0
2015-07-27 17:00:00,63rd Street Beach,25.6,1.64,0.211,3.0,63rdStreetBeach201507271700,25.6,1.64,0.211,3.0,0
2015-07-27 18:00:00,63rd Street Beach,,,,,,,,,,1
2015-07-27 19:00:00,63rd Street Beach,,,,,,,,,,1
2015-07-27 20:00:00,63rd Street Beach,26.0,2.91,0.212,3.0,63rdStreetBeach201507272000,26.0,2.91,0.212,3.0,0
2015-07-27 21:00:00,63rd Street Beach,,,,,,,,,,1
2015-07-27 22:00:00,63rd Street Beach,26.1,4.03,0.214,3.0,63rdStreetBeach201507272200,26.1,4.03,0.214,3.0,0
2015-07-27 23:00:00,63rd Street Beach,25.8,2.55,0.214,3.0,63rdStreetBeach201507272300,25.8,2.55,0.214,3.0,0
2015-07-28 00:00:00,63rd Street Beach,24.6,0.96,0.215,3.0,63rdStreetBeach201507282400,24.6,0.96,0.215,3.0,0
2015-07-28 01:00:00,63rd Street Beach,24.2,0.77,0.232,3.0,63rdStreetBeach201507280100,24.2,0.77,0.232,3.0,0
2015-07-28 02:00:00,63rd Street Beach,24.1,0.73,0.224,3.0,63rdStreetBeach201507280200,24.1,0.73,0.224,3.0,0
2015-07-28 03:00:00,63rd Street Beach,24.0,0.8,0.218,3.0,63rdStreetBeach201507280300,24.0,0.8,0.218,3.0,0
2015-07-28 04:00:00,63rd Street Beach,23.9,0.67,0.196,3.0,63rdStreetBeach201507280400,23.9,0.67,0.196,3.0,0
2015-07-28 05:00:00,63rd Street Beach,23.8,0.84,,3.0,63rdStreetBeach201507280500,23.8,0.84,0.202,3.0,0
2015-07-28 06:00:00,63rd Street Beach,23.7,0.69,,3.0,63rdStreetBeach201507280600,23.7,0.69,0.172,3.0,0
2015-07-28 07:00:00,63rd Street Beach,23.6,0.54,,3.0,63rdStreetBeach201507280700,23.6,0.54,0.164,3.0,0
2015-07-28 08:00:00,63rd Street Beach,23.6,0.51,,3.0,63rdStreetBeach201507280800,23.6,0.51,0.151,3.0,0
2015-07-28 09:00:00,63rd Street Beach,23.8,0.47,,3.0,63rdStreetBeach201507280900,23.8,0.47,0.139,3.0,0
2015-07-28 10:00:00,63rd Street Beach,24.0,0.43,,3.0,63rdStreetBeach201507281000,24.0,0.43,0.138,3.0,0
2015-07-28 11:00:00,63rd Street Beach,24.3,0.34,,3.0,63rdStreetBeach201507281100,24.3,0.34,0.134,3.0,0
2015-07-28 12:00:00,63rd Street Beach,24.5,0.29,,2.0,63rdStreetBeach201507281200,24.5,0.29,0.134,2.0,0
2015-07-28 13:00:00,63rd Street Beach,24.7,0.25,,2.0,63rdStreetBeach201507281300,24.7,0.25,0.152,2.0,0
2015-07-28 14:00:00,63rd Street Beach,,0.21,,2.0,63rdStreetBeach201507281400,25.0,0.21,0.165,2.0,0
2015-07-28 15:00:00,63rd Street Beach,,0.33,,3.0,63rdStreetBeach201507281500,25.2,0.33,0.169,3.0,0
2015-07-28 16:00:00,63rd Street Beach,,0.31,,2.0,63rdStreetBeach201507281600,25.2,0.31,0.177,2.0,0
2015-07-28 17:00:00,63rd Street Beach,,0.28,,3.0,63rdStreetBeach201507281700,25.1,0.28,0.208,3.0,0
2015-07-28 18:00:00,63rd Street Beach,,,,3.0,63rdStreetBeach201507281800,25.1,0.31,0.188,3.0,0
2015-07-28 19:00:00,63rd Street Beach,,,,3.0,63rdStreetBeach201507281900,25.3,0.49,0.179,3.0,0
2015-07-28 20:00:00,63rd Street Beach,,,,,63rdStreetBeach201507282000,25.1,0.46,0.149,3.0,1
2015-07-28 21:00:00,63rd Street Beach,,,,,63rdStreetBeach201507282100,25.0,0.41,0.145,3.0,1
2015-07-28 22:00:00,63rd Street Beach,,,,,63rdStreetBeach201507282200,25.0,1.22,0.124,5.0,1
2015-07-28 23:00:00,63rd Street Beach,,,,,63rdStreetBeach201507282300,24.9,1.16,0.128,3.0,1
2015-07-29 00:00:00,63rd Street Beach,,,,,63rdStreetBeach201507292400,24.8,0.94,0.114,5.0,1
2015-07-29 01:00:00,63rd Street Beach,,,,,63rdStreetBeach201507290100,24.8,0.76,0.1,7.0,1
2015-07-29 02:00:00,63rd Street Beach,24.7,,0.095,,63rdStreetBeach201507290200,24.7,0.64,0.095,2.0,0
2015-07-29 03:00:00,63rd Street Beach,24.5,,0.085,,63rdStreetBeach201507290300,24.5,0.69,0.085,6.0,0
2015-07-29 04:00:00,63rd Street Beach,24.3,,0.081,,63rdStreetBeach201507290400,24.3,0.62,0.081,6.0,0
2015-07-29 05:00:00,63rd Street Beach,23.2,,0.072,,63rdStreetBeach201507290500,23.2,0.59,0.072,5.0,0
2015-07-29 06:00:00,63rd Street Beach,22.1,0.72,0.064,,63rdStreetBeach201507290600,22.1,0.72,0.064,5.0,0
2015-07-29 07:00:00,63rd Street Beach,21.5,0.78,0.07,,63rdStreetBeach201507290700,21.5,0.78,0.07,8.0,0
2015-07-29 08:00:00,63rd Street Beach,20.7,0.76,0.065,7.0,63rdStreetBeach201507290800,20.7,0.76,0.065,7.0,0
