Readable Timestamp,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Measurement ID,structural_gap,Water Temperature_groundtruth,Turbidity_groundtruth,Wave Height_groundtruth,Wave Period_groundtruth
2015-08-05 03:00:00,63rd Street Beach,1438743600.0,22.8,,,6.0,63rdStreetBeach201508050300,0,22.8,0.66,0.137,6.0
2015-08-05 04:00:00,63rd Street Beach,1438747200.0,22.7,,0.116,,63rdStreetBeach201508050400,0,22.7,1.13,0.116,3.0
2015-08-05 05:00:00,63rd Street Beach,1438750800.0,23.0,1.13,0.11,2.0,63rdStreetBeach201508050500,0,23.0,1.13,0.11,2.0
2015-08-05 06:00:00,63rd Street Beach,1438754400.0,,0.9,,2.0,63rdStreetBeach201508050600,0,23.1,0.9,0.097,2.0
2015-08-05 07:00:00,63rd Street Beach,1438758000.0,23.0,0.76,,3.0,63rdStreetBeach201508050700,0,23.0,0.76,0.089,3.0
2015-08-05 08:00:00,63rd Street Beach,1438761600.0,23.0,0.66,0.09,4.0,63rdStreetBeach201508050800,0,23.0,0.66,0.09,4.0
2015-08-05 09:00:00,63rd Street Beach,1438765200.0,23.2,0.57,0.126,,63rdStreetBeach201508050900,0,23.2,0.57,0.126,4.0
2015-08-05 10:00:00,63rd Street Beach,1438768800.0,23.5,0.54,,4.0,63rdStreetBeach201508051000,0,23.5,0.54,0.097,4.0
2015-08-05 11:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-05 12:00:00,63rd Street Beach,1438776000.0,23.8,0.53,0.107,5.0,63rdStreetBeach201508051200,0,23.8,0.53,0.107,5.0
2015-08-05 13:00:00,63rd Street Beach,1438779600.0,24.1,0.54,0.099,4.0,63rdStreetBeach201508051300,0,24.1,0.54,0.099,4.0
2015-08-05 14:00:00,63rd Street Beach,1438783200.0,24.2,0.52,0.131,4.0,63rdStreetBeach201508051400,0,24.2,0.52,0.131,4.0
2015-08-05 15:00:00,63rd Street Beach,1438786800.0,24.3,0.48,,,63rdStreetBeach201508051500,0,24.3,0.48,0.144,4.0
2015-08-05 16:00:00,63rd Street Beach,1438790400.0,24.3,0.49,,2.0,63rdStreetBeach201508051600,0,24.3,0.49,0.177,2.0
2015-08-05 17:00:00,63rd Street Beach,1438794000.0,24.5,0.58,0.202,2.0,63rdStreetBeach201508051700,0,24.5,0.58,0.202,2.0
2015-08-05 18:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-05 19:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-05 20:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-05 21:00:00,63rd Street Beach,1438808400.0,,,0.219,,63rdStreetBeach201508052100,0,23.8,0.73,0.219,3.0
2015-08-05 22:00:00,63rd Street Beach,1438812000.0,23.6,0.67,0.215,3.0,63rdStreetBeach201508052200,0,23.6,0.67,0.215,3.0
2015-08-05 23:00:00,63rd Street Beach,1438815600.0,,0.74,0.251,4.0,63rdStreetBeach201508052300,0,23.3,0.74,0.251,4.0
2015-08-06 00:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-06 01:00:00,63rd Street Beach,1438822800.0,23.3,0.85,0.254,4.0,63rdStreetBeach201508060100,0,23.3,0.85,0.254,4.0
2015-08-06 02:00:00,63rd Street Beach,1438826400.0,23.2,1.01,0.262,3.0,63rdStreetBeach201508060200,0,23.2,1.01,0.262,3.0
2015-08-06 03:00:00,63rd Street Beach,1438830000.0,23.1,1.23,0.248,4.0,63rdStreetBeach201508060300,0,23.1,1.23,0.248,4.0
2015-08-06 04:00:00,63rd Street Beach,1438833600.0,23.1,1.32,0.255,4.0,63rdStreetBeach201508060400,0,23.1,1.32,0.255,4.0
2015-08-06 05:00:00,63rd Street Beach,1438837200.0,23.1,1.32,0.272,4.0,63rdStreetBeach201508060500,0,23.1,1.32,0.272,4.0
2015-08-06 06:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-06 07:00:00,63rd Street Beach,1438844400.0,22.8,,0.244,5.0,63rdStreetBeach201508060700,0,22.8,1.98,0.244,5.0
2015-08-06 08:00:00,63rd Street Beach,1438848000.0,22.8,2.26,0.24,4.0,63rdStreetBeach201508060800,0,22.8,2.26,0.24,4.0
2015-08-06 09:00:00,63rd Street Beach,1438851600.0,22.9,3.17,0.206,4.0,63rdStreetBeach201508060900,0,22.9,3.17,0.206,4.0
2015-08-06 10:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-06 11:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-06 12:00:00,63rd Street Beach,1438862400.0,23.8,,0.218,4.0,63rdStreetBeach201508061200,0,23.8,1.17,0.218,4.0
2015-08-06 13:00:00,63rd Street Beach,1438866000.0,24.1,1.04,0.183,4.0,63rdStreetBeach201508061300,0,24.1,1.04,0.183,4.0
2015-08-06 14:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-06 15:00:00,63rd Street Beach,1438873200.0,24.8,1.73,0.22,4.0,63rdStreetBeach201508061500,0,24.8,1.73,0.22,4.0
2015-08-06 16:00:00,63rd Street Beach,1438876800.0,25.2,2.26,0.209,3.0,63rdStreetBeach201508061600,0,25.2,2.26,0.209,3.0
2015-08-06 17:00:00,63rd Street Beach,1438880400.0,25.3,2.31,0.198,3.0,63rdStreetBeach201508061700,0,25.3,2.31,0.198,3.0
2015-08-06 18:00:00,63rd Street Beach,1438884000.0,25.1,,0.21,4.0,63rdStreetBeach201508061800,0,25.1,1.54,0.21,4.0
2015-08-06 19:00:00,63rd Street Beach,1438887600.0,,1.4,0.214,,63rdStreetBeach201508061900,0,25.1,1.4,0.214,3.0
2015-08-06 20:00:00,63rd Street Beach,1438891200.0,25.0,1.41,0.225,,63rdStreetBeach201508062000,0,25.0,1.41,0.225,3.0
2015-08-06 21:00:00,63rd Street Beach,1438894800.0,,1.53,0.202,3.0,63rdStreetBeach201508062100,0,24.8,1.53,0.202,3.0
2015-08-06 22:00:00,63rd Street Beach,1438898400.0,,2.71,,3.0,63rdStreetBeach201508062200,0,24.8,2.71,0.213,3.0
2015-08-06 23:00:00,63rd Street Beach,1438902000.0,24.2,2.57,0.186,4.0,63rdStreetBeach201508062300,0,24.2,2.57,0.186,4.0
2015-08-07 00:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-07 01:00:00,63rd Street Beach,1438909200.0,24.2,1.33,0.196,3.0,63rdStreetBeach201508070100,0,24.2,1.33,0.196,3.0
2015-08-07 02:00:00,63rd Street Beach,1438912800.0,24.2,1.4,0.182,3.0,63rdStreetBeach201508070200,0,24.2,1.4,0.182,3.0
2015-08-07 03:00:00,63rd Street Beach,1438916400.0,24.1,1.41,0.158,3.0,63rdStreetBeach201508070300,0,24.1,1.41,0.158,3.0
2015-08-07 04:00:00,63rd Street Beach,1438920000.0,23.9,,0.142,4.0,63rdStreetBeach201508070400,0,23.9,1.6,0.142,4.0
2015-08-07 05:00:00,63rd Street Beach,1438923600.0,,1.51,0.127,4.0,63rdStreetBeach201508070500,0,23.8,1.51,0.127,4.0
2015-08-07 06:00:00,63rd Street Beach,1438927200.0,23.6,1.42,0.12,4.0,63rdStreetBeach201508070600,0,23.6,1.42,0.12,4.0
2015-08-07 07:00:00,63rd Street Beach,1438930800.0,23.6,,,3.0,63rdStreetBeach201508070700,0,23.6,1.4,0.109,3.0
2015-08-07 08:00:00,63rd Street Beach,1438934400.0,23.5,1.29,0.094,,63rdStreetBeach201508070800,0,23.5,1.29,0.094,3.0
2015-08-07 09:00:00,63rd Street Beach,1438938000.0,23.5,1.32,0.093,3.0,63rdStreetBeach201508070900,0,23.5,1.32,0.093,3.0
2015-08-07 10:00:00,63rd Street Beach,1438941600.0,23.7,1.58,0.095,6.0,63rdStreetBeach201508071000,0,23.7,1.58,0.095,6.0
2015-08-07 11:00:00,63rd Street Beach,1438945200.0,23.9,1.2,0.091,3.0,63rdStreetBeach201508071100,0,23.9,1.2,0.091,3.0
2015-08-07 12:00:00,63rd Street Beach,1438948800.0,24.0,0.74,0.095,3.0,63rdStreetBeach201508071200,0,24.0,0.74,0.095,3.0
2015-08-07 13:00:00,63rd Street Beach,1438952400.0,24.2,0.84,0.108,3.0,63rdStreetBeach201508071300,0,24.2,0.84,0.108,3.0
2015-08-07 14:00:00,63rd Street Beach,1438956000.0,24.4,0.84,0.118,3.0,63rdStreetBeach201508071400,0,24.4,0.84,0.118,3.0
2015-08-07 15:00:00,63rd Street Beach,1438959600.0,24.3,0.71,0.123,,63rdStreetBeach201508071500,0,24.3,0.71,0.123,3.0
2015-08-07 16:00:00,63rd Street Beach,1438963200.0,24.2,0.63,,3.0,63rdStreetBeach201508071600,0,24.2,0.63,0.135,3.0
2015-08-07 17:00:00,63rd Street Beach,1438966800.0,24.1,0.53,0.155,3.0,63rdStreetBeach201508071700,0,24.1,0.53,0.155,3.0
2015-08-07 18:00:00,63rd Street Beach,1438970400.0,24.0,0.56,0.158,,63rdStreetBeach201508071800,0,24.0,0.56,0.158,3.0
2015-08-07 19:00:00,63rd Street Beach,1438974000.0,24.0,0.55,,3.0,63rdStreetBeach201508071900,0,24.0,0.55,0.135,3.0
2015-08-07 20:00:00,63rd Street Beach,1438977600.0,24.0,0.59,0.12,3.0,63rdStreetBeach201508072000,0,24.0,0.59,0.12,3.0
2015-08-07 21:00:00,63rd Street Beach,1438981200.0,23.8,0.61,0.111,6.0,63rdStreetBeach201508072100,0,23.8,0.61,0.111,6.0
2015-08-07 22:00:00,63rd Street Beach,1438984800.0,23.6,0.56,0.097,3.0,63rdStreetBeach201508072200,0,23.6,0.56,0.097,3.0
2015-08-07 23:00:00,63rd Street Beach,1438988400.0,23.5,,0.094,3.0,63rdStreetBeach201508072300,0,23.5,0.61,0.094,3.0
2015-08-08 00:00:00,63rd Street Beach,1438992000.0,23.4,0.59,0.119,3.0,63rdStreetBeach201508082400,0,23.4,0.59,0.119,3.0
2015-08-08 01:00:00,63rd Street Beach,1438995600.0,23.1,,0.121,3.0,63rdStreetBeach201508080100,0,23.1,0.59,0.121,3.0
2015-08-08 02:00:00,63rd Street Beach,1438999200.0,22.9,0.73,0.117,3.0,63rdStreetBeach201508080200,0,22.9,0.73,0.117,3.0
2015-08-08 03:00:00,63rd Street Beach,1439002800.0,22.7,,0.109,3.0,63rdStreetBeach201508080300,0,22.7,0.75,0.109,3.0
2015-08-08 04:00:00,63rd Street Beach,1439006400.0,22.4,0.67,0.102,3.0,63rdStreetBeach201508080400,0,22.4,0.67,0.102,3.0
2015-08-08 05:00:00,63rd Street Beach,1439010000.0,22.3,0.68,0.095,5.0,63rdStreetBeach201508080500,0,22.3,0.68,0.095,5.0
2015-08-08 06:00:00,63rd Street Beach,1439013600.0,22.1,0.65,0.089,4.0,63rdStreetBeach201508080600,0,22.1,0.65,0.089,4.0
2015-08-08 07:00:00,63rd Street Beach,1439017200.0,22.0,0.72,0.084,4.0,63rdStreetBeach201508080700,0,22.0,0.72,0.084,4.0
2015-08-08 08:00:00,63rd Street Beach,1439020800.0,21.8,0.47,,7.0,63rdStreetBeach201508080800,0,21.8,0.47,0.088,7.0
2015-08-08 09:00:00,63rd Street Beach,1439024400.0,21.6,0.5,0.085,6.0,63rdStreetBeach201508080900,0,21.6,0.5,0.085,6.0
2015-08-08 10:00:00,63rd Street Beach,1439028000.0,,0.42,0.087,4.0,63rdStreetBeach201508081000,0,21.7,0.42,0.087,4.0
2015-08-08 11:00:00,63rd Street Beach,1439031600.0,22.0,0.28,0.135,2.0,63rdStreetBeach201508081100,0,22.0,0.28,0.135,2.0
2015-08-08 12:00:00,63rd Street Beach,1439035200.0,22.0,0.3,0.114,,63rdStreetBeach201508081200,0,22.0,0.3,0.114,6.0
2015-08-08 13:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-08 14:00:00,63rd Street Beach,1439042400.0,22.0,0.46,0.212,3.0,63rdStreetBeach201508081400,0,22.0,0.46,0.212,3.0
2015-08-08 15:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-08 16:00:00,63rd Street Beach,1439049600.0,22.1,0.84,0.219,,63rdStreetBeach201508081600,0,22.1,0.84,0.219,3.0
2015-08-08 17:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-08 18:00:00,63rd Street Beach,1439056800.0,22.4,1.12,0.206,3.0,63rdStreetBeach201508081800,0,22.4,1.12,0.206,3.0
2015-08-08 19:00:00,63rd Street Beach,1439060400.0,22.7,1.11,,3.0,63rdStreetBeach201508081900,0,22.7,1.11,0.191,3.0
2015-08-08 20:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-08 21:00:00,63rd Street Beach,1439067600.0,,1.52,0.175,4.0,63rdStreetBeach201508082100,0,22.9,1.52,0.175,4.0
2015-08-08 22:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-08 23:00:00,63rd Street Beach,1439074800.0,,1.68,0.156,3.0,63rdStreetBeach201508082300,0,22.8,1.68,0.156,3.0
2015-08-09 00:00:00,63rd Street Beach,1439078400.0,22.6,1.23,,4.0,63rdStreetBeach201508092400,0,22.6,1.23,0.152,4.0
2015-08-09 01:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-09 02:00:00,63rd Street Beach,1439085600.0,22.3,0.47,,4.0,63rdStreetBeach201508090200,0,22.3,0.47,0.143,4.0
2015-08-09 03:00:00,63rd Street Beach,1439089200.0,22.4,0.42,0.141,3.0,63rdStreetBeach201508090300,0,22.4,0.42,0.141,3.0
2015-08-09 04:00:00,63rd Street Beach,1439092800.0,22.4,0.37,0.135,3.0,63rdStreetBeach201508090400,0,22.4,0.37,0.135,3.0
2015-08-09 05:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-09 06:00:00,63rd Street Beach,1439100000.0,22.4,0.36,,4.0,63rdStreetBeach201508090600,0,22.4,0.36,0.125,4.0
2015-08-09 07:00:00,63rd Street Beach,1439103600.0,22.5,0.39,0.118,3.0,63rdStreetBeach201508090700,0,22.5,0.39,0.118,3.0
2015-08-09 08:00:00,63rd Street Beach,1439107200.0,22.5,0.42,0.116,3.0,63rdStreetBeach201508090800,0,22.5,0.42,0.116,3.0
2015-08-09 09:00:00,63rd Street Beach,1439110800.0,,,0.127,6.0,63rdStreetBeach201508090900,0,22.5,0.36,0.127,6.0
2015-08-09 10:00:00,63rd Street Beach,1439114400.0,,0.34,0.115,5.0,63rdStreetBeach201508091000,0,22.5,0.34,0.115,5.0
2015-08-09 11:00:00,63rd Street Beach,1439118000.0,,0.36,0.108,3.0,63rdStreetBeach201508091100,0,22.5,0.36,0.108,3.0
2015-08-09 12:00:00,63rd Street Beach,1439121600.0,22.4,0.63,,3.0,63rdStreetBeach201508091200,0,22.4,0.63,0.108,3.0
2015-08-09 13:00:00,63rd Street Beach,1439125200.0,22.6,0.57,0.109,3.0,63rdStreetBeach201508091300,0,22.6,0.57,0.109,3.0
2015-08-09 14:00:00,63rd Street Beach,1439128800.0,22.8,0.48,,3.0,63rdStreetBeach201508091400,0,22.8,0.48,0.126,3.0
2015-08-09 15:00:00,63rd Street Beach,1439132400.0,23.1,,0.112,3.0,63rdStreetBeach201508091500,0,23.1,0.41,0.112,3.0
2015-08-09 16:00:00,63rd Street Beach,1439136000.0,23.1,0.47,,4.0,63rdStreetBeach201508091600,0,23.1,0.47,0.115,4.0
2015-08-09 17:00:00,63rd Street Beach,1439139600.0,23.2,0.53,0.111,3.0,63rdStreetBeach201508091700,0,23.2,0.53,0.111,3.0
2015-08-09 18:00:00,63rd Street Beach,1439143200.0,23.2,,0.109,3.0,63rdStreetBeach201508091800,0,23.2,0.57,0.109,3.0
2015-08-09 19:00:00,63rd Street Beach,1439146800.0,23.0,0.47,0.1,4.0,63rdStreetBeach201508091900,0,23.0,0.47,0.1,4.0
2015-08-09 20:00:00,63rd Street Beach,1439150400.0,22.9,0.46,0.097,,63rdStreetBeach201508092000,0,22.9,0.46,0.097,6.0
2015-08-09 21:00:00,63rd Street Beach,1439154000.0,22.9,0.46,0.104,6.0,63rdStreetBeach201508092100,0,22.9,0.46,0.104,6.0
2015-08-09 22:00:00,63rd Street Beach,1439157600.0,22.9,0.42,0.093,7.0,63rdStreetBeach201508092200,0,22.9,0.42,0.093,7.0
2015-08-09 23:00:00,63rd Street Beach,1439161200.0,,0.42,0.079,5.0,63rdStreetBeach201508092300,0,22.8,0.42,0.079,5.0
2015-08-10 00:00:00,63rd Street Beach,1439164800.0,,0.36,0.074,4.0,63rdStreetBeach201508102400,0,22.7,0.36,0.074,4.0
2015-08-10 01:00:00,63rd Street Beach,1439168400.0,22.7,0.4,,8.0,63rdStreetBeach201508100100,0,22.7,0.4,0.082,8.0
2015-08-10 02:00:00,63rd Street Beach,1439172000.0,22.7,0.4,0.075,6.0,63rdStreetBeach201508100200,0,22.7,0.4,0.075,6.0
2015-08-10 03:00:00,63rd Street Beach,1439175600.0,22.6,0.38,0.077,3.0,63rdStreetBeach201508100300,0,22.6,0.38,0.077,3.0
2015-08-10 04:00:00,63rd Street Beach,1439179200.0,22.6,0.39,,5.0,63rdStreetBeach201508100400,0,22.6,0.39,0.08,5.0
2015-08-10 05:00:00,63rd Street Beach,1439182800.0,22.8,0.71,0.076,5.0,63rdStreetBeach201508100500,0,22.8,0.71,0.076,5.0
2015-08-10 06:00:00,63rd Street Beach,1439186400.0,,0.61,0.072,5.0,63rdStreetBeach201508100600,0,22.8,0.61,0.072,5.0
2015-08-10 07:00:00,63rd Street Beach,1439190000.0,22.7,0.51,0.067,4.0,63rdStreetBeach201508100700,0,22.7,0.51,0.067,4.0
2015-08-10 08:00:00,63rd Street Beach,1439193600.0,22.8,0.48,0.101,2.0,63rdStreetBeach201508100800,0,22.8,0.48,0.101,2.0
2015-08-10 09:00:00,63rd Street Beach,1439197200.0,22.8,0.45,0.079,6.0,63rdStreetBeach201508100900,0,22.8,0.45,0.079,6.0
2015-08-10 10:00:00,63rd Street Beach,1439200800.0,22.9,0.41,0.076,5.0,63rdStreetBeach201508101000,0,22.9,0.41,0.076,5.0
2015-08-10 11:00:00,63rd Street Beach,1439204400.0,23.2,0.38,,3.0,63rdStreetBeach201508101100,0,23.2,0.38,0.129,3.0
2015-08-10 12:00:00,63rd Street Beach,1439208000.0,23.4,0.36,0.149,3.0,63rdStreetBeach201508101200,0,23.4,0.36,0.149,3.0
2015-08-10 13:00:00,63rd Street Beach,1439211600.0,23.6,0.38,0.134,3.0,63rdStreetBeach201508101300,0,23.6,0.38,0.134,3.0
2015-08-10 14:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-10 15:00:00,63rd Street Beach,1439218800.0,23.8,0.88,0.129,2.0,63rdStreetBeach201508101500,0,23.8,0.88,0.129,2.0
2015-08-10 16:00:00,63rd Street Beach,1439222400.0,23.7,0.99,0.233,3.0,63rdStreetBeach201508101600,0,23.7,0.99,0.233,3.0
2015-08-10 17:00:00,63rd Street Beach,1439226000.0,,1.06,0.205,3.0,63rdStreetBeach201508101700,0,23.9,1.06,0.205,3.0
2015-08-10 18:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-10 19:00:00,63rd Street Beach,1439233200.0,23.7,0.72,0.203,3.0,63rdStreetBeach201508101900,0,23.7,0.72,0.203,3.0
2015-08-10 20:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-10 21:00:00,63rd Street Beach,1439240400.0,23.4,0.56,0.178,4.0,63rdStreetBeach201508102100,0,23.4,0.56,0.178,4.0
2015-08-10 22:00:00,63rd Street Beach,1439244000.0,,0.6,0.164,,63rdStreetBeach201508102200,0,23.3,0.6,0.164,3.0
2015-08-10 23:00:00,63rd Street Beach,1439247600.0,23.2,0.57,0.137,3.0,63rdStreetBeach201508102300,0,23.2,0.57,0.137,3.0
2015-08-11 00:00:00,63rd Street Beach,1439251200.0,23.2,0.6,0.157,3.0,63rdStreetBeach201508112400,0,23.2,0.6,0.157,3.0
2015-08-11 01:00:00,63rd Street Beach,1439254800.0,23.2,0.97,0.141,4.0,63rdStreetBeach201508110100,0,23.2,0.97,0.141,4.0
2015-08-11 02:00:00,63rd Street Beach,1439258400.0,23.2,0.56,0.135,3.0,63rdStreetBeach201508110200,0,23.2,0.56,0.135,3.0
2015-08-11 03:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-11 04:00:00,63rd Street Beach,1439265600.0,23.1,0.7,0.155,3.0,63rdStreetBeach201508110400,0,23.1,0.7,0.155,3.0
2015-08-11 05:00:00,63rd Street Beach,1439269200.0,23.0,0.68,0.169,,63rdStreetBeach201508110500,0,23.0,0.68,0.169,4.0
2015-08-11 06:00:00,63rd Street Beach,1439272800.0,22.9,0.92,0.209,3.0,63rdStreetBeach201508110600,0,22.9,0.92,0.209,3.0
2015-08-11 07:00:00,63rd Street Beach,1439276400.0,22.9,0.71,0.22,4.0,63rdStreetBeach201508110700,0,22.9,0.71,0.22,4.0
2015-08-11 08:00:00,63rd Street Beach,1439280000.0,22.8,0.71,0.235,3.0,63rdStreetBeach201508110800,0,22.8,0.71,0.235,3.0
2015-08-11 09:00:00,63rd Street Beach,1439283600.0,22.9,0.77,0.238,,63rdStreetBeach201508110900,0,22.9,0.77,0.238,4.0
2015-08-11 10:00:00,63rd Street Beach,1439287200.0,23.1,0.94,0.247,4.0,63rdStreetBeach201508111000,0,23.1,0.94,0.247,4.0
2015-08-11 11:00:00,63rd Street Beach,1439290800.0,23.4,1.13,0.236,4.0,63rdStreetBeach201508111100,0,23.4,1.13,0.236,4.0
2015-08-11 12:00:00,63rd Street Beach,1439294400.0,23.7,1.09,0.225,4.0,63rdStreetBeach201508111200,0,23.7,1.09,0.225,4.0
2015-08-11 13:00:00,63rd Street Beach,1439298000.0,24.0,1.13,0.222,,63rdStreetBeach201508111300,0,24.0,1.13,0.222,4.0
2015-08-11 14:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-11 15:00:00,63rd Street Beach,1439305200.0,24.6,1.13,,3.0,63rdStreetBeach201508111500,0,24.6,1.13,0.225,3.0
2015-08-11 16:00:00,63rd Street Beach,1439308800.0,25.1,1.82,0.255,4.0,63rdStreetBeach201508111600,0,25.1,1.82,0.255,4.0
2015-08-11 17:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-11 18:00:00,63rd Street Beach,1439316000.0,25.6,3.15,0.298,4.0,63rdStreetBeach201508111800,0,25.6,3.15,0.298,4.0
2015-08-11 19:00:00,63rd Street Beach,1439319600.0,25.3,2.3,0.286,4.0,63rdStreetBeach201508111900,0,25.3,2.3,0.286,4.0
2015-08-11 20:00:00,63rd Street Beach,1439323200.0,24.9,,0.288,4.0,63rdStreetBeach201508112000,0,24.9,1.65,0.288,4.0
2015-08-11 21:00:00,63rd Street Beach,1439326800.0,24.9,1.95,0.269,,63rdStreetBeach201508112100,0,24.9,1.95,0.269,5.0
2015-08-11 22:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-11 23:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-12 00:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-12 01:00:00,63rd Street Beach,1439341200.0,23.7,1.74,0.259,5.0,63rdStreetBeach201508120100,0,23.7,1.74,0.259,5.0
2015-08-12 02:00:00,63rd Street Beach,1439344800.0,23.6,2.06,,5.0,63rdStreetBeach201508120200,0,23.6,2.06,0.256,5.0
2015-08-12 03:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-12 04:00:00,63rd Street Beach,1439352000.0,23.4,2.08,0.249,4.0,63rdStreetBeach201508120400,0,23.4,2.08,0.249,4.0
2015-08-12 05:00:00,63rd Street Beach,1439355600.0,,,,,63rdStreetBeach201508120500,1,23.2,2.39,0.234,5.0
2015-08-12 06:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-12 07:00:00,63rd Street Beach,1439362800.0,22.8,,0.259,4.0,63rdStreetBeach201508120700,0,22.8,4.52,0.259,4.0
2015-08-12 08:00:00,63rd Street Beach,1439366400.0,22.8,,0.266,5.0,63rdStreetBeach201508120800,0,22.8,5.07,0.266,5.0
2015-08-12 09:00:00,63rd Street Beach,1439370000.0,22.9,4.18,0.276,4.0,63rdStreetBeach201508120900,0,22.9,4.18,0.276,4.0
2015-08-12 10:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-12 11:00:00,63rd Street Beach,1439377200.0,23.5,3.2,0.295,5.0,63rdStreetBeach201508121100,0,23.5,3.2,0.295,5.0
2015-08-12 12:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-12 13:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-12 14:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-12 15:00:00,63rd Street Beach,1439391600.0,24.7,2.81,,7.0,63rdStreetBeach201508121500,0,24.7,2.81,0.291,7.0
2015-08-12 16:00:00,63rd Street Beach,,,,,,,1,,,,
2015-08-12 17:00:00,63rd Street Beach,1439398800.0,25.4,5.26,0.26,6.0,63rdStreetBeach201508121700,0,25.4,5.26,0.26,6.0
2015-08-12 18:00:00,63rd Street Beach,1439402400.0,25.1,,,6.0,63rdStreetBeach201508121800,0,25.1,4.25,0.241,6.0
2015-08-12 19:00:00,63rd Street Beach,1439406000.0,24.7,3.47,,6.0,63rdStreetBeach201508121900,0,24.7,3.47,0.236,6.0
2015-08-12 20:00:00,63rd Street Beach,1439409600.0,24.4,3.37,0.231,6.0,63rdStreetBeach201508122000,0,24.4,3.37,0.231,6.0
2015-08-12 21:00:00,63rd Street Beach,1439413200.0,24.2,3.76,0.201,6.0,63rdStreetBeach201508122100,0,24.2,3.76,0.201,6.0
2015-08-12 22:00:00,63rd Street Beach,1439416800.0,24.0,,0.193,6.0,63rdStreetBeach201508122200,0,24.0,3.13,0.193,6.0
2015-08-12 23:00:00,63rd Street Beach,1439420400.0,23.9,2.91,0.181,6.0,63rdStreetBeach201508122300,0,23.9,2.91,0.181,6.0
2015-08-13 00:00:00,63rd Street Beach,1439424000.0,23.8,3.14,0.156,6.0,63rdStreetBeach201508132400,0,23.8,3.14,0.156,6.0
2015-08-13 01:00:00,63rd Street Beach,1439427600.0,23.8,2.8,0.153,,63rdStreetBeach201508130100,0,23.8,2.8,0.153,5.0
2015-08-13 02:00:00,63rd Street Beach,1439431200.0,23.7,3.11,,6.0,63rdStreetBeach201508130200,0,23.7,3.11,0.139,6.0
2015-08-13 03:00:00,63rd Street Beach,1439434800.0,23.7,,0.13,5.0,63rdStreetBeach201508130300,0,23.7,3.14,0.13,5.0
2015-08-13 04:00:00,63rd Street Beach,1439438400.0,23.6,3.1,0.117,5.0,63rdStreetBeach201508130400,0,23.6,3.1,0.117,5.0
2015-08-13 05:00:00,63rd Street Beach,1439442000.0,23.6,3.36,0.1,5.0,63rdStreetBeach201508130500,0,23.6,3.36,0.1,5.0
2015-08-13 06:00:00,63rd Street Beach,1439445600.0,23.5,2.96,0.091,5.0,63rdStreetBeach201508130600,0,23.5,2.96,0.091,5.0
2015-08-13 07:00:00,63rd Street Beach,1439449200.0,23.4,2.7,0.08,5.0,63rdStreetBeach201508130700,0,23.4,2.7,0.08,5.0
2015-08-13 08:00:00,63rd Street Beach,1439452800.0,23.4,,0.079,4.0,63rdStreetBeach201508130800,0,23.4,2.47,0.079,4.0
2015-08-13 09:00:00,63rd Street Beach,1439456400.0,23.5,2.37,0.071,4.0,63rdStreetBeach201508130900,0,23.5,2.37,0.071,4.0
2015-08-13 10:00:00,63rd Street Beach,1439460000.0,23.7,,,4.0,63rdStreetBeach201508131000,0,23.7,1.99,0.071,4.0
2015-08-13 11:00:00,63rd Street Beach,1439463600.0,23.9,1.78,0.067,,63rdStreetBeach201508131100,0,23.9,1.78,0.067,5.0
2015-08-13 12:00:00,63rd Street Beach,1439467200.0,,1.64,0.071,3.0,63rdStreetBeach201508131200,0,24.3,1.64,0.071,3.0
