Readable Timestamp,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Measurement ID,Water Temperature_groundtruth,Turbidity_groundtruth,Wave Height_groundtruth,Wave Period_groundtruth
2015-06-15 11:00:00,Calumet Beach,1434366000,16.8,1.13,0.065,4.0,CalumetBeach201506151100,16.8,1.13,0.065,4.0
2015-06-15 11:00:00,Montrose Beach,1434366000,16.3,0.38,0.064,4.0,MontroseBeach201506151100,16.3,0.38,0.064,4.0
2015-06-15 11:00:00,63rd Street Beach,1434366000,16.5,1.36,0.065,5.0,63rdStreetBeach201506151100,16.5,1.36,0.065,5.0
2015-06-15 12:00:00,Calumet Beach,1434369600,16.7,1.14,0.091,3.0,CalumetBeach201506151200,16.7,1.14,0.091,3.0
2015-06-15 12:00:00,63rd Street Beach,1434369600,16.3,1.15,0.068,4.0,63rdStreetBeach201506151200,16.3,1.15,0.068,4.0
2015-06-15 12:00:00,Montrose Beach,1434369600,16.4,0.47,0.072,4.0,MontroseBeach201506151200,16.4,0.47,0.072,4.0
2015-06-15 13:00:00,63rd Street Beach,1434373200,16.55,1.105,0.066,4.0,63rdStreetBeach201506151300,16.55,1.105,0.066,4.0
2015-06-15 13:00:00,Calumet Beach,1434373200,16.6,1.06,0.087,3.0,CalumetBeach201506151300,16.6,1.06,0.087,3.0
2015-06-15 13:00:00,Montrose Beach,1434373200,16.4,0.7,0.075,4.0,MontroseBeach201506151300,16.4,0.7,0.075,4.0
2015-06-15 14:00:00,Montrose Beach,1434376800,16.6,1.03,0.074,4.0,MontroseBeach201506151400,16.6,1.03,0.074,4.0
2015-06-15 14:00:00,Calumet Beach,1434376800,16.8,1.12,0.071,3.0,CalumetBeach201506151400,16.8,1.12,0.071,3.0
2015-06-15 14:00:00,63rd Street Beach,1434376800,16.8,1.06,0.064,4.0,63rdStreetBeach201506151400,16.8,1.06,0.064,4.0
2015-06-15 15:00:00,63rd Street Beach,1434380400,17.0,1.08,0.06,10.0,63rdStreetBeach201506151500,17.0,1.08,0.06,10.0
2015-06-15 15:00:00,Montrose Beach,1434380400,16.6,1.27,0.07,10.0,MontroseBeach201506151500,16.6,1.27,0.07,10.0
2015-06-15 15:00:00,Calumet Beach,1434380400,17.1,1.12,0.075,3.0,CalumetBeach201506151500,17.1,1.12,0.075,3.0
2015-06-15 16:00:00,63rd Street Beach,1434384000,16.7,1.15,0.071,10.0,63rdStreetBeach201506151600,16.7,1.15,0.071,10.0
2015-06-15 16:00:00,Montrose Beach,1434384000,16.6,0.81,0.074,10.0,MontroseBeach201506151600,16.6,0.81,0.074,10.0
2015-06-15 16:00:00,Calumet Beach,1434384000,17.3,1.59,0.106,6.0,CalumetBeach201506151600,17.3,1.59,0.106,6.0
2015-06-15 17:00:00,63rd Street Beach,1434387600,16.35,1.165,0.092,6.0,63rdStreetBeach201506151700,16.35,1.165,0.092,6.0
2015-06-15 17:00:00,Calumet Beach,1434387600,17.2,1.38,0.066,9.0,CalumetBeach201506151700,17.2,1.38,0.066,9.0
2015-06-15 17:00:00,Montrose Beach,1434387600,16.7,1.27,0.08,8.0,MontroseBeach201506151700,16.7,1.27,0.08,8.0
2015-06-15 18:00:00,Montrose Beach,1434391200,16.2,0.82,0.079,7.0,MontroseBeach201506151800,16.2,0.82,0.079,7.0
2015-06-15 18:00:00,63rd Street Beach,1434391200,16.0,1.18,0.113,2.0,63rdStreetBeach201506151800,16.0,1.18,0.113,2.0
2015-06-15 18:00:00,Calumet Beach,1434391200,16.8,1.86,0.09,3.0,CalumetBeach201506151800,16.8,1.86,0.09,3.0
2015-06-15 19:00:00,Montrose Beach,1434394800,15.5,0.64,0.071,6.0,MontroseBeach201506151900,15.5,0.64,0.071,6.0
2015-06-15 19:00:00,Calumet Beach,1434394800,17.2,1.46,0.074,7.0,CalumetBeach201506151900,17.2,1.46,0.074,7.0
2015-06-15 19:00:00,63rd Street Beach,1434394800,16.1,1.19,0.104,7.0,63rdStreetBeach201506151900,16.1,1.19,0.104,7.0
2015-06-15 20:00:00,63rd Street Beach,1434398400,16.1,1.14,0.087,6.0,63rdStreetBeach201506152000,16.1,1.14,0.087,6.0
2015-06-15 20:00:00,Montrose Beach,1434398400,15.4,1.52,0.077,5.0,MontroseBeach201506152000,15.4,1.52,0.077,5.0
2015-06-15 20:00:00,Calumet Beach,1434398400,17.5,0.99,0.075,3.0,CalumetBeach201506152000,17.5,0.99,0.075,3.0
2015-06-15 21:00:00,63rd Street Beach,1434402000,16.4,1.13,0.07,4.0,63rdStreetBeach201506152100,16.4,1.13,0.07,4.0
2015-06-15 21:00:00,Montrose Beach,1434402000,15.3,1.03,0.074,5.0,MontroseBeach201506152100,15.3,1.03,0.074,5.0
2015-06-15 21:00:00,Calumet Beach,1434402000,16.9,3.2,0.117,3.0,CalumetBeach201506152100,16.9,3.2,0.117,3.0
2015-06-15 22:00:00,Montrose Beach,1434405600,15.5,1.29,0.071,9.0,MontroseBeach201506152200,15.5,1.29,0.071,9.0
2015-06-15 22:00:00,Calumet Beach,1434405600,17.1,0.92,0.094,3.0,CalumetBeach201506152200,17.1,0.92,0.094,3.0
2015-06-15 22:00:00,63rd Street Beach,1434405600,16.4,1.2,0.071,5.0,63rdStreetBeach201506152200,16.4,1.2,0.071,5.0
2015-06-15 23:00:00,Montrose Beach,1434409200,15.8,0.75,0.077,8.0,MontroseBeach201506152300,15.8,0.75,0.077,8.0
2015-06-15 23:00:00,Calumet Beach,1434409200,17.0,1.6,0.082,6.0,CalumetBeach201506152300,17.0,1.6,0.082,6.0
2015-06-15 23:00:00,63rd Street Beach,1434409200,16.4,1.03,0.075,9.0,63rdStreetBeach201506152300,16.4,1.03,0.075,9.0
2015-06-16 00:00:00,Montrose Beach,1434412800,15.8,1.22,0.079,3.0,MontroseBeach201506160000,15.8,1.22,0.079,3.0
2015-06-16 00:00:00,Calumet Beach,1434412800,16.6,2.09,0.074,9.0,CalumetBeach201506160000,16.6,2.09,0.074,9.0
2015-06-16 00:00:00,63rd Street Beach,1434412800,16.5,1.1,0.069,8.0,63rdStreetBeach201506160000,16.5,1.1,0.069,8.0
2015-06-16 01:00:00,63rd Street Beach,1434416400,16.5,1.29,0.1805,6.0,63rdStreetBeach201506160100,16.5,1.29,0.1805,6.0
2015-06-16 01:00:00,Montrose Beach,1434416400,15.4,1.0,0.334,3.0,MontroseBeach201506160100,15.4,1.0,0.334,3.0
2015-06-16 01:00:00,Calumet Beach,1434416400,16.4,1.65,0.08,8.0,CalumetBeach201506160100,16.4,1.65,0.08,8.0
2015-06-16 02:00:00,Montrose Beach,1434420000,15.1,1.16,0.328,3.0,MontroseBeach201506160200,15.1,1.16,0.328,3.0
2015-06-16 02:00:00,Calumet Beach,1434420000,16.3,1.34,0.13,4.0,CalumetBeach201506160200,16.3,1.34,0.13,4.0
2015-06-16 02:00:00,63rd Street Beach,1434420000,16.5,1.48,0.292,4.0,63rdStreetBeach201506160200,16.5,1.48,0.292,4.0
2015-06-16 03:00:00,Calumet Beach,1434423600,16.2,1.48,0.204,4.0,CalumetBeach201506160300,16.2,1.48,0.204,4.0
2015-06-16 03:00:00,Montrose Beach,1434423600,15.0,1.21,0.307,3.0,MontroseBeach201506160300,15.0,1.21,0.307,3.0
2015-06-16 03:00:00,63rd Street Beach,1434423600,16.5,1.53,0.267,4.0,63rdStreetBeach201506160300,16.5,1.53,0.267,4.0
2015-06-16 04:00:00,Montrose Beach,1434427200,15.0,1.07,0.261,3.0,MontroseBeach201506160400,15.0,1.07,0.261,3.0
2015-06-16 04:00:00,Calumet Beach,1434427200,16.2,1.5,0.192,4.0,CalumetBeach201506160400,16.2,1.5,0.192,4.0
2015-06-16 04:00:00,63rd Street Beach,1434427200,16.5,1.41,0.248,3.0,63rdStreetBeach201506160400,16.5,1.41,0.248,3.0
2015-06-16 05:00:00,Montrose Beach,1434430800,15.0,1.09,0.263,3.0,MontroseBeach201506160500,15.0,1.09,0.263,3.0
2015-06-16 05:00:00,Calumet Beach,1434430800,16.2,1.44,0.18,4.0,CalumetBeach201506160500,16.2,1.44,0.18,4.0
2015-06-16 05:00:00,63rd Street Beach,1434430800,16.5,1.4,0.239,4.0,63rdStreetBeach201506160500,16.5,1.4,0.239,4.0
2015-06-16 06:00:00,63rd Street Beach,1434434400,16.5,1.3,0.225,3.0,63rdStreetBeach201506160600,16.5,1.3,0.225,3.0
2015-06-16 06:00:00,Calumet Beach,1434434400,16.2,1.37,0.158,4.0,CalumetBeach201506160600,16.2,1.37,0.158,4.0
2015-06-16 06:00:00,Montrose Beach,1434434400,14.9,0.96,0.28,3.0,MontroseBeach201506160600,14.9,0.96,0.28,3.0
2015-06-16 07:00:00,Calumet Beach,1434438000,16.3,1.35,0.165,3.0,CalumetBeach201506160700,16.3,1.35,0.165,3.0
2015-06-16 07:00:00,63rd Street Beach,1434438000,16.55,1.2650000000000001,0.2495,3.0,63rdStreetBeach201506160700,16.55,1.2650000000000001,0.2495,3.0
2015-06-16 07:00:00,Montrose Beach,1434438000,14.9,0.93,0.313,3.0,MontroseBeach201506160700,14.9,0.93,0.313,3.0
2015-06-16 08:00:00,63rd Street Beach,1434441600,16.6,1.23,0.274,3.0,63rdStreetBeach201506160800,16.6,1.23,0.274,3.0
2015-06-16 08:00:00,Calumet Beach,1434441600,16.3,1.27,0.151,3.0,CalumetBeach201506160800,16.3,1.27,0.151,3.0
2015-06-16 08:00:00,Montrose Beach,1434441600,15.0,0.97,0.338,3.0,MontroseBeach201506160800,15.0,0.97,0.338,3.0
2015-06-16 09:00:00,63rd Street Beach,1434445200,16.5,1.49,0.324,3.0,63rdStreetBeach201506160900,16.5,1.49,0.324,3.0
2015-06-16 09:00:00,Calumet Beach,1434445200,16.4,1.23,0.158,4.0,CalumetBeach201506160900,16.4,1.23,0.158,4.0
2015-06-16 09:00:00,Montrose Beach,1434445200,15.1,1.47,0.362,3.0,MontroseBeach201506160900,15.1,1.47,0.362,3.0
2015-06-16 10:00:00,Calumet Beach,1434448800,16.6,1.14,0.179,3.0,CalumetBeach201506161000,16.6,1.14,0.179,3.0
2015-06-16 10:00:00,63rd Street Beach,1434448800,16.7,1.56,0.332,4.0,63rdStreetBeach201506161000,16.7,1.56,0.332,4.0
2015-06-16 10:00:00,Montrose Beach,1434448800,15.3,1.32,0.36,3.0,MontroseBeach201506161000,15.3,1.32,0.36,3.0
2015-06-16 11:00:00,63rd Street Beach,1434452400,16.9,1.57,0.33899999999999997,4.0,63rdStreetBeach201506161100,16.9,1.57,0.33899999999999997,4.0
2015-06-16 11:00:00,Calumet Beach,1434452400,16.8,1.2,0.199,4.0,CalumetBeach201506161100,16.8,1.2,0.199,4.0
2015-06-16 11:00:00,Montrose Beach,1434452400,15.5,1.7,0.386,3.0,MontroseBeach201506161100,15.5,1.7,0.386,3.0
2015-06-16 12:00:00,Montrose Beach,1434456000,15.6,1.68,0.363,3.0,MontroseBeach201506161200,15.6,1.68,0.363,3.0
2015-06-16 12:00:00,Calumet Beach,1434456000,17.0,1.22,0.202,4.0,CalumetBeach201506161200,17.0,1.22,0.202,4.0
2015-06-16 12:00:00,63rd Street Beach,1434456000,17.1,1.58,0.346,4.0,63rdStreetBeach201506161200,17.1,1.58,0.346,4.0
2015-06-16 13:00:00,Calumet Beach,1434459600,17.2,1.79,0.2,4.0,CalumetBeach201506161300,17.2,1.79,0.2,4.0
2015-06-16 13:00:00,63rd Street Beach,1434459600,17.3,2.0,0.345,4.0,63rdStreetBeach201506161300,17.3,2.0,0.345,4.0
2015-06-16 13:00:00,Montrose Beach,1434459600,15.8,1.66,0.394,3.0,MontroseBeach201506161300,15.8,1.66,0.394,3.0
2015-06-16 14:00:00,63rd Street Beach,1434463200,17.5,1.94,0.32399999999999995,4.0,63rdStreetBeach201506161400,17.5,1.94,0.32399999999999995,4.0
2015-06-16 14:00:00,Calumet Beach,1434463200,17.5,1.1,0.196,4.0,CalumetBeach201506161400,17.5,1.1,0.196,4.0
2015-06-16 14:00:00,Montrose Beach,1434463200,16.2,2.47,0.38,4.0,MontroseBeach201506161400,16.2,2.47,0.38,4.0
2015-06-16 15:00:00,Montrose Beach,1434466800,16.4,3.02,0.36,4.0,MontroseBeach201506161500,16.4,3.02,0.36,4.0
2015-06-16 15:00:00,63rd Street Beach,1434466800,17.7,1.88,0.303,4.0,63rdStreetBeach201506161500,17.7,1.88,0.303,4.0
2015-06-16 15:00:00,Calumet Beach,1434466800,17.7,1.16,0.197,4.0,CalumetBeach201506161500,17.7,1.16,0.197,4.0
2015-06-16 16:00:00,Montrose Beach,1434470400,16.5,2.2,0.36,4.0,MontroseBeach201506161600,16.5,2.2,0.36,4.0
2015-06-16 16:00:00,63rd Street Beach,1434470400,17.7,2.05,0.313,4.0,63rdStreetBeach201506161600,17.7,2.05,0.313,4.0
2015-06-16 16:00:00,Calumet Beach,1434470400,17.8,1.2,0.176,4.0,CalumetBeach201506161600,17.8,1.2,0.176,4.0
2015-06-16 17:00:00,Calumet Beach,1434474000,17.7,1.22,0.199,4.0,CalumetBeach201506161700,17.7,1.22,0.199,4.0
2015-06-16 17:00:00,Montrose Beach,1434474000,16.6,2.4,0.351,3.0,MontroseBeach201506161700,16.6,2.4,0.351,3.0
2015-06-16 17:00:00,63rd Street Beach,1434474000,17.5,1.86,0.296,4.0,63rdStreetBeach201506161700,17.5,1.86,0.296,4.0
2015-06-16 18:00:00,63rd Street Beach,1434477600,17.466666666666665,1.8966666666666667,0.27999999999999997,4.0,63rdStreetBeach201506161800,17.466666666666665,1.8966666666666667,0.27999999999999997,4.0
2015-06-16 18:00:00,Calumet Beach,1434477600,17.8,1.13,0.181,4.0,CalumetBeach201506161800,17.8,1.13,0.181,4.0
2015-06-16 18:00:00,Montrose Beach,1434477600,16.6,1.79,0.336,4.0,MontroseBeach201506161800,16.6,1.79,0.336,4.0
2015-06-16 19:00:00,Calumet Beach,1434481200,17.7,1.2,0.19,4.0,CalumetBeach201506161900,17.7,1.2,0.19,4.0
2015-06-16 19:00:00,63rd Street Beach,1434481200,17.433333333333334,1.9333333333333333,0.264,4.0,63rdStreetBeach201506161900,17.433333333333334,1.9333333333333333,0.264,4.0
2015-06-16 19:00:00,Montrose Beach,1434481200,16.7,2.57,0.311,4.0,MontroseBeach201506161900,16.7,2.57,0.311,4.0
2015-06-16 20:00:00,Montrose Beach,1434484800,16.6,2.37,0.289,3.0,MontroseBeach201506162000,16.6,2.37,0.289,3.0
2015-06-16 20:00:00,63rd Street Beach,1434484800,17.4,1.97,0.248,4.0,63rdStreetBeach201506162000,17.4,1.97,0.248,4.0
2015-06-16 20:00:00,Calumet Beach,1434484800,17.6,1.21,0.173,4.0,CalumetBeach201506162000,17.6,1.21,0.173,4.0
2015-06-16 21:00:00,Calumet Beach,1434488400,18.2,1.51,0.179,4.0,CalumetBeach201506162100,18.2,1.51,0.179,4.0
2015-06-16 21:00:00,Montrose Beach,1434488400,16.4,1.81,0.297,4.0,MontroseBeach201506162100,16.4,1.81,0.297,4.0
2015-06-16 21:00:00,63rd Street Beach,1434488400,17.299999999999997,1.935,0.24,3.5,63rdStreetBeach201506162100,17.299999999999997,1.935,0.24,3.5
2015-06-16 22:00:00,Montrose Beach,1434492000,16.4,1.84,0.287,4.0,MontroseBeach201506162200,16.4,1.84,0.287,4.0
2015-06-16 22:00:00,63rd Street Beach,1434492000,17.2,1.9,0.232,3.0,63rdStreetBeach201506162200,17.2,1.9,0.232,3.0
2015-06-16 22:00:00,Calumet Beach,1434492000,18.0,1.4,0.174,3.0,CalumetBeach201506162200,18.0,1.4,0.174,3.0
2015-06-16 23:00:00,Montrose Beach,1434495600,16.3,1.46,0.293,4.0,MontroseBeach201506162300,16.3,1.46,0.293,4.0
2015-06-16 23:00:00,63rd Street Beach,1434495600,17.1,1.95,0.232,3.5,63rdStreetBeach201506162300,17.1,1.95,0.232,3.5
2015-06-16 23:00:00,Calumet Beach,1434495600,17.8,1.35,0.155,3.0,CalumetBeach201506162300,17.8,1.35,0.155,3.0
2015-06-17 00:00:00,Montrose Beach,1434499200,16.2,1.17,0.328,4.0,MontroseBeach201506170000,16.2,1.17,0.328,4.0
2015-06-17 00:00:00,63rd Street Beach,1434499200,17.0,2.0,0.232,4.0,63rdStreetBeach201506170000,17.0,2.0,0.232,4.0
2015-06-17 00:00:00,Calumet Beach,1434499200,17.7,1.52,0.158,4.0,CalumetBeach201506170000,17.7,1.52,0.158,4.0
2015-06-17 01:00:00,63rd Street Beach,1434502800,17.0,2.0700000000000003,0.2515,4.5,63rdStreetBeach201506170100,17.0,2.0700000000000003,0.2515,4.5
2015-06-17 01:00:00,Calumet Beach,1434502800,17.5,1.25,0.159,4.0,CalumetBeach201506170100,17.5,1.25,0.159,4.0
2015-06-17 01:00:00,Montrose Beach,1434502800,16.1,1.29,0.33,5.0,MontroseBeach201506170100,16.1,1.29,0.33,5.0
2015-06-17 02:00:00,Montrose Beach,1434506400,16.0,1.2,0.325,4.0,MontroseBeach201506170200,16.0,1.2,0.325,4.0
2015-06-17 02:00:00,63rd Street Beach,1434506400,17.0,2.14,0.271,5.0,63rdStreetBeach201506170200,17.0,2.14,0.271,5.0
2015-06-17 02:00:00,Calumet Beach,1434506400,17.4,1.42,0.171,5.0,CalumetBeach201506170200,17.4,1.42,0.171,5.0
2015-06-17 03:00:00,Calumet Beach,1434510000,17.3,1.13,0.174,4.0,CalumetBeach201506170300,17.3,1.13,0.174,4.0
2015-06-17 03:00:00,63rd Street Beach,1434510000,16.9,2.16,0.282,5.0,63rdStreetBeach201506170300,16.9,2.16,0.282,5.0
2015-06-17 03:00:00,Montrose Beach,1434510000,16.2,1.4,0.352,5.0,MontroseBeach201506170300,16.2,1.4,0.352,5.0
2015-06-17 04:00:00,Montrose Beach,1434513600,16.1,1.58,0.326,4.0,MontroseBeach201506170400,16.1,1.58,0.326,4.0
2015-06-17 04:00:00,63rd Street Beach,1434513600,16.9,2.2,0.283,4.0,63rdStreetBeach201506170400,16.9,2.2,0.283,4.0
2015-06-17 04:00:00,Calumet Beach,1434513600,17.3,1.23,0.169,4.0,CalumetBeach201506170400,17.3,1.23,0.169,4.0
2015-06-17 05:00:00,63rd Street Beach,1434517200,16.9,2.13,0.282,4.0,63rdStreetBeach201506170500,16.9,2.13,0.282,4.0
2015-06-17 05:00:00,Calumet Beach,1434517200,17.2,1.12,0.161,5.0,CalumetBeach201506170500,17.2,1.12,0.161,5.0
2015-06-17 05:00:00,Montrose Beach,1434517200,16.1,2.01,0.327,4.0,MontroseBeach201506170500,16.1,2.01,0.327,4.0
2015-06-17 06:00:00,Calumet Beach,1434520800,17.2,1.16,0.162,4.0,CalumetBeach201506170600,17.2,1.16,0.162,4.0
2015-06-17 06:00:00,63rd Street Beach,1434520800,16.9,2.16,0.272,4.0,63rdStreetBeach201506170600,16.9,2.16,0.272,4.0
2015-06-17 06:00:00,Montrose Beach,1434520800,16.2,2.24,0.298,4.0,MontroseBeach201506170600,16.2,2.24,0.298,4.0
2015-06-17 07:00:00,Montrose Beach,1434524400,16.1,2.34,0.3,4.0,MontroseBeach201506170700,16.1,2.34,0.3,4.0
2015-06-17 07:00:00,63rd Street Beach,1434524400,16.8,2.24,0.246,4.0,63rdStreetBeach201506170700,16.8,2.24,0.246,4.0
2015-06-17 07:00:00,Calumet Beach,1434524400,17.2,1.17,0.156,5.0,CalumetBeach201506170700,17.2,1.17,0.156,5.0
2015-06-17 08:00:00,63rd Street Beach,1434528000,16.825,2.165,0.241,4.0,63rdStreetBeach201506170800,16.825,2.165,0.241,4.0
2015-06-17 08:00:00,Calumet Beach,1434528000,17.2,1.07,0.147,4.0,CalumetBeach201506170800,17.2,1.07,0.147,4.0
2015-06-17 08:00:00,Montrose Beach,1434528000,16.0,2.2,0.295,4.0,MontroseBeach201506170800,16.0,2.2,0.295,4.0
2015-06-17 09:00:00,Montrose Beach,1434531600,15.9,2.41,0.276,4.0,MontroseBeach201506170900,15.9,2.41,0.276,4.0
2015-06-17 09:00:00,63rd Street Beach,1434531600,16.85,2.09,0.236,4.0,63rdStreetBeach201506170900,16.85,2.09,0.236,4.0
2015-06-17 09:00:00,Calumet Beach,1434531600,17.1,1.03,0.151,4.0,CalumetBeach201506170900,17.1,1.03,0.151,4.0
2015-06-17 10:00:00,Calumet Beach,1434535200,17.2,1.2,0.138,5.0,CalumetBeach201506171000,17.2,1.2,0.138,5.0
2015-06-17 10:00:00,63rd Street Beach,1434535200,16.875,2.015,0.231,4.0,63rdStreetBeach201506171000,16.875,2.015,0.231,4.0
2015-06-17 10:00:00,Montrose Beach,1434535200,15.9,1.94,0.289,4.0,MontroseBeach201506171000,15.9,1.94,0.289,4.0
2015-06-17 11:00:00,Calumet Beach,1434538800,17.2,1.08,0.158,3.0,CalumetBeach201506171100,17.2,1.08,0.158,3.0
2015-06-17 11:00:00,63rd Street Beach,1434538800,16.9,1.94,0.226,4.0,63rdStreetBeach201506171100,16.9,1.94,0.226,4.0
2015-06-17 11:00:00,Montrose Beach,1434538800,16.0,2.0,0.275,4.0,MontroseBeach201506171100,16.0,2.0,0.275,4.0
2015-06-17 12:00:00,Montrose Beach,1434542400,16.1,1.78,0.246,4.0,MontroseBeach201506171200,16.1,1.78,0.246,4.0
2015-06-17 12:00:00,Calumet Beach,1434542400,17.2,0.98,0.151,4.0,CalumetBeach201506171200,17.2,0.98,0.151,4.0
2015-06-17 12:00:00,63rd Street Beach,1434542400,16.966666666666665,1.8866666666666667,0.211,4.0,63rdStreetBeach201506171200,16.966666666666665,1.8866666666666667,0.211,4.0
2015-06-17 13:00:00,63rd Street Beach,1434546000,17.033333333333335,1.8333333333333333,0.196,4.0,63rdStreetBeach201506171300,17.033333333333335,1.8333333333333333,0.196,4.0
2015-06-17 13:00:00,Calumet Beach,1434546000,17.3,1.12,0.138,4.0,CalumetBeach201506171300,17.3,1.12,0.138,4.0
2015-06-17 13:00:00,Montrose Beach,1434546000,16.2,1.66,0.235,3.0,MontroseBeach201506171300,16.2,1.66,0.235,3.0
2015-06-17 14:00:00,Montrose Beach,1434549600,16.4,1.3,0.226,3.0,MontroseBeach201506171400,16.4,1.3,0.226,3.0
2015-06-17 14:00:00,63rd Street Beach,1434549600,17.1,1.78,0.181,4.0,63rdStreetBeach201506171400,17.1,1.78,0.181,4.0
2015-06-17 14:00:00,Calumet Beach,1434549600,17.4,1.0,0.129,4.0,CalumetBeach201506171400,17.4,1.0,0.129,4.0
2015-06-17 15:00:00,63rd Street Beach,1434553200,17.233333333333334,1.75,0.17633333333333334,4.0,63rdStreetBeach201506171500,17.233333333333334,1.75,0.17633333333333334,4.0
2015-06-17 15:00:00,Montrose Beach,1434553200,16.6,1.17,0.216,4.0,MontroseBeach201506171500,16.6,1.17,0.216,4.0
2015-06-17 15:00:00,Calumet Beach,1434553200,17.5,1.01,0.126,3.0,CalumetBeach201506171500,17.5,1.01,0.126,3.0
2015-06-17 16:00:00,Calumet Beach,1434556800,17.6,0.99,0.116,3.0,CalumetBeach201506171600,17.6,0.99,0.116,3.0
2015-06-17 16:00:00,63rd Street Beach,1434556800,17.366666666666667,1.72,0.17166666666666666,4.0,63rdStreetBeach201506171600,17.366666666666667,1.72,0.17166666666666666,4.0
2015-06-17 16:00:00,Montrose Beach,1434556800,16.8,1.2,0.214,4.0,MontroseBeach201506171600,16.8,1.2,0.214,4.0
2015-06-17 17:00:00,Calumet Beach,1434560400,17.7,1.02,0.115,3.0,CalumetBeach201506171700,17.7,1.02,0.115,3.0
2015-06-17 17:00:00,63rd Street Beach,1434560400,17.5,1.69,0.167,4.0,63rdStreetBeach201506171700,17.5,1.69,0.167,4.0
2015-06-17 17:00:00,Montrose Beach,1434560400,17.7,1.7,0.192,4.0,MontroseBeach201506171700,17.7,1.7,0.192,4.0
2015-06-17 18:00:00,Montrose Beach,1434564000,17.4,1.33,0.196,7.0,MontroseBeach201506171800,17.4,1.33,0.196,7.0
2015-06-17 18:00:00,63rd Street Beach,1434564000,18.1,3.01,0.157,4.0,63rdStreetBeach201506171800,18.1,3.01,0.157,4.0
2015-06-17 18:00:00,Calumet Beach,1434564000,17.8,1.02,0.105,4.0,CalumetBeach201506171800,17.8,1.02,0.105,4.0
2015-06-17 19:00:00,63rd Street Beach,1434567600,17.6,1.78,0.156,4.0,63rdStreetBeach201506171900,17.6,1.78,0.156,4.0
2015-06-17 19:00:00,Montrose Beach,1434567600,17.4,1.5,0.181,6.0,MontroseBeach201506171900,17.4,1.5,0.181,6.0
2015-06-17 19:00:00,Calumet Beach,1434567600,17.9,0.91,0.1,3.0,CalumetBeach201506171900,17.9,0.91,0.1,3.0
2015-06-17 20:00:00,Montrose Beach,1434571200,17.0,1.4,0.177,4.0,MontroseBeach201506172000,17.0,1.4,0.177,4.0
2015-06-17 20:00:00,63rd Street Beach,1434571200,17.7,2.48,0.143,4.0,63rdStreetBeach201506172000,17.7,2.48,0.143,4.0
2015-06-17 20:00:00,Calumet Beach,1434571200,17.7,1.03,0.1,4.0,CalumetBeach201506172000,17.7,1.03,0.1,4.0
2015-06-17 21:00:00,Montrose Beach,1434574800,16.7,1.43,0.161,4.0,MontroseBeach201506172100,16.7,1.43,0.161,4.0
2015-06-17 21:00:00,63rd Street Beach,1434574800,17.4,1.98,0.141,4.0,63rdStreetBeach201506172100,17.4,1.98,0.141,4.0
2015-06-17 21:00:00,Calumet Beach,1434574800,17.8,0.89,0.103,3.0,CalumetBeach201506172100,17.8,0.89,0.103,3.0
2015-06-17 22:00:00,63rd Street Beach,1434578400,17.2,1.72,0.128,4.0,63rdStreetBeach201506172200,17.2,1.72,0.128,4.0
2015-06-17 22:00:00,Montrose Beach,1434578400,16.5,1.5,0.148,4.0,MontroseBeach201506172200,16.5,1.5,0.148,4.0
2015-06-17 22:00:00,Calumet Beach,1434578400,18.3,1.01,0.095,4.0,CalumetBeach201506172200,18.3,1.01,0.095,4.0
2015-06-17 23:00:00,63rd Street Beach,1434582000,17.2,1.64,0.131,3.0,63rdStreetBeach201506172300,17.2,1.64,0.131,3.0
2015-06-17 23:00:00,Montrose Beach,1434582000,16.3,1.5,0.14,4.0,MontroseBeach201506172300,16.3,1.5,0.14,4.0
2015-06-17 23:00:00,Calumet Beach,1434582000,18.0,0.9,0.091,3.0,CalumetBeach201506172300,18.0,0.9,0.091,3.0
2015-06-18 00:00:00,Montrose Beach,1434585600,16.4,1.53,0.135,3.0,MontroseBeach201506180000,16.4,1.53,0.135,3.0
2015-06-18 00:00:00,Calumet Beach,1434585600,17.9,0.99,0.088,4.0,CalumetBeach201506180000,17.9,0.99,0.088,4.0
2015-06-18 00:00:00,63rd Street Beach,1434585600,17.4,2.69,0.127,4.0,63rdStreetBeach201506180000,17.4,2.69,0.127,4.0
2015-06-18 01:00:00,Calumet Beach,1434589200,17.9,0.78,0.116,3.0,CalumetBeach201506180100,17.9,0.78,0.116,3.0
2015-06-18 01:00:00,63rd Street Beach,1434589200,17.4,3.02,0.112,4.0,63rdStreetBeach201506180100,17.4,3.02,0.112,4.0
2015-06-18 01:00:00,Montrose Beach,1434589200,16.4,1.55,0.141,6.0,MontroseBeach201506180100,16.4,1.55,0.141,6.0
2015-06-18 02:00:00,Montrose Beach,1434592800,16.2,1.4,0.141,6.0,MontroseBeach201506180200,16.2,1.4,0.141,6.0
2015-06-18 02:00:00,Calumet Beach,1434592800,17.8,0.79,0.078,4.0,CalumetBeach201506180200,17.8,0.79,0.078,4.0
2015-06-18 02:00:00,63rd Street Beach,1434592800,17.7,4.45,0.132,4.0,63rdStreetBeach201506180200,17.7,4.45,0.132,4.0
2015-06-18 03:00:00,Montrose Beach,1434596400,16.0,1.3,0.141,3.0,MontroseBeach201506180300,16.0,1.3,0.141,3.0
