pattern_name,TP,FP,FN,precision,recall,F1,FP_events,FN_events,dataset
63rd_HighTurbidity_85,106,65,5,0.6198830409356725,0.954954954954955,0.75177304964539,"[20.97, 22.61, 22.659, 22.732, 22.795, 22.865, 22.935, 23.672, 23.946, 23.997, 24.351, 24.602, 29.345, 29.392, 29.517, 29.575, 29.629, 29.701, 29.75, 29.81, 29.872, 29.934, 29.991, 30.058, 72.392, 72.443, 72.502, 72.557, 72.693, 72.817, 72.932, 72.99, 73.104, 73.16, 73.216, 73.284, 73.337, 73.46, 73.651, 74.198, 74.373, 74.725, 74.842, 83.036, 83.208, 83.265, 83.327, 83.391, 83.454, 83.571, 83.632, 83.693, 83.746, 83.805, 83.863, 83.924, 83.988, 84.05, 84.1, 84.22, 84.287, 84.342, 84.407, 84.469, 97.57]","[88.385, 88.462, 88.51, 88.572, 101.529]",mar_10
63rd_HighWave_85,82,56,6,0.5942028985507246,0.9318181818181818,0.7256637168141593,"[23.672, 28.992, 29.047, 29.102, 29.213, 29.345, 29.392, 29.517, 29.575, 29.629, 29.701, 48.063, 48.122, 48.185, 48.244, 48.304, 48.543, 48.6, 48.654, 48.775, 65.41, 71.947, 72.011, 72.268, 72.392, 72.443, 72.502, 72.557, 72.695, 72.821, 72.932, 72.99, 73.107, 73.162, 73.216, 73.284, 73.337, 82.868, 82.921, 83.036, 83.208, 83.265, 83.332, 83.391, 83.454, 83.571, 83.632, 83.693, 83.75, 83.809, 83.863, 83.924, 84.05, 164.486, 164.529, 164.672]","[87.137, 87.261, 87.339, 168.993, 169.07, 169.195]",mar_10
63rd_LocalAlert_85,106,65,5,0.6198830409356725,0.954954954954955,0.75177304964539,"[20.97, 22.611, 22.659, 22.732, 22.795, 22.865, 22.935, 23.672, 23.946, 24.002, 24.351, 24.602, 29.345, 29.392, 29.517, 29.575, 29.629, 29.701, 29.751, 29.81, 29.872, 29.934, 29.991, 30.058, 72.392, 72.443, 72.502, 72.557, 72.695, 72.821, 72.932, 72.99, 73.104, 73.16, 73.216, 73.284, 73.337, 73.46, 73.651, 74.198, 74.374, 74.725, 74.842, 83.036, 83.208, 83.265, 83.332, 83.391, 83.454, 83.571, 83.632, 83.693, 83.746, 83.809, 83.863, 83.924, 83.988, 84.05, 84.1, 84.22, 84.287, 84.342, 84.409, 84.469, 97.57]","[88.385, 88.462, 88.51, 88.572, 101.529]",mar_10
63rd_WaterTempDrop_85,1670,365,26,0.8206388206388207,0.9846698113207547,0.8952023586169927,"[7.683, 7.852, 10.295, 10.48, 10.605, 11.338, 11.664, 11.835, 12.216, 14.66, 14.774, 15.392, 16.786, 16.842, 16.956, 17.598, 17.708, 17.843, 18.465, 18.719, 18.826, 19.142, 19.192, 19.554, 19.758, 22.609, 22.659, 22.732, 22.795, 22.865, 22.935, 23.672, 23.942, 23.997, 24.35, 24.602, 24.732, 24.977, 25.873, 26.113, 26.235, 26.296, 26.414, 26.535, 26.663, 26.848, 27.789, 27.917, 28.04, 28.825, 29.047, 29.345, 29.388, 29.934, 30.058, 30.543, 30.777, 31.064, 32.487, 32.98, 33.403, 33.538, 34.051, 34.172, 34.591, 34.771, 35.361, 36.736, 36.932, 37.169, 37.225, 38.121, 38.224, 38.341, 38.594, 39.162, 39.398, 39.58, 40.0, 40.062, 40.113, 40.173, 43.093, 43.458, 45.133, 46.183, 46.242, 46.364, 46.489, 46.603, 47.152, 47.332, 47.513, 47.574, 47.706, 47.888, 48.596, 48.654, 48.831, 49.667, 50.095, 50.4, 50.653, 50.714, 50.951, 51.01, 51.354, 51.785, 51.908, 52.258, 52.513, 54.008, 54.126, 54.24, 54.6, 54.722, 54.785, 55.259, 55.382, 55.433, 55.614, 55.736, 56.832, 56.99, 57.059, 57.114, 57.509, 57.998, 58.429, 58.993, 59.456, 59.511, 59.755, 59.939, 60.503, 60.614, 60.67, 61.37, 61.418, 61.481, 62.173, 62.293, 63.988, 64.166, 65.24, 66.253, 66.66, 66.782, 67.021, 67.197, 67.322, 67.987, 68.234, 69.73, 69.844, 69.968, 71.05, 71.111, 71.176, 71.415, 73.284, 74.842, 74.915, 75.141, 75.526, 76.604, 76.727, 76.793, 77.281, 77.342, 77.401, 77.514, 77.571, 77.859, 77.939, 78.223, 78.772, 81.067, 81.312, 81.372, 81.493, 81.55, 81.672, 81.975, 82.697, 82.868, 82.921, 83.036, 83.746, 83.863, 83.988, 85.047, 86.14, 86.25, 86.36, 86.479, 86.719, 87.18, 87.379, 89.182, 92.378, 92.866, 92.92, 92.984, 94.163, 94.221, 96.229, 96.294, 96.411, 96.53, 96.839, 96.895, 96.949, 97.01, 97.076, 97.136, 97.199, 97.324, 97.38, 97.443, 97.516, 97.624, 102.966, 115.835, 115.897, 115.957, 128.534, 128.621, 128.667, 128.728, 128.784, 128.859, 128.923, 128.993, 129.64, 129.699, 129.756, 129.823, 129.897, 129.964, 130.021, 130.069, 130.128, 130.254, 130.307, 130.364, 130.424, 130.47, 130.58, 130.704, 130.853, 130.922, 130.954, 131.033, 131.076, 131.139, 131.224, 131.279, 131.348, 131.474, 131.524, 131.592, 131.656, 131.726, 131.79, 131.86, 131.926, 132.004, 132.051, 132.127, 132.25, 132.388, 132.437, 132.544, 132.617, 132.681, 132.739, 132.793, 132.85, 132.898, 132.978, 133.043, 133.579, 133.636, 133.815, 133.997, 134.053, 135.024, 135.928, 136.782, 136.829, 137.104, 137.658, 137.777, 138.082, 138.268, 138.402, 138.53, 138.824, 139.003, 139.132, 139.694, 140.058, 140.595, 142.104, 142.158, 143.079, 143.754, 143.889, 144.293, 144.466, 144.554, 144.618, 144.825, 145.084, 145.405, 145.458, 145.883, 147.615, 148.075, 149.704, 150.216, 150.279, 150.461, 150.717, 150.839, 151.377, 151.427, 152.006, 152.071, 153.337, 153.394, 154.991, 155.66, 155.719, 155.867, 155.915, 156.056, 156.517, 156.856, 156.904, 156.962, 157.025, 157.081, 157.256, 157.553, 157.66, 157.882, 158.278, 158.335, 158.469, 158.602, 158.673, 158.737, 158.811, 158.868, 158.939, 159.001, 159.071, 159.135, 159.189, 159.251, 159.327, 160.732, 160.85]","[106.982, 107.058, 120.243, 120.304, 120.367, 167.676, 167.805, 167.867, 167.946, 167.997, 168.073, 168.12, 168.182, 168.243, 168.307, 168.369, 168.447, 168.558, 168.634, 168.743, 168.805, 168.869, 168.93, 168.993, 169.069, 169.195]",mar_10
CalumetTo63rd_AlertSpread_85,15,10,1,0.6,0.9375,0.7317073170731707,"[22.611, 22.659, 22.732, 22.795, 22.935, 73.162, 73.216, 73.284, 73.46, 83.391]",[86.579],mar_10
Calumet_HighTurbidity_85,40,49,37,0.449438202247191,0.5194805194805194,0.48192771084337344,"[21.448, 21.498, 21.552, 21.623, 21.688, 21.826, 22.02, 22.224, 73.107, 73.164, 73.218, 73.4, 83.387, 164.961, 166.08, 166.135, 166.206, 166.527, 177.725, 177.923, 189.486, 189.558, 189.605, 189.656, 189.713, 189.771, 189.844, 189.89, 189.974, 190.005, 190.076, 190.123, 190.202, 190.248, 190.302, 190.362, 190.42, 190.471, 190.525, 190.583, 190.642, 190.7, 190.764, 190.825, 190.88, 190.937, 190.999, 191.072, 191.122]","[86.578, 170.68, 170.758, 170.806, 171.131, 171.193, 182.358, 182.545, 194.996, 195.045, 195.12, 195.169, 195.245, 195.293, 195.368, 195.431, 195.48, 195.556, 195.604, 195.682, 195.73, 195.806, 195.852, 195.944, 195.978, 196.04, 196.102, 196.178, 196.24, 196.289, 196.351, 196.428, 196.477, 196.54, 196.616, 196.665, 196.727]",mar_10
Calumet_HighWave_85,9,27,22,0.25,0.2903225806451613,0.2686567164179105,"[21.198, 21.312, 21.363, 21.451, 21.553, 189.433, 189.487, 189.558, 189.605, 189.656, 189.713, 189.89, 189.974, 190.005, 190.076, 190.123, 190.202, 190.248, 190.302, 190.362, 190.42, 190.471, 190.525, 190.584, 190.642, 190.7, 190.764]","[194.917, 194.996, 195.045, 195.12, 195.169, 195.246, 195.431, 195.48, 195.556, 195.604, 195.682, 195.73, 195.806, 195.852, 195.944, 195.978, 196.04, 196.102, 196.178, 196.24, 196.289, 196.351]",mar_10
Calumet_LocalAlert_85,40,37,37,0.5194805194805194,0.5194805194805194,0.5194805194805194,"[21.451, 21.498, 21.553, 21.623, 21.688, 21.826, 22.021, 22.224, 73.107, 73.164, 73.218, 73.4, 83.387, 164.961, 166.082, 166.135, 166.206, 166.527, 177.725, 177.923, 189.487, 189.558, 189.605, 189.656, 189.713, 189.771, 189.846, 189.89, 189.974, 190.005, 190.076, 190.123, 190.202, 190.248, 190.302, 191.072, 191.122]","[86.578, 170.681, 170.758, 170.806, 171.132, 171.193, 182.358, 182.545, 194.996, 195.045, 195.12, 195.169, 195.246, 195.294, 195.368, 195.431, 195.48, 195.556, 195.604, 195.682, 195.73, 195.806, 195.852, 195.944, 195.978, 196.04, 196.102, 196.178, 196.24, 196.289, 196.351, 196.428, 196.477, 196.54, 196.616, 196.665, 196.727]",mar_10
Calumet_WaterTempDrop_85,2254,355,49,0.8639325412035262,0.9787234042553191,0.9177524429967426,"[7.682, 7.854, 10.048, 10.297, 10.482, 10.605, 10.779, 12.031, 12.214, 14.653, 14.774, 15.28, 15.778, 16.304, 16.541, 16.845, 16.953, 17.598, 18.465, 18.578, 18.826, 21.086, 21.774, 22.02, 22.224, 23.355, 23.672, 23.777, 24.352, 24.474, 24.597, 24.732, 25.027, 25.221, 26.047, 26.231, 26.418, 26.539, 26.667, 26.841, 27.789, 27.913, 28.035, 28.662, 29.047, 29.153, 29.517, 30.781, 31.775, 31.898, 33.033, 33.21, 33.401, 33.534, 34.591, 34.771, 35.781, 35.952, 38.282, 38.7, 39.277, 39.4, 39.52, 40.653, 40.769, 40.892, 43.337, 43.458, 44.277, 44.39, 45.041, 45.706, 45.832, 45.952, 47.026, 47.211, 47.454, 47.574, 47.706, 47.884, 48.888, 51.005, 52.139, 52.255, 52.38, 52.513, 55.259, 56.986, 57.513, 57.695, 57.951, 58.433, 58.882, 59.116, 60.672, 61.374, 62.065, 62.173, 62.293, 65.181, 65.353, 65.414, 65.467, 65.526, 65.587, 65.648, 65.71, 65.773, 65.831, 65.894, 65.969, 66.016, 66.065, 66.132, 66.193, 66.249, 66.308, 66.371, 66.431, 67.201, 67.264, 68.787, 70.931, 70.988, 71.05, 71.111, 71.176, 71.238, 71.3, 71.415, 72.274, 72.332, 72.39, 72.443, 72.5, 72.557, 72.634, 72.691, 72.76, 72.817, 72.875, 73.284, 73.712, 73.844, 75.145, 75.522, 77.396, 78.588, 78.776, 80.827, 80.946, 81.063, 81.909, 82.512, 82.697, 82.741, 82.801, 82.873, 82.914, 82.99, 83.04, 83.094, 83.15, 83.208, 83.265, 83.387, 83.571, 83.867, 84.933, 85.047, 85.549, 86.25, 86.36, 87.557, 87.68, 87.861, 89.116, 91.488, 91.66, 92.81, 92.866, 92.92, 92.982, 97.071, 97.136, 97.195, 97.262, 105.772, 130.19, 130.254, 130.307, 130.365, 130.416, 130.472, 130.526, 130.583, 130.647, 131.033, 131.076, 131.139, 131.215, 131.279, 131.348, 131.413, 131.47, 131.524, 131.593, 131.656, 131.726, 131.79, 131.866, 131.926, 132.004, 132.058, 132.127, 132.194, 132.246, 132.296, 132.388, 132.437, 132.492, 132.544, 132.617, 132.681, 132.738, 132.793, 132.851, 132.898, 132.971, 133.036, 133.147, 133.203, 133.253, 133.333, 133.391, 133.45, 133.498, 133.573, 133.636, 133.704, 133.755, 133.815, 133.895, 133.951, 134.055, 134.135, 134.177, 134.257, 134.331, 134.383, 134.477, 134.538, 134.612, 134.779, 135.024, 135.284, 135.42, 135.465, 135.515, 136.526, 136.829, 137.104, 137.47, 137.593, 137.658, 137.777, 138.084, 138.534, 138.573, 138.822, 143.754, 143.887, 144.825, 145.515, 145.762, 145.883, 147.387, 149.704, 149.827, 149.953, 152.449, 152.827, 153.445, 153.518, 153.582, 153.638, 153.689, 153.776, 153.824, 153.9, 156.05, 157.664, 160.136, 160.196, 160.257, 160.327, 160.391, 160.461, 160.513, 160.732, 160.85, 162.35, 164.527, 164.672, 165.208, 166.03, 166.527, 167.271, 167.477, 168.414, 168.585, 169.402, 169.528, 169.662, 170.525, 170.712, 170.959, 171.163, 172.409, 172.927, 174.227, 174.848, 176.8, 176.927, 177.179, 177.282, 177.423, 177.982, 178.103, 178.355, 178.481, 179.543, 179.649, 180.763, 181.336, 181.765, 182.404, 182.579, 183.036, 183.502, 183.757, 184.314, 184.714, 184.83, 185.127, 185.641, 186.563, 187.232, 187.925, 188.051, 188.688, 188.799, 188.997, 189.433, 189.557]","[100.967, 101.016, 101.091, 101.14, 101.219, 109.952, 194.127, 194.19, 194.252, 194.299, 194.373, 194.42, 194.496, 194.544, 194.621, 194.669, 194.745, 194.795, 194.871, 194.917, 194.996, 195.045, 195.12, 195.168, 195.245, 195.293, 195.368, 195.431, 195.48, 195.556, 195.604, 195.681, 195.73, 195.805, 195.852, 195.944, 195.978, 196.038, 196.101, 196.177, 196.24, 196.289, 196.351, 196.428, 196.477, 196.539, 196.616, 196.665, 196.727]",mar_10
MontroseToCalumet_AlertSpread_85,7,5,1,0.5833333333333334,0.875,0.7000000000000001,"[21.451, 73.107, 73.164, 73.4, 83.391]",[86.578],mar_10
Montrose_HighTurbidity_85,152,105,3,0.5914396887159533,0.9806451612903225,0.7378640776699029,"[20.966, 21.03, 21.143, 21.199, 24.859, 24.977, 25.027, 25.273, 25.336, 25.454, 25.63, 25.705, 25.755, 26.235, 26.414, 26.485, 26.539, 26.667, 26.849, 28.605, 28.662, 28.71, 28.821, 28.88, 28.935, 28.988, 29.047, 29.102, 29.151, 29.213, 29.521, 30.538, 30.781, 72.332, 72.389, 72.443, 72.503, 72.557, 72.634, 72.695, 72.76, 72.821, 72.875, 72.932, 72.99, 73.045, 73.104, 73.162, 73.218, 73.284, 73.342, 73.4, 73.46, 73.527, 73.585, 73.651, 73.77, 73.844, 73.941, 74.133, 74.301, 74.377, 74.435, 74.487, 74.549, 74.621, 74.67, 74.721, 74.794, 74.846, 74.919, 74.978, 75.024, 83.036, 83.09, 83.15, 83.21, 83.265, 83.327, 83.387, 83.454, 83.509, 83.575, 83.632, 83.693, 83.75, 83.809, 83.863, 83.924, 83.988, 84.05, 84.104, 84.163, 84.224, 84.287, 84.347, 84.409, 84.473, 84.533, 84.59, 84.647, 84.875, 84.933, 84.996, 85.163]","[88.266, 88.461, 88.509]",mar_10
Montrose_HighWave_85,201,131,29,0.6054216867469879,0.8739130434782608,0.7153024911032028,"[20.743, 20.798, 20.857, 20.909, 28.88, 28.935, 28.992, 29.047, 29.102, 29.153, 29.217, 29.267, 29.349, 29.388, 29.461, 29.521, 29.578, 37.509, 37.57, 37.628, 37.684, 37.751, 37.81, 37.862, 39.164, 44.149, 44.222, 44.277, 44.333, 44.39, 44.436, 44.491, 44.55, 44.625, 47.829, 47.884, 47.939, 47.995, 48.063, 48.128, 48.182, 48.24, 48.308, 57.948, 57.998, 58.075, 58.124, 58.187, 58.247, 58.311, 58.371, 58.432, 58.828, 58.937, 58.998, 59.052, 59.12, 59.171, 59.238, 59.297, 59.351, 59.404, 59.456, 59.517, 64.166, 64.229, 64.285, 64.341, 64.401, 64.459, 64.525, 64.585, 64.642, 64.704, 64.764, 65.526, 65.591, 65.653, 65.714, 65.773, 65.831, 65.894, 65.974, 71.9, 71.947, 72.011, 72.073, 72.145, 72.196, 72.268, 72.332, 72.39, 72.443, 72.503, 72.557, 72.634, 72.695, 72.76, 72.821, 72.875, 72.932, 75.141, 82.746, 82.801, 82.871, 82.919, 82.99, 83.036, 83.809, 83.863, 83.924, 83.988, 84.054, 84.104, 91.433, 112.35, 112.472, 112.662, 112.719, 121.812, 121.937, 121.994, 122.059, 122.122, 161.205, 161.269, 161.34, 161.404, 161.463, 161.515, 161.574]","[87.214, 87.263, 87.339, 87.388, 95.084, 116.735, 116.861, 117.047, 117.094, 125.218, 125.265, 125.34, 125.389, 125.455, 125.575, 125.651, 126.262, 126.401, 126.45, 126.525, 126.586, 126.636, 165.822, 165.881, 165.932, 165.994, 166.057, 166.118, 166.188]",mar_10
Montrose_LocalAlert_85,152,94,3,0.6178861788617886,0.9806451612903225,0.7581047381546134,"[20.97, 21.03, 21.143, 21.199, 24.859, 24.977, 25.027, 25.273, 25.336, 25.454, 25.63, 25.705, 25.755, 26.235, 26.414, 26.485, 26.539, 26.667, 26.849, 29.521, 30.538, 30.781, 72.332, 72.39, 72.443, 72.503, 72.557, 72.634, 72.695, 72.76, 72.821, 72.875, 72.932, 72.99, 73.045, 73.104, 73.162, 73.218, 73.284, 73.342, 73.4, 73.46, 73.527, 73.585, 73.651, 73.77, 73.844, 73.941, 74.133, 74.301, 74.377, 74.435, 74.487, 74.549, 74.621, 74.67, 74.721, 74.794, 74.846, 74.919, 74.978, 75.024, 83.036, 83.094, 83.15, 83.21, 83.265, 83.327, 83.387, 83.454, 83.509, 83.575, 83.632, 83.693, 83.75, 83.809, 83.863, 83.924, 83.988, 84.054, 84.104, 84.163, 84.224, 84.287, 84.347, 84.409, 84.473, 84.533, 84.59, 84.647, 84.875, 84.933, 84.996, 85.163]","[88.266, 88.462, 88.509]",mar_10
Montrose_WaterTempDrop_85,2076,310,28,0.8700754400670578,0.9866920152091255,0.9247216035634743,"[7.68, 7.854, 10.048, 10.297, 10.481, 10.607, 12.215, 15.28, 15.778, 16.298, 16.541, 16.846, 16.957, 17.598, 17.708, 18.465, 18.578, 18.826, 24.859, 24.977, 25.027, 25.272, 25.336, 25.454, 25.63, 25.705, 25.755, 26.235, 26.414, 26.485, 26.535, 26.666, 26.849, 27.786, 27.917, 28.035, 29.519, 30.538, 30.781, 31.775, 31.898, 33.033, 33.207, 33.401, 33.534, 34.591, 34.771, 35.841, 35.956, 37.267, 38.287, 38.59, 39.277, 39.398, 39.58, 40.653, 40.769, 40.895, 43.337, 43.458, 44.277, 44.39, 45.038, 45.706, 45.832, 45.952, 47.084, 47.211, 47.457, 47.574, 47.706, 47.884, 48.945, 51.005, 51.129, 52.139, 52.258, 52.383, 52.517, 52.632, 53.888, 54.012, 57.063, 57.228, 57.282, 57.341, 57.393, 57.462, 57.513, 57.574, 57.638, 57.694, 57.759, 57.832, 57.881, 57.948, 57.998, 58.074, 59.171, 60.503, 60.674, 61.37, 61.481, 63.06, 64.229, 65.24, 66.544, 66.66, 66.786, 68.23, 68.352, 68.545, 68.666, 68.787, 69.422, 69.549, 69.726, 71.415, 73.284, 73.651, 73.844, 75.141, 77.401, 78.588, 78.772, 79.448, 79.75, 79.874, 80.831, 80.946, 81.067, 81.19, 82.509, 82.699, 83.571, 83.809, 84.933, 85.047, 85.549, 86.246, 86.36, 87.561, 87.675, 87.861, 88.172, 89.12, 90.487, 91.488, 92.378, 92.801, 92.866, 92.925, 92.979, 93.039, 93.206, 93.266, 94.163, 95.233, 95.346, 95.583, 95.658, 95.705, 96.106, 96.29, 96.411, 96.534, 97.132, 97.199, 98.176, 114.59, 114.651, 114.711, 114.776, 116.333, 116.423, 116.459, 116.526, 116.583, 116.66, 116.72, 116.772, 116.841, 116.893, 116.979, 117.027, 117.086, 117.147, 117.938, 118.002, 118.066, 118.149, 118.208, 118.262, 118.322, 118.382, 118.448, 118.508, 118.569, 118.638, 118.696, 124.493, 124.615, 124.74, 124.803, 124.884, 124.937, 124.989, 125.064, 125.128, 125.178, 128.348, 128.414, 128.486, 128.534, 128.621, 128.667, 128.728, 128.784, 129.699, 129.763, 129.823, 129.897, 129.957, 130.021, 130.069, 130.126, 130.19, 130.249, 130.307, 130.361, 130.416, 130.474, 130.526, 130.584, 130.647, 130.704, 130.788, 130.853, 130.917, 130.954, 131.033, 131.076, 131.139, 131.224, 131.279, 131.348, 131.413, 131.473, 131.524, 131.593, 131.656, 131.726, 131.79, 131.866, 131.926, 132.004, 132.058, 132.127, 132.2, 132.252, 132.296, 132.388, 132.437, 132.494, 132.544, 132.617, 132.681, 132.741, 132.793, 132.847, 133.036, 134.659, 134.779, 135.024, 136.528, 136.829, 137.104, 137.471, 137.777, 138.026, 138.081, 138.533, 138.823, 139.132, 139.955, 143.754, 143.891, 144.825, 145.514, 145.762, 145.883, 147.387, 147.55, 148.075, 149.704, 149.827, 149.959, 152.006, 152.138, 153.637, 155.606, 155.857, 156.05, 156.113, 156.379, 157.137, 157.663, 158.673, 160.732, 162.35]","[107.628, 108.555, 108.618, 165.742, 165.822, 165.881, 165.931, 165.994, 166.057, 166.117, 166.188, 166.244, 166.307, 166.367, 166.431, 166.492, 166.571, 166.63, 166.681, 166.742, 166.807, 166.883, 166.942, 166.993, 167.055, 167.13, 167.179, 167.24]",mar_10
Regional_TripleAlert_85,9,5,1,0.6428571428571429,0.9,0.75,"[73.107, 73.164, 73.218, 73.4, 83.391]",[86.578],mar_10
63rd_HighTurbidity_85,111,29,0,0.7928571428571428,1.0,0.8844621513944223,"[22.813, 22.877, 22.94, 23.689, 23.937, 24.749, 25.01, 25.387, 25.885, 30.006, 30.243, 75.014, 75.076, 75.138, 75.572, 75.884, 76.882, 77.441, 77.566, 86.045, 86.295, 86.359, 86.732, 87.047, 87.418, 87.544, 87.856, 88.306, 88.353]",[],mcar_10
63rd_HighWave_85,88,27,0,0.7652173913043478,1.0,0.8669950738916257,"[8.505, 20.937, 20.999, 22.814, 22.877, 22.94, 23.939, 29.553, 29.617, 29.678, 30.243, 49.514, 49.576, 49.639, 50.073, 50.146, 67.785, 74.579, 75.014, 75.138, 75.572, 75.884, 85.858, 85.925, 86.36, 86.733, 168.66]",[],mcar_10
63rd_LocalAlert_85,111,29,0,0.7928571428571428,1.0,0.8844621513944223,"[22.814, 22.877, 22.94, 23.937, 24.312, 24.624, 24.75, 25.387, 25.885, 26.26, 30.006, 30.243, 75.014, 75.076, 75.138, 75.572, 75.884, 76.882, 77.441, 77.567, 86.045, 86.295, 86.359, 86.732, 87.419, 87.544, 88.181, 88.307, 88.353]",[],mcar_10
63rd_WaterTempDrop_85,1696,249,0,0.8719794344473007,1.0,0.9316121944520735,"[6.69, 6.876, 8.254, 8.883, 11.201, 12.602, 13.019, 13.143, 14.057, 14.222, 15.018, 15.463, 16.842, 17.685, 18.814, 19.246, 19.719, 22.813, 22.877, 22.94, 23.937, 24.312, 24.749, 25.312, 25.885, 26.26, 28.806, 28.87, 29.441, 30.243, 31.06, 31.76, 32.121, 32.245, 32.507, 33.192, 34.192, 35.361, 37.172, 37.235, 38.737, 40.1, 40.175, 40.534, 41.097, 41.781, 44.342, 44.591, 45.401, 45.838, 46.225, 46.587, 47.477, 47.527, 48.585, 48.957, 49.639, 50.072, 50.146, 50.631, 50.695, 51.01, 51.327, 51.387, 51.95, 52.266, 52.39, 52.959, 54.213, 54.731, 54.78, 57.026, 57.089, 57.461, 57.964, 58.47, 59.471, 60.655, 61.408, 61.468, 62.736, 63.428, 63.618, 64.856, 66.304, 66.54, 66.664, 66.989, 67.286, 67.411, 67.535, 67.74, 67.972, 68.472, 68.533, 69.157, 69.855, 69.976, 71.149, 71.213, 71.663, 71.972, 72.331, 75.014, 75.136, 75.571, 75.883, 76.396, 76.755, 76.834, 77.316, 77.891, 77.941, 78.499, 78.763, 79.887, 80.32, 81.074, 81.62, 81.683, 81.945, 81.995, 82.183, 83.056, 83.116, 83.178, 83.861, 84.938, 85.235, 85.547, 85.924, 86.295, 86.359, 86.732, 87.418, 87.543, 88.181, 88.306, 88.6, 89.912, 91.287, 91.728, 91.981, 92.17, 92.309, 93.505, 93.553, 94.174, 95.055, 95.76, 95.809, 96.247, 97.684, 97.747, 99.928, 99.992, 100.13, 100.304, 100.806, 101.181, 101.867, 106.81, 119.949, 132.736, 132.796, 132.86, 132.923, 132.985, 133.861, 133.922, 134.67, 135.914, 136.784, 136.846, 136.973, 137.032, 137.468, 137.652, 137.776, 138.413, 138.463, 138.526, 138.976, 139.025, 139.214, 140.021, 140.46, 140.585, 140.649, 140.955, 141.461, 141.581, 142.081, 143.076, 143.324, 143.761, 144.387, 144.525, 144.587, 145.459, 146.08, 146.504, 146.878, 147.066, 147.567, 147.626, 148.066, 149.438, 149.699, 150.746, 150.885, 151.246, 151.387, 151.509, 151.994, 152.057, 152.318, 153.255, 153.739, 153.864, 153.926, 153.988, 154.986, 155.733, 155.859, 156.046, 156.871, 156.996, 157.044, 157.107, 159.109, 159.171, 159.234, 159.295, 159.359, 159.422, 159.607, 159.857, 161.295, 162.419, 164.976, 165.163, 165.678, 165.727, 166.097, 166.536, 167.536, 167.725, 168.658]",[],mcar_10
CalumetTo63rd_AlertSpread_85,16,3,0,0.8421052631578947,1.0,0.9142857142857143,"[22.814, 22.877, 75.761]",[],mcar_10
Calumet_HighTurbidity_85,77,18,0,0.8105263157894737,1.0,0.8953488372093024,"[21.579, 21.641, 21.689, 75.699, 75.762, 75.824, 170.342, 170.42, 170.467, 181.981, 194.635, 194.698, 194.824, 194.886, 195.339, 195.525, 195.652, 196.137]",[],mcar_10
Calumet_HighWave_85,31,14,0,0.6888888888888889,1.0,0.8157894736842105,"[21.316, 21.58, 194.588, 194.635, 194.698, 194.761, 194.825, 195.2, 195.34, 195.387, 195.525, 195.652, 195.776, 195.887]",[],mcar_10
Calumet_LocalAlert_85,77,18,0,0.8105263157894737,1.0,0.8953488372093024,"[21.58, 21.642, 21.689, 75.699, 75.762, 170.343, 170.42, 170.467, 181.982, 194.635, 194.698, 194.825, 194.964, 195.089, 195.339, 195.525, 195.652, 196.137]",[],mcar_10
Calumet_WaterTempDrop_85,2303,193,0,0.922676282051282,1.0,0.9597832881850386,"[6.703, 7.0, 11.201, 12.708, 15.023, 15.463, 15.78, 16.955, 17.52, 18.814, 19.834, 19.953, 26.197, 26.499, 29.489, 38.3, 42.965, 43.339, 43.463, 43.589, 43.841, 45.715, 47.1, 47.214, 49.389, 50.192, 51.135, 51.388, 51.825, 51.949, 52.267, 52.392, 57.523, 63.616, 65.043, 67.162, 67.237, 67.534, 67.861, 69.855, 69.975, 71.211, 71.287, 71.413, 71.973, 72.761, 72.827, 72.9, 73.954, 74.964, 75.524, 80.072, 80.319, 81.071, 81.308, 81.436, 81.621, 81.946, 83.179, 83.367, 83.428, 83.675, 84.938, 85.547, 85.733, 85.859, 85.982, 86.109, 86.483, 86.859, 87.049, 87.173, 87.295, 87.42, 87.542, 88.181, 88.304, 88.601, 89.053, 89.412, 89.909, 91.981, 94.049, 94.111, 94.234, 94.925, 96.197, 96.246, 100.806, 100.867, 100.931, 134.375, 134.425, 134.488, 134.548, 134.61, 135.291, 135.368, 135.414, 135.492, 136.845, 137.033, 137.467, 137.592, 138.413, 138.526, 138.65, 139.023, 139.213, 139.649, 140.271, 140.458, 140.585, 140.709, 140.831, 141.582, 143.325, 143.76, 143.888, 144.698, 146.316, 146.507, 146.628, 146.752, 146.879, 147.067, 147.565, 149.076, 149.437, 149.702, 150.687, 150.994, 151.247, 151.51, 151.632, 151.743, 152.319, 153.738, 153.8, 153.926, 155.481, 155.606, 155.669, 155.86, 156.483, 157.108, 157.484, 157.979, 158.292, 159.111, 159.171, 159.235, 159.296, 159.42, 159.606, 160.298, 160.358, 160.424, 160.485, 161.047, 162.42, 163.856, 164.354, 164.542, 165.788, 166.534, 168.41, 169.658, 169.782, 171.095, 171.345, 171.47, 171.78, 171.907, 172.041, 181.47, 181.779, 182.03, 182.589, 182.713, 183.027, 192.592, 193.838, 194.448, 194.587, 195.089, 195.199, 195.339, 195.525, 195.652, 195.776, 195.886, 196.137]",[],mcar_10
MontroseToCalumet_AlertSpread_85,8,3,0,0.7272727272727273,1.0,0.8421052631578948,"[21.58, 75.699, 76.069]",[],mcar_10
