# Started Sun Oct 19 13:36:51 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstructed_confidence,reconstruction_method,confidence,reconstruction_flag,status,source,extras,reconstruction_time
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505191000_Water_Temperature,None,1760895411.8176005,1432029600.0,float,None,11.2,source,11.199933377748167,0.9990006662225184,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 11.2},1760895411.818603
63rd_Street_Beach_Turbidity,63rdStreetBeach201505191000_Turbidity,None,1760895411.8176005,1432029600.0,float,None,1.19,source,1.1889191643960038,0.9990009082652135,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.19},1760895411.8196008
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505191000_Wave_Height,None,1760895411.8176005,1432029600.0,float,None,0.209,source,0.20888592839300585,0.9990008326394672,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.209},1760895411.8206007
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505191000_Wave_Period,None,1760895411.8176005,1432029600.0,float,None,3.0,source,2.975609756097561,0.9512195121951219,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760895411.8216035
Montrose_Beach_Water_Temperature,MontroseBeach201505191200_Water_Temperature,None,1760895411.8891227,1432036800.0,float,None,11.9,source,11.899467021985343,0.9990006662225184,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 11.9},1760895411.893124
Calumet_Beach_Water_Temperature,CalumetBeach201505191200_Water_Temperature,,,1432036800.0,,,11.1,missing,11.1,0.0,KalmanFilter,0.0,True,reconstructed,,{'ground_truth': 12.9},1760895411.893124
Montrose_Beach_Turbidity,MontroseBeach201505191200_Turbidity,None,1760895411.8891227,1432036800.0,float,None,0.46,source,0.4595821980018166,0.9990009082652135,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.46},1760895411.8941216
Montrose_Beach_Wave_Height,MontroseBeach201505191200_Wave_Height,None,1760895411.890123,1432036800.0,float,None,0.232,source,0.23186677768526232,0.9990008326394672,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.232},1760895411.8951242
Montrose_Beach_Wave_Period,MontroseBeach201505191200_Wave_Period,None,1760895411.890123,1432036800.0,float,None,3.0,source,2.975609756097561,0.9512195121951219,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760895411.8961213
Calumet_Beach_Turbidity,CalumetBeach201505191200_Turbidity,None,1760895411.8941216,1432036800.0,float,None,1.22,source,1.2188919164396004,0.9990009082652135,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.22},1760895411.8971214
