# Started Sun Oct 19 13:33:09 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstructed_confidence,reconstruction_method,confidence,reconstruction_flag,status,source,extras,reconstruction_time
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505191000_Water_Temperature,None,1760895189.3537805,1432029600.0,float,None,11.2,source,11.199933377748167,0.9990006662225184,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 11.2},1760895189.3537805
63rd_Street_Beach_Turbidity,63rdStreetBeach201505191000_Turbidity,None,1760895189.3537805,1432029600.0,float,None,1.19,source,1.1889191643960038,0.9990009082652135,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.19},1760895189.3537805
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505191000_Wave_Height,None,1760895189.3537805,1432029600.0,float,None,0.209,source,0.20888592839300585,0.9990008326394672,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.209},1760895189.3537805
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505191000_Wave_Period,None,1760895189.3537805,1432029600.0,float,None,3.0,source,2.975609756097561,0.9512195121951219,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760895189.3537805
Montrose_Beach_Turbidity,MontroseBeach201505191200_Turbidity,,,1432036800.0,,,0.0,missing,0.0,0.0,KalmanFilter,0.0,True,reconstructed,,{'ground_truth': 0.46},1760895189.4094725
Montrose_Beach_Water_Temperature,MontroseBeach201505191200_Water_Temperature,None,1760895189.4094725,1432036800.0,float,None,11.9,source,11.899467021985343,0.9990006662225184,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 11.9},1760895189.4094725
Montrose_Beach_Wave_Height,MontroseBeach201505191200_Wave_Height,None,1760895189.4094725,1432036800.0,float,None,0.232,source,0.23186677768526232,0.9990008326394672,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.232},1760895189.4094725
Montrose_Beach_Wave_Period,MontroseBeach201505191200_Wave_Period,None,1760895189.4094725,1432036800.0,float,None,3.0,source,2.975609756097561,0.9512195121951219,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760895189.4094725
Calumet_Beach_Water_Temperature,CalumetBeach201505191200_Water_Temperature,None,1760895189.4094725,1432036800.0,float,None,12.9,source,12.898800799467022,0.9990006662225184,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.9},1760895189.4094725
Calumet_Beach_Turbidity,CalumetBeach201505191200_Turbidity,None,1760895189.4094725,1432036800.0,float,None,1.22,source,1.2188919164396004,0.9990009082652135,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.22},1760895189.4094725
Calumet_Beach_Wave_Height,CalumetBeach201505191200_Wave_Height,None,1760895189.4094725,1432036800.0,float,None,0.147,source,0.14693755203996667,0.9990008326394672,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.147},1760895189.4094725
Calumet_Beach_Wave_Period,CalumetBeach201505191200_Wave_Period,None,1760895189.4094725,1432036800.0,float,None,3.0,source,2.975609756097561,0.9512195121951219,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760895189.4094725
Calumet_Beach_Turbidity,CalumetBeach201505191300_Turbidity,,,1432040400.0,,,1.2188919164396004,missing,1.2188919164396004,0.8990009082652134,KalmanFilter,0.8990009082652134,True,reconstructed,,{'ground_truth': 1.3},1760895189.465917
Calumet_Beach_Wave_Height,CalumetBeach201505191300_Wave_Height,,,1432040400.0,,,0.14693755203996667,missing,0.14693755203996667,0.7990008326394671,KalmanFilter,0.7990008326394671,True,reconstructed,,{'ground_truth': 0.147},1760895189.465917
Montrose_Beach_Water_Temperature,MontroseBeach201505191300_Water_Temperature,None,1760895189.465917,1432040400.0,float,None,12.0,source,11.999799734837778,0.9990019920345162,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.0},1760895189.465917
Montrose_Beach_Turbidity,MontroseBeach201505191300_Turbidity,None,1760895189.465917,1432040400.0,float,None,0.5,source,0.4995836802664447,0.9990008326394672,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.5},1760895189.465917
Montrose_Beach_Wave_Height,MontroseBeach201505191300_Wave_Height,None,1760895189.465917,1432040400.0,float,None,0.25,source,0.24991023120267436,0.9990049505154555,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.25},1760895189.465917
Montrose_Beach_Wave_Period,MontroseBeach201505191300_Wave_Period,None,1760895189.465917,1432040400.0,float,None,3.0,source,2.9988901220865705,0.9522752497225305,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760895189.465917
Calumet_Beach_Water_Temperature,CalumetBeach201505191300_Water_Temperature,None,1760895189.465917,1432040400.0,float,None,12.9,source,12.899997611151147,0.9990019920345162,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.9},1760895189.465917
Calumet_Beach_Wave_Period,CalumetBeach201505191300_Wave_Period,None,1760895189.465917,1432040400.0,float,None,3.0,source,2.9988901220865705,0.9522752497225305,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760895189.465917
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505191300_Water_Temperature,None,1760895189.465917,1432040400.0,float,None,11.3,source,11.299800663834555,0.9990019920345162,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 11.3},1760895189.4763432
63rd_Street_Beach_Turbidity,63rdStreetBeach201505191300_Turbidity,None,1760895189.465917,1432040400.0,float,None,1.22,source,1.2196952832120818,0.9990098040088691,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.22},1760895189.4780228
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505191300_Wave_Height,None,1760895189.465917,1432040400.0,float,None,0.194,source,0.19407369301857783,0.9990049505154555,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.194},1760895189.4789994
