# Started Sun Oct 19 13:44:28 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstructed_confidence,reconstruction_method,confidence,reconstruction_flag,status,source,extras,reconstruction_time
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505191000_Water_Temperature,None,1760895868.7846985,1432029600.0,float,None,11.2,source,11.199933377748167,0.9990006662225184,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 11.2},1760895868.7846985
63rd_Street_Beach_Turbidity,63rdStreetBeach201505191000_Turbidity,None,1760895868.7846985,1432029600.0,float,None,1.19,source,1.1889191643960038,0.9990009082652135,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.19},1760895868.790978
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505191000_Wave_Height,None,1760895868.7846985,1432029600.0,float,None,0.209,source,0.20888592839300585,0.9990008326394672,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.209},1760895868.790978
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505191000_Wave_Period,None,1760895868.7846985,1432029600.0,float,None,3.0,source,2.975609756097561,0.9512195121951219,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760895868.790978
Calumet_Beach_Water_Temperature,CalumetBeach201505191200_Water_Temperature,None,1760895868.841827,1432036800.0,float,None,12.9,source,12.898800799467022,0.9990006662225184,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.9},1760895868.852768
Calumet_Beach_Turbidity,CalumetBeach201505191200_Turbidity,None,1760895868.841827,1432036800.0,float,None,1.22,source,1.2188919164396004,0.9990009082652135,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.22},1760895868.8584745
Calumet_Beach_Wave_Height,CalumetBeach201505191200_Wave_Height,None,1760895868.841827,1432036800.0,float,None,0.147,source,0.14693755203996667,0.9990008326394672,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.147},1760895868.8605747
Calumet_Beach_Wave_Period,CalumetBeach201505191200_Wave_Period,None,1760895868.841827,1432036800.0,float,None,3.0,source,2.975609756097561,0.9512195121951219,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760895868.8605747
Calumet_Beach_Water_Temperature,CalumetBeach201505191400_Water_Temperature,None,1760895868.9618092,1432044000.0,float,None,12.9,source,12.899998803192286,0.9990009980046556,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.9},1760895868.9643114
Calumet_Beach_Turbidity,CalumetBeach201505191400_Turbidity,None,1760895868.9618092,1432044000.0,float,None,1.38,source,1.3792024316437426,0.9990049505173089,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.38},1760895868.9643114
Calumet_Beach_Wave_Height,CalumetBeach201505191400_Wave_Height,None,1760895868.9618092,1432044000.0,float,None,0.165,source,0.1649550684443487,0.9990024875673414,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.165},1760895868.9653182
Calumet_Beach_Wave_Period,CalumetBeach201505191400_Wave_Period,None,1760895868.9628057,1432044000.0,float,None,4.0,source,3.9755955839628125,0.9511911679256246,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 4.0},1760895868.9663215
Calumet_Beach_Water_Temperature,CalumetBeach201505191500_Water_Temperature,None,1760895869.0220826,1432047600.0,float,None,12.9,source,12.899999997615916,0.9990019920358328,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.9},1760895869.024718
Calumet_Beach_Turbidity,CalumetBeach201505191500_Turbidity,None,1760895869.0220826,1432047600.0,float,None,1.24,source,1.2413647959616645,0.99900980439742,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.24},1760895869.024718
Calumet_Beach_Wave_Height,CalumetBeach201505191500_Wave_Height,None,1760895869.0220826,1432047600.0,float,None,0.221,source,0.2207225464270292,0.999004950556014,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.221},1760895869.024718
Calumet_Beach_Wave_Period,CalumetBeach201505191500_Wave_Period,None,1760895869.0220826,1432047600.0,float,None,3.0,source,3.0443933264588456,0.9522751910314375,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760895869.024718
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505191500_Water_Temperature,None,1760895869.024718,1432047600.0,float,None,11.3,source,11.299933377718618,0.9990006657792567,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 11.3},1760895869.024718
63rd_Street_Beach_Turbidity,63rdStreetBeach201505191500_Turbidity,None,1760895869.024718,1432047600.0,float,None,1.35,source,1.3494666181455095,0.9990033112682368,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.35},1760895869.024718
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505191500_Wave_Height,None,1760895869.024718,1432047600.0,float,None,0.253,source,0.2529267207099299,0.9990016611318656,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.253},1760895869.024718
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505191500_Wave_Period,None,1760895869.024718,1432047600.0,float,None,3.0,source,2.9996064541519085,0.9508067689885872,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760895869.024718
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505191600_Water_Temperature,None,1760895869.078586,1432051200.0,float,None,11.5,source,11.499601460383225,0.9990019920345145,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 11.5},1760895869.078586
63rd_Street_Beach_Turbidity,63rdStreetBeach201505191600_Turbidity,None,1760895869.078586,1432051200.0,float,None,1.95,source,1.9441122266877326,0.9990098042398478,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.95},1760895869.078586
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505191600_Wave_Height,None,1760895869.078586,1432051200.0,float,None,0.246,source,0.2460342909785731,0.9990049505357599,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.246},1760895869.078586
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505191600_Wave_Period,None,1760895869.078586,1432051200.0,float,None,3.0,source,2.999982098422871,0.9522743953742324,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760895869.078586
Calumet_Beach_Water_Temperature,CalumetBeach201505191600_Water_Temperature,None,1760895869.078586,1432051200.0,float,None,13.0,source,12.999800796017519,0.9990019920397774,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 13.0},1760895869.0846097
Calumet_Beach_Turbidity,CalumetBeach201505191600_Turbidity,None,1760895869.078586,1432051200.0,float,None,1.32,source,1.319228992516646,0.9990098048640272,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.32},1760895869.0846097
Calumet_Beach_Wave_Height,CalumetBeach201505191600_Wave_Height,None,1760895869.078586,1432051200.0,float,None,0.235,source,0.2349293178045092,0.9990049506163777,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.235},1760895869.0846097
Calumet_Beach_Wave_Period,CalumetBeach201505191600_Wave_Period,None,1760895869.078586,1432051200.0,float,None,3.0,source,3.002022060815978,0.9522774378237375,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760895869.0846097
Calumet_Beach_Water_Temperature,CalumetBeach201505191800_Water_Temperature,None,1760895869.184191,1432058400.0,float,None,13.1,source,13.099900000595623,0.9990009980059761,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 13.1},1760895869.1983938
Calumet_Beach_Turbidity,CalumetBeach201505191800_Turbidity,None,1760895869.1851888,1432058400.0,float,None,1.55,source,1.5488575138148266,0.9990049507353529,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.55},1760895869.1994042
Calumet_Beach_Wave_Height,CalumetBeach201505191800_Wave_Height,None,1760895869.1851888,1432058400.0,float,None,0.207,source,0.20706947677054066,0.9990024875928237,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.207},1760895869.2004032
Calumet_Beach_Wave_Period,CalumetBeach201505191800_Wave_Period,None,1760895869.1851888,1432058400.0,float,None,3.0,source,3.0000481965740473,0.9511917686566742,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760895869.2004032
Montrose_Beach_Water_Temperature,MontroseBeach201505191800_Water_Temperature,None,1760895869.1862044,1432058400.0,float,None,12.3,source,12.299733392579427,0.9990002221728504,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.3},1760895869.2004032
Montrose_Beach_Turbidity,MontroseBeach201505191800_Turbidity,None,1760895869.1862044,1432058400.0,float,None,0.67,source,0.6696061140505586,0.9990005878894768,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.67},1760895869.2004032
Montrose_Beach_Wave_Height,MontroseBeach201505191800_Wave_Height,None,1760895869.1862044,1432058400.0,float,None,0.267,source,0.2669187838400666,0.9990004164931279,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.267},1760895869.2033658
Montrose_Beach_Wave_Period,MontroseBeach201505191800_Wave_Period,None,1760895869.1862044,1432058400.0,float,None,3.0,source,2.9937888198757765,0.9503105590062112,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1760895869.2033658
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505191800_Water_Temperature,None,1760895869.1862044,1432058400.0,float,None,11.6,source,11.59989980165747,0.9990009980059761,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 11.6},1760895869.2033658
63rd_Street_Beach_Turbidity,63rdStreetBeach201505191800_Turbidity,None,1760895869.1871989,1432058400.0,float,None,1.67,source,1.6713570570871332,0.9990049507353376,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.67},1760895869.2033658
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505191800_Wave_Height,None,1760895869.1871989,1432058400.0,float,None,0.227,source,0.22704734956563258,0.9990024875928232,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.227},1760895869.206521
