Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
63rd Street Beach,2015-05-30 11:00:00,12.6,0.99,0.182,2.0,11.1,05/30/2015 11:00 AM,63rdStreetBeach201505301100
63rd Street Beach,2015-05-30 12:00:00,12.4,1.29,0.286,3.0,11.1,05/30/2015 12:00 PM,63rdStreetBeach201505301200
63rd Street Beach,2015-05-30 13:00:00,12.6,1.83,0.363,4.0,11.1,05/30/2015 1:00 PM,63rdStreetBeach201505301300
63rd Street Beach,2015-05-30 14:00:00,12.6,1.96,0.424,5.0,11.1,05/30/2015 2:00 PM,63rdStreetBeach201505301400
63rd Street Beach,2015-05-30 15:00:00,12.4,4.41,0.449,5.0,11.1,05/30/2015 3:00 PM,63rdStreetBeach201505301500
63rd Street Beach,2015-05-30 16:00:00,12.4,12.05,0.474,6.0,9.5,05/30/2015 4:00 PM,63rdStreetBeach201505301600
63rd Street Beach,2015-05-30 17:00:00,12.2,8.29,0.47,6.0,10.4,05/30/2015 5:00 PM,63rdStreetBeach201505301700
63rd Street Beach,2015-05-30 22:00:00,11.9,25.13,0.509,7.0,10.8,05/30/2015 10:00 PM,63rdStreetBeach201505302200
63rd Street Beach,2015-05-31 05:00:00,11.6,45.07,0.592,9.0,10.1,05/31/2015 5:00 AM,63rdStreetBeach201505310500
63rd Street Beach,2015-05-31 08:00:00,11.5,52.2,0.516,6.0,10.3,05/31/2015 8:00 AM,63rdStreetBeach201505310800
63rd Street Beach,2015-05-31 11:00:00,11.4,55.01,0.529,6.0,10.7,05/31/2015 11:00 AM,63rdStreetBeach201505311100
63rd Street Beach,2015-05-31 12:00:00,11.5,56.11,0.541,7.0,10.7,05/31/2015 12:00 PM,63rdStreetBeach201505311200
63rd Street Beach,2015-05-31 14:00:00,11.8,58.38,0.518,6.0,10.2,05/31/2015 2:00 PM,63rdStreetBeach201505311400
63rd Street Beach,2015-05-31 16:00:00,12.0,46.24,0.533,6.0,9.3,05/31/2015 4:00 PM,63rdStreetBeach201505311600
63rd Street Beach,2015-05-31 17:00:00,12.0,54.96,0.502,6.0,10.7,05/31/2015 5:00 PM,63rdStreetBeach201505311700
63rd Street Beach,2015-05-31 21:00:00,11.7,42.41,0.434,6.0,10.8,05/31/2015 9:00 PM,63rdStreetBeach201505312100
63rd Street Beach,2015-05-31 22:00:00,11.7,39.23,0.419,6.0,10.8,05/31/2015 10:00 PM,63rdStreetBeach201505312200
63rd Street Beach,2015-05-31 23:00:00,11.6,35.24,0.39,5.0,10.8,05/31/2015 11:00 PM,63rdStreetBeach201505312300
63rd Street Beach,2015-06-01 00:00:00,11.5,34.28,0.386,6.0,10.8,06/01/2015 12:00 AM,63rdStreetBeach201506012400
63rd Street Beach,2015-06-01 01:00:00,11.4,27.32,0.382,6.0,10.8,06/01/2015 1:00 AM,63rdStreetBeach201506010100
63rd Street Beach,2015-06-01 02:00:00,11.4,32.33,0.381,6.0,10.8,06/01/2015 2:00 AM,63rdStreetBeach201506010200
63rd Street Beach,2015-06-01 03:00:00,11.2,39.89,0.415,6.0,10.8,06/01/2015 3:00 AM,63rdStreetBeach201506010300
63rd Street Beach,2015-06-01 04:00:00,11.2,34.03,0.391,5.0,10.8,06/01/2015 4:00 AM,63rdStreetBeach201506010400
63rd Street Beach,2015-06-01 05:00:00,11.2,32.14,0.43,6.0,10.8,06/01/2015 5:00 AM,63rdStreetBeach201506010500
63rd Street Beach,2015-06-01 06:00:00,11.2,33.82,0.404,6.0,10.8,06/01/2015 6:00 AM,63rdStreetBeach201506010600
63rd Street Beach,2015-06-01 10:00:00,11.4,20.63,0.384,5.0,10.8,06/01/2015 10:00 AM,63rdStreetBeach201506011000
63rd Street Beach,2015-06-01 11:00:00,11.6,22.44,0.36,4.0,10.8,06/01/2015 11:00 AM,63rdStreetBeach201506011100
63rd Street Beach,2015-06-01 14:00:00,12.4,28.94,0.372,4.0,10.8,06/01/2015 2:00 PM,63rdStreetBeach201506011400
63rd Street Beach,2015-06-01 15:00:00,12.5,28.43,0.393,4.0,10.8,06/01/2015 3:00 PM,63rdStreetBeach201506011500
63rd Street Beach,2015-06-01 17:00:00,12.7,22.68,0.365,4.0,10.8,06/01/2015 5:00 PM,63rdStreetBeach201506011700
63rd Street Beach,2015-06-01 19:00:00,12.5,16.74,0.342,4.0,10.8,06/01/2015 7:00 PM,63rdStreetBeach201506011900
63rd Street Beach,2015-06-01 20:00:00,12.3,15.02,0.313,3.0,10.8,06/01/2015 8:00 PM,63rdStreetBeach201506012000
63rd Street Beach,2015-06-01 21:00:00,12.2,15.16,0.279,4.0,10.8,06/01/2015 9:00 PM,63rdStreetBeach201506012100
63rd Street Beach,2015-06-01 22:00:00,12.0,14.21,0.273,4.0,10.8,06/01/2015 10:00 PM,63rdStreetBeach201506012200
63rd Street Beach,2015-06-02 00:00:00,11.8,12.76,0.29,4.0,10.8,06/02/2015 12:00 AM,63rdStreetBeach201506022400
63rd Street Beach,2015-06-02 02:00:00,11.7,11.75,0.276,4.0,10.8,06/02/2015 2:00 AM,63rdStreetBeach201506020200
63rd Street Beach,2015-06-02 03:00:00,11.7,11.3,0.262,4.0,10.8,06/02/2015 3:00 AM,63rdStreetBeach201506020300
63rd Street Beach,2015-06-02 04:00:00,11.7,11.08,0.233,4.0,10.8,06/02/2015 4:00 AM,63rdStreetBeach201506020400
63rd Street Beach,2015-06-02 06:00:00,11.7,10.5,0.238,4.0,10.8,06/02/2015 6:00 AM,63rdStreetBeach201506020600
63rd Street Beach,2015-06-02 07:00:00,11.7,11.45,0.234,4.0,10.8,06/02/2015 7:00 AM,63rdStreetBeach201506020700
63rd Street Beach,2015-06-02 08:00:00,11.9,10.26,0.214,4.0,10.8,06/02/2015 8:00 AM,63rdStreetBeach201506020800
63rd Street Beach,2015-06-02 09:00:00,12.1,9.32,0.216,4.0,10.8,06/02/2015 9:00 AM,63rdStreetBeach201506020900
63rd Street Beach,2015-06-02 11:00:00,12.7,8.1,0.205,4.0,10.8,06/02/2015 11:00 AM,63rdStreetBeach201506021100
63rd Street Beach,2015-06-02 12:00:00,13.3,7.92,0.187,4.0,10.8,06/02/2015 12:00 PM,63rdStreetBeach201506021200
63rd Street Beach,2015-06-02 13:00:00,14.4,14.14,0.209,4.0,10.8,06/02/2015 1:00 PM,63rdStreetBeach201506021300
63rd Street Beach,2015-06-02 14:00:00,14.8,13.29,0.198,4.0,10.8,06/02/2015 2:00 PM,63rdStreetBeach201506021400
63rd Street Beach,2015-06-02 16:00:00,15.5,10.83,0.171,4.0,10.8,06/02/2015 4:00 PM,63rdStreetBeach201506021600
63rd Street Beach,2015-06-02 18:00:00,15.8,9.84,0.171,6.0,10.8,06/02/2015 6:00 PM,63rdStreetBeach201506021800
63rd Street Beach,2015-06-02 20:00:00,17.0,12.54,0.185,3.0,10.8,06/02/2015 8:00 PM,63rdStreetBeach201506022000
63rd Street Beach,2015-06-02 21:00:00,15.7,9.66,0.182,4.0,10.8,06/02/2015 9:00 PM,63rdStreetBeach201506022100
63rd Street Beach,2015-06-02 22:00:00,15.2,9.51,0.183,4.0,10.8,06/02/2015 10:00 PM,63rdStreetBeach201506022200
63rd Street Beach,2015-06-02 23:00:00,14.9,9.42,0.166,3.0,10.8,06/02/2015 11:00 PM,63rdStreetBeach201506022300
63rd Street Beach,2015-06-03 00:00:00,14.3,9.62,0.16,4.0,10.8,06/03/2015 12:00 AM,63rdStreetBeach201506032400
63rd Street Beach,2015-06-03 03:00:00,13.7,8.92,0.132,4.0,10.8,06/03/2015 3:00 AM,63rdStreetBeach201506030300
63rd Street Beach,2015-06-03 04:00:00,13.6,8.53,0.12,3.0,10.8,06/03/2015 4:00 AM,63rdStreetBeach201506030400
63rd Street Beach,2015-06-03 05:00:00,13.5,8.25,0.116,3.0,10.8,06/03/2015 5:00 AM,63rdStreetBeach201506030500
63rd Street Beach,2015-06-03 11:00:00,13.8,6.66,0.13,3.0,10.8,06/03/2015 11:00 AM,63rdStreetBeach201506031100
63rd Street Beach,2015-06-03 12:00:00,14.1,6.39,0.115,3.0,10.8,06/03/2015 12:00 PM,63rdStreetBeach201506031200
63rd Street Beach,2015-06-03 13:00:00,14.3,6.24,0.122,2.0,10.8,06/03/2015 1:00 PM,63rdStreetBeach201506031300
63rd Street Beach,2015-06-03 14:00:00,14.6,6.28,0.136,4.0,10.8,06/03/2015 2:00 PM,63rdStreetBeach201506031400
63rd Street Beach,2015-06-03 15:00:00,14.8,6.07,0.139,2.0,10.8,06/03/2015 3:00 PM,63rdStreetBeach201506031500
63rd Street Beach,2015-06-03 16:00:00,14.5,5.51,0.186,2.0,10.8,06/03/2015 4:00 PM,63rdStreetBeach201506031600
63rd Street Beach,2015-06-03 17:00:00,15.3,5.98,0.152,2.0,10.8,06/03/2015 5:00 PM,63rdStreetBeach201506031700
63rd Street Beach,2015-06-03 18:00:00,15.4,6.14,0.175,2.0,10.8,06/03/2015 6:00 PM,63rdStreetBeach201506031800
63rd Street Beach,2015-06-03 19:00:00,15.2,5.9,0.179,3.0,10.8,06/03/2015 7:00 PM,63rdStreetBeach201506031900
63rd Street Beach,2015-06-03 20:00:00,14.7,5.75,0.187,3.0,10.8,06/03/2015 8:00 PM,63rdStreetBeach201506032000
63rd Street Beach,2015-06-03 21:00:00,14.5,5.68,0.181,3.0,10.8,06/03/2015 9:00 PM,63rdStreetBeach201506032100
63rd Street Beach,2015-06-03 22:00:00,14.4,5.85,0.195,3.0,10.8,06/03/2015 10:00 PM,63rdStreetBeach201506032200
63rd Street Beach,2015-06-03 23:00:00,14.2,5.97,0.175,3.0,10.8,06/03/2015 11:00 PM,63rdStreetBeach201506032300
63rd Street Beach,2015-06-04 00:00:00,14.0,5.92,0.156,3.0,10.8,06/04/2015 12:00 AM,63rdStreetBeach201506042400
63rd Street Beach,2015-06-04 01:00:00,14.0,6.81,0.139,3.0,10.8,06/04/2015 1:00 AM,63rdStreetBeach201506040100
63rd Street Beach,2015-06-04 02:00:00,14.0,6.57,0.129,2.0,10.8,06/04/2015 2:00 AM,63rdStreetBeach201506040200
63rd Street Beach,2015-06-04 03:00:00,13.9,6.55,0.105,6.0,10.8,06/04/2015 3:00 AM,63rdStreetBeach201506040300
63rd Street Beach,2015-06-04 04:00:00,13.7,6.09,0.1,5.0,10.8,06/04/2015 4:00 AM,63rdStreetBeach201506040400
63rd Street Beach,2015-06-04 05:00:00,13.4,6.0,0.088,5.0,10.8,06/04/2015 5:00 AM,63rdStreetBeach201506040500
63rd Street Beach,2015-06-04 06:00:00,13.1,5.77,0.079,5.0,10.8,06/04/2015 6:00 AM,63rdStreetBeach201506040600
63rd Street Beach,2015-06-04 07:00:00,12.5,4.92,0.079,4.0,10.8,06/04/2015 7:00 AM,63rdStreetBeach201506040700
63rd Street Beach,2015-06-04 08:00:00,12.0,3.75,0.078,2.0,10.8,06/04/2015 8:00 AM,63rdStreetBeach201506040800
63rd Street Beach,2015-06-04 09:00:00,12.0,2.89,0.071,4.0,10.8,06/04/2015 9:00 AM,63rdStreetBeach201506040900
63rd Street Beach,2015-06-04 10:00:00,12.3,2.9,0.072,7.0,10.8,06/04/2015 10:00 AM,63rdStreetBeach201506041000
63rd Street Beach,2015-06-04 11:00:00,12.5,2.72,0.084,4.0,10.8,06/04/2015 11:00 AM,63rdStreetBeach201506041100
63rd Street Beach,2015-06-04 12:00:00,12.5,3.13,0.085,7.0,10.8,06/04/2015 12:00 PM,63rdStreetBeach201506041200
63rd Street Beach,2015-06-04 13:00:00,12.6,3.09,0.076,3.0,10.8,06/04/2015 1:00 PM,63rdStreetBeach201506041300
63rd Street Beach,2015-06-04 14:00:00,13.2,3.27,0.078,4.0,10.8,06/04/2015 2:00 PM,63rdStreetBeach201506041400
63rd Street Beach,2015-06-04 15:00:00,13.0,3.22,0.119,2.0,10.8,06/04/2015 3:00 PM,63rdStreetBeach201506041500
63rd Street Beach,2015-06-04 16:00:00,13.1,3.22,0.119,4.0,10.8,06/04/2015 4:00 PM,63rdStreetBeach201506041600
63rd Street Beach,2015-06-04 17:00:00,13.2,3.39,0.091,4.0,10.8,06/04/2015 5:00 PM,63rdStreetBeach201506041700
63rd Street Beach,2015-06-04 18:00:00,13.7,3.29,0.109,8.0,10.8,06/04/2015 6:00 PM,63rdStreetBeach201506041800
63rd Street Beach,2015-06-04 19:00:00,13.6,2.84,0.116,2.0,10.8,06/04/2015 7:00 PM,63rdStreetBeach201506041900
63rd Street Beach,2015-06-04 20:00:00,13.5,2.95,0.09,6.0,10.8,06/04/2015 8:00 PM,63rdStreetBeach201506042000
63rd Street Beach,2015-06-04 21:00:00,13.1,2.98,0.101,6.0,10.8,06/04/2015 9:00 PM,63rdStreetBeach201506042100
63rd Street Beach,2015-06-04 22:00:00,13.0,2.86,0.091,3.0,10.8,06/04/2015 10:00 PM,63rdStreetBeach201506042200
63rd Street Beach,2015-06-05 00:00:00,13.3,3.52,0.093,3.0,10.8,06/05/2015 12:00 AM,63rdStreetBeach201506052400
63rd Street Beach,2015-06-05 01:00:00,12.7,3.19,0.074,7.0,10.8,06/05/2015 1:00 AM,63rdStreetBeach201506050100
63rd Street Beach,2015-06-05 02:00:00,12.5,3.35,0.119,6.0,10.8,06/05/2015 2:00 AM,63rdStreetBeach201506050200
63rd Street Beach,2015-06-05 03:00:00,12.5,3.52,0.156,2.0,10.8,06/05/2015 3:00 AM,63rdStreetBeach201506050300
63rd Street Beach,2015-06-05 04:00:00,12.4,3.23,0.167,2.0,10.7,06/05/2015 4:00 AM,63rdStreetBeach201506050400
63rd Street Beach,2015-06-05 05:00:00,12.3,3.04,0.213,3.0,10.7,06/05/2015 5:00 AM,63rdStreetBeach201506050500
63rd Street Beach,2015-06-05 10:00:00,12.5,4.14,0.298,3.0,10.7,06/05/2015 10:00 AM,63rdStreetBeach201506051000
63rd Street Beach,2015-06-05 11:00:00,12.6,4.26,0.29,4.0,10.7,06/05/2015 11:00 AM,63rdStreetBeach201506051100
63rd Street Beach,2015-06-05 12:00:00,12.6,4.25,0.304,3.0,10.7,06/05/2015 12:00 PM,63rdStreetBeach201506051200
63rd Street Beach,2015-06-05 13:00:00,12.6,4.24,0.339,4.0,10.7,06/05/2015 1:00 PM,63rdStreetBeach201506051300
63rd Street Beach,2015-06-05 15:00:00,12.6,4.96,0.42,4.0,10.7,06/05/2015 3:00 PM,63rdStreetBeach201506051500
63rd Street Beach,2015-06-05 16:00:00,12.5,4.26,0.442,4.0,10.7,06/05/2015 4:00 PM,63rdStreetBeach201506051600
63rd Street Beach,2015-06-05 17:00:00,12.3,4.63,0.47,4.0,10.7,06/05/2015 5:00 PM,63rdStreetBeach201506051700
63rd Street Beach,2015-06-05 19:00:00,12.5,7.88,0.467,5.0,10.7,06/05/2015 7:00 PM,63rdStreetBeach201506051900
63rd Street Beach,2015-06-05 21:00:00,12.3,9.72,0.476,6.0,10.7,06/05/2015 9:00 PM,63rdStreetBeach201506052100
63rd Street Beach,2015-06-05 22:00:00,12.3,10.39,0.501,5.0,10.6,06/05/2015 10:00 PM,63rdStreetBeach201506052200
63rd Street Beach,2015-06-06 00:00:00,12.3,10.26,0.456,5.0,10.7,06/06/2015 12:00 AM,63rdStreetBeach201506062400
63rd Street Beach,2015-06-06 01:00:00,12.3,11.21,0.455,6.0,10.7,06/06/2015 1:00 AM,63rdStreetBeach201506060100
63rd Street Beach,2015-06-06 02:00:00,12.4,11.45,0.463,6.0,10.7,06/06/2015 2:00 AM,63rdStreetBeach201506060200
63rd Street Beach,2015-06-06 03:00:00,12.2,10.29,0.41,6.0,10.7,06/06/2015 3:00 AM,63rdStreetBeach201506060300
63rd Street Beach,2015-06-06 04:00:00,12.2,12.06,0.382,6.0,10.7,06/06/2015 4:00 AM,63rdStreetBeach201506060400
63rd Street Beach,2015-06-06 05:00:00,12.2,10.11,0.396,6.0,10.7,06/06/2015 5:00 AM,63rdStreetBeach201506060500
63rd Street Beach,2015-06-06 06:00:00,12.1,10.53,0.364,6.0,10.7,06/06/2015 6:00 AM,63rdStreetBeach201506060600
63rd Street Beach,2015-06-06 07:00:00,12.1,10.21,0.32,6.0,10.7,06/06/2015 7:00 AM,63rdStreetBeach201506060700
63rd Street Beach,2015-06-06 08:00:00,12.3,10.01,0.355,5.0,10.7,06/06/2015 8:00 AM,63rdStreetBeach201506060800
63rd Street Beach,2015-06-06 09:00:00,12.5,9.72,0.317,5.0,10.7,06/06/2015 9:00 AM,63rdStreetBeach201506060900
63rd Street Beach,2015-06-06 10:00:00,12.7,10.06,0.316,5.0,10.7,06/06/2015 10:00 AM,63rdStreetBeach201506061000
63rd Street Beach,2015-06-06 11:00:00,13.0,9.37,0.288,4.0,10.7,06/06/2015 11:00 AM,63rdStreetBeach201506061100
63rd Street Beach,2015-06-06 13:00:00,13.6,9.33,0.316,5.0,10.7,06/06/2015 1:00 PM,63rdStreetBeach201506061300
63rd Street Beach,2015-06-06 14:00:00,13.8,8.58,0.298,5.0,10.7,06/06/2015 2:00 PM,63rdStreetBeach201506061400
63rd Street Beach,2015-06-06 15:00:00,13.9,8.53,0.302,4.0,10.7,06/06/2015 3:00 PM,63rdStreetBeach201506061500
63rd Street Beach,2015-06-06 16:00:00,14.0,7.9,0.29,4.0,10.7,06/06/2015 4:00 PM,63rdStreetBeach201506061600
63rd Street Beach,2015-06-06 17:00:00,14.1,8.12,0.292,5.0,10.7,06/06/2015 5:00 PM,63rdStreetBeach201506061700
63rd Street Beach,2015-06-06 18:00:00,14.1,8.15,0.256,4.0,10.7,06/06/2015 6:00 PM,63rdStreetBeach201506061800
63rd Street Beach,2015-06-06 19:00:00,14.1,8.41,0.234,4.0,10.7,06/06/2015 7:00 PM,63rdStreetBeach201506061900
63rd Street Beach,2015-06-06 20:00:00,14.0,8.14,0.228,4.0,10.7,06/06/2015 8:00 PM,63rdStreetBeach201506062000
63rd Street Beach,2015-06-06 21:00:00,13.9,7.9,0.224,4.0,10.7,06/06/2015 9:00 PM,63rdStreetBeach201506062100
63rd Street Beach,2015-06-06 22:00:00,13.9,8.19,0.199,4.0,10.7,06/06/2015 10:00 PM,63rdStreetBeach201506062200
63rd Street Beach,2015-06-07 00:00:00,13.9,6.91,0.19,4.0,10.7,06/07/2015 12:00 AM,63rdStreetBeach201506072400
63rd Street Beach,2015-06-07 02:00:00,14.0,7.96,0.194,4.0,10.7,06/07/2015 2:00 AM,63rdStreetBeach201506070200
63rd Street Beach,2015-06-07 03:00:00,13.8,8.05,0.188,3.0,10.7,06/07/2015 3:00 AM,63rdStreetBeach201506070300
63rd Street Beach,2015-06-07 04:00:00,13.8,7.54,0.173,4.0,10.7,06/07/2015 4:00 AM,63rdStreetBeach201506070400
63rd Street Beach,2015-06-07 05:00:00,13.7,7.07,0.166,4.0,10.7,06/07/2015 5:00 AM,63rdStreetBeach201506070500
63rd Street Beach,2015-06-07 07:00:00,13.5,6.12,0.136,4.0,10.7,06/07/2015 7:00 AM,63rdStreetBeach201506070700
63rd Street Beach,2015-06-07 09:00:00,13.5,5.23,0.129,4.0,10.7,06/07/2015 9:00 AM,63rdStreetBeach201506070900
63rd Street Beach,2015-06-07 10:00:00,13.5,5.17,0.108,4.0,10.7,06/07/2015 10:00 AM,63rdStreetBeach201506071000
63rd Street Beach,2015-06-07 11:00:00,13.7,4.76,0.098,4.0,10.6,06/07/2015 11:00 AM,63rdStreetBeach201506071100
63rd Street Beach,2015-06-07 13:00:00,13.9,4.12,0.097,3.0,10.7,06/07/2015 1:00 PM,63rdStreetBeach201506071300
63rd Street Beach,2015-06-07 14:00:00,14.1,3.97,0.101,5.0,10.7,06/07/2015 2:00 PM,63rdStreetBeach201506071400
63rd Street Beach,2015-06-07 15:00:00,14.3,3.6,0.092,4.0,10.7,06/07/2015 3:00 PM,63rdStreetBeach201506071500
63rd Street Beach,2015-06-07 16:00:00,14.9,3.56,0.093,3.0,10.7,06/07/2015 4:00 PM,63rdStreetBeach201506071600
63rd Street Beach,2015-06-07 17:00:00,15.1,3.39,0.105,9.0,10.7,06/07/2015 5:00 PM,63rdStreetBeach201506071700
63rd Street Beach,2015-06-07 18:00:00,14.4,3.36,0.1,8.0,10.7,06/07/2015 6:00 PM,63rdStreetBeach201506071800
63rd Street Beach,2015-06-07 19:00:00,14.1,3.45,0.106,7.0,10.7,06/07/2015 7:00 PM,63rdStreetBeach201506071900
63rd Street Beach,2015-06-07 21:00:00,14.0,3.21,0.122,3.0,10.7,06/07/2015 9:00 PM,63rdStreetBeach201506072100
63rd Street Beach,2015-06-07 22:00:00,14.0,3.1,0.111,3.0,10.7,06/07/2015 10:00 PM,63rdStreetBeach201506072200
63rd Street Beach,2015-06-08 00:00:00,14.0,2.97,0.093,4.0,10.7,06/08/2015 12:00 AM,63rdStreetBeach201506082400
63rd Street Beach,2015-06-08 01:00:00,13.9,3.04,0.093,4.0,10.7,06/08/2015 1:00 AM,63rdStreetBeach201506080100
63rd Street Beach,2015-06-08 02:00:00,14.1,3.18,0.081,7.0,10.7,06/08/2015 2:00 AM,63rdStreetBeach201506080200
63rd Street Beach,2015-06-08 03:00:00,14.0,3.12,0.08,6.0,10.7,06/08/2015 3:00 AM,63rdStreetBeach201506080300
63rd Street Beach,2015-06-08 04:00:00,14.0,3.04,0.078,5.0,10.7,06/08/2015 4:00 AM,63rdStreetBeach201506080400
63rd Street Beach,2015-06-08 05:00:00,14.0,2.92,0.078,5.0,10.7,06/08/2015 5:00 AM,63rdStreetBeach201506080500
63rd Street Beach,2015-06-08 06:00:00,14.0,2.94,0.074,8.0,10.7,06/08/2015 6:00 AM,63rdStreetBeach201506080600
63rd Street Beach,2015-06-08 07:00:00,14.1,2.84,0.092,4.0,10.7,06/08/2015 7:00 AM,63rdStreetBeach201506080700
63rd Street Beach,2015-06-08 08:00:00,14.3,2.77,0.082,4.0,10.7,06/08/2015 8:00 AM,63rdStreetBeach201506080800
63rd Street Beach,2015-06-08 09:00:00,14.5,2.79,0.078,5.0,10.7,06/08/2015 9:00 AM,63rdStreetBeach201506080900
63rd Street Beach,2015-06-08 10:00:00,14.8,2.75,0.077,6.0,10.7,06/08/2015 10:00 AM,63rdStreetBeach201506081000
63rd Street Beach,2015-06-08 11:00:00,15.1,2.9,0.081,3.0,10.7,06/08/2015 11:00 AM,63rdStreetBeach201506081100
63rd Street Beach,2015-06-08 12:00:00,15.4,2.59,0.078,3.0,10.7,06/08/2015 12:00 PM,63rdStreetBeach201506081200
63rd Street Beach,2015-06-08 14:00:00,15.8,2.56,0.09,4.0,10.7,06/08/2015 2:00 PM,63rdStreetBeach201506081400
63rd Street Beach,2015-06-08 16:00:00,16.4,2.62,0.083,4.0,10.7,06/08/2015 4:00 PM,63rdStreetBeach201506081600
63rd Street Beach,2015-06-08 17:00:00,15.4,2.7,0.19,3.0,10.7,06/08/2015 5:00 PM,63rdStreetBeach201506081700
63rd Street Beach,2015-06-08 18:00:00,15.0,2.56,0.207,3.0,10.7,06/08/2015 6:00 PM,63rdStreetBeach201506081800
63rd Street Beach,2015-06-08 19:00:00,15.0,2.63,0.164,3.0,10.7,06/08/2015 7:00 PM,63rdStreetBeach201506081900
63rd Street Beach,2015-06-08 20:00:00,14.8,2.52,0.165,3.0,10.7,06/08/2015 8:00 PM,63rdStreetBeach201506082000
63rd Street Beach,2015-06-08 21:00:00,14.7,2.64,0.194,3.0,10.7,06/08/2015 9:00 PM,63rdStreetBeach201506082100
63rd Street Beach,2015-06-08 22:00:00,14.5,2.34,0.168,4.0,10.7,06/08/2015 10:00 PM,63rdStreetBeach201506082200
63rd Street Beach,2015-06-08 23:00:00,14.5,2.33,0.141,3.0,10.7,06/08/2015 11:00 PM,63rdStreetBeach201506082300
63rd Street Beach,2015-06-09 00:00:00,14.4,2.42,0.12,3.0,10.6,06/09/2015 12:00 AM,63rdStreetBeach201506092400
63rd Street Beach,2015-06-09 01:00:00,14.4,2.29,0.127,3.0,10.6,06/09/2015 1:00 AM,63rdStreetBeach201506090100
63rd Street Beach,2015-06-09 02:00:00,14.8,3.82,0.121,6.0,10.6,06/09/2015 2:00 AM,63rdStreetBeach201506090200
63rd Street Beach,2015-06-09 03:00:00,14.6,2.68,0.115,4.0,10.6,06/09/2015 3:00 AM,63rdStreetBeach201506090300
63rd Street Beach,2015-06-09 04:00:00,14.5,2.69,0.119,4.0,10.6,06/09/2015 4:00 AM,63rdStreetBeach201506090400
63rd Street Beach,2015-06-09 05:00:00,14.4,2.51,0.122,3.0,10.6,06/09/2015 5:00 AM,63rdStreetBeach201506090500
63rd Street Beach,2015-06-09 06:00:00,14.3,2.35,0.108,3.0,10.6,06/09/2015 6:00 AM,63rdStreetBeach201506090600
63rd Street Beach,2015-06-09 07:00:00,14.3,2.18,0.134,2.0,10.6,06/09/2015 7:00 AM,63rdStreetBeach201506090700
63rd Street Beach,2015-06-09 08:00:00,14.3,2.13,0.101,4.0,10.6,06/09/2015 8:00 AM,63rdStreetBeach201506090800
63rd Street Beach,2015-06-09 09:00:00,14.5,2.08,0.096,4.0,10.6,06/09/2015 9:00 AM,63rdStreetBeach201506090900
63rd Street Beach,2015-06-09 11:00:00,15.1,2.08,0.108,3.0,10.6,06/09/2015 11:00 AM,63rdStreetBeach201506091100
63rd Street Beach,2015-06-09 12:00:00,15.7,1.99,0.095,4.0,10.6,06/09/2015 12:00 PM,63rdStreetBeach201506091200
63rd Street Beach,2015-06-09 13:00:00,16.0,2.07,0.095,4.0,10.6,06/09/2015 1:00 PM,63rdStreetBeach201506091300
63rd Street Beach,2015-06-09 14:00:00,16.1,2.08,0.101,6.0,10.6,06/09/2015 2:00 PM,63rdStreetBeach201506091400
63rd Street Beach,2015-06-09 15:00:00,17.1,2.75,0.096,4.0,10.6,06/09/2015 3:00 PM,63rdStreetBeach201506091500
63rd Street Beach,2015-06-09 16:00:00,16.6,2.15,0.122,4.0,10.6,06/09/2015 4:00 PM,63rdStreetBeach201506091600
63rd Street Beach,2015-06-09 17:00:00,16.2,1.95,0.106,4.0,10.6,06/09/2015 5:00 PM,63rdStreetBeach201506091700
63rd Street Beach,2015-06-09 18:00:00,15.9,1.98,0.104,3.0,10.6,06/09/2015 6:00 PM,63rdStreetBeach201506091800
63rd Street Beach,2015-06-09 19:00:00,15.3,1.93,0.104,7.0,10.6,06/09/2015 7:00 PM,63rdStreetBeach201506091900
63rd Street Beach,2015-06-09 20:00:00,15.3,1.98,0.096,6.0,10.6,06/09/2015 8:00 PM,63rdStreetBeach201506092000
63rd Street Beach,2015-06-09 21:00:00,15.1,1.86,0.101,5.0,10.6,06/09/2015 9:00 PM,63rdStreetBeach201506092100
63rd Street Beach,2015-06-09 22:00:00,14.8,1.82,0.088,5.0,10.6,06/09/2015 10:00 PM,63rdStreetBeach201506092200
63rd Street Beach,2015-06-09 23:00:00,14.6,1.74,0.073,9.0,10.6,06/09/2015 11:00 PM,63rdStreetBeach201506092300
63rd Street Beach,2015-06-10 00:00:00,14.7,1.79,0.092,3.0,10.6,06/10/2015 12:00 AM,63rdStreetBeach201506102400
63rd Street Beach,2015-06-10 01:00:00,14.7,1.79,0.062,7.0,10.6,06/10/2015 1:00 AM,63rdStreetBeach201506100100
63rd Street Beach,2015-06-10 02:00:00,14.7,1.78,0.061,7.0,10.6,06/10/2015 2:00 AM,63rdStreetBeach201506100200
63rd Street Beach,2015-06-10 03:00:00,14.7,1.68,0.066,6.0,10.6,06/10/2015 3:00 AM,63rdStreetBeach201506100300
63rd Street Beach,2015-06-10 04:00:00,14.7,1.6,0.063,5.0,10.6,06/10/2015 4:00 AM,63rdStreetBeach201506100400
63rd Street Beach,2015-06-10 05:00:00,14.7,1.66,0.068,5.0,10.6,06/10/2015 5:00 AM,63rdStreetBeach201506100500
