Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Measurement ID,Readable Timestamp
Montrose Beach,1464274800.0,13.5,0.0,0.114,3.0,MontroseBeach201605261500,2016-05-26 15:00:00
Montrose Beach,1464278400.0,14.0,0.0,0.112,3.0,MontroseBeach201605261600,2016-05-26 16:00:00
Montrose Beach,1464282000.0,13.4,0.0,0.105,8.0,MontroseBeach201605261700,2016-05-26 17:00:00
Montrose Beach,1464285600.0,13.4,0.0,0.13,7.0,MontroseBeach201605261800,2016-05-26 18:00:00
Montrose Beach,1464289200.0,13.6,0.0,0.111,6.0,MontroseBeach201605261900,2016-05-26 19:00:00
Montrose Beach,1464292800.0,13.3,0.0,0.096,5.0,MontroseBeach201605262000,2016-05-26 20:00:00
Montrose Beach,1464296400.0,14.1,0.0,0.096,5.0,MontroseBeach201605262100,2016-05-26 21:00:00
Montrose Beach,1464300000.0,14.2,0.0,0.102,3.0,MontroseBeach201605262200,2016-05-26 22:00:00
Montrose Beach,1464303600.0,14.0,0.0,0.088,10.0,MontroseBeach201605262300,2016-05-26 23:00:00
Montrose Beach,1464307200.0,13.3,0.0,0.11,7.0,MontroseBeach201605272400,2016-05-27 00:00:00
Montrose Beach,1464310800.0,13.1,0.0,0.1,7.0,MontroseBeach201605270100,2016-05-27 01:00:00
Montrose Beach,1464314400.0,13.0,0.0,0.096,6.0,MontroseBeach201605270200,2016-05-27 02:00:00
Montrose Beach,1464318000.0,12.5,0.0,0.095,4.0,MontroseBeach201605270300,2016-05-27 03:00:00
Montrose Beach,1464321600.0,12.4,0.0,0.086,6.0,MontroseBeach201605270400,2016-05-27 04:00:00
Montrose Beach,1464325200.0,12.7,0.0,0.092,9.0,MontroseBeach201605270500,2016-05-27 05:00:00
Montrose Beach,1464328800.0,13.4,0.0,0.082,9.0,MontroseBeach201605270600,2016-05-27 06:00:00
Montrose Beach,1464332400.0,12.9,0.0,0.092,8.0,MontroseBeach201605270700,2016-05-27 07:00:00
Montrose Beach,1464336000.0,12.0,0.0,0.111,4.0,MontroseBeach201605270800,2016-05-27 08:00:00
Montrose Beach,1464339600.0,11.4,0.0,0.108,6.0,MontroseBeach201605270900,2016-05-27 09:00:00
Montrose Beach,1464343200.0,11.9,0.0,0.085,8.0,MontroseBeach201605271000,2016-05-27 10:00:00
Montrose Beach,1464346800.0,12.3,0.0,0.088,9.0,MontroseBeach201605271100,2016-05-27 11:00:00
Montrose Beach,1464350400.0,11.8,0.0,0.096,9.0,MontroseBeach201605271200,2016-05-27 12:00:00
Montrose Beach,1464354000.0,11.7,0.0,0.097,9.0,MontroseBeach201605271300,2016-05-27 13:00:00
Montrose Beach,1464357600.0,11.4,0.0,0.145,8.0,MontroseBeach201605271400,2016-05-27 14:00:00
Montrose Beach,1464361200.0,11.6,0.0,0.118,4.0,MontroseBeach201605271500,2016-05-27 15:00:00
Montrose Beach,1464364800.0,11.5,0.0,0.102,9.0,MontroseBeach201605271600,2016-05-27 16:00:00
Montrose Beach,1464368400.0,11.5,0.0,0.133,8.0,MontroseBeach201605271700,2016-05-27 17:00:00
Montrose Beach,1464372000.0,11.4,0.0,0.11,7.0,MontroseBeach201605271800,2016-05-27 18:00:00
Montrose Beach,1464375600.0,11.3,0.0,0.131,6.0,MontroseBeach201605271900,2016-05-27 19:00:00
Montrose Beach,1464379200.0,11.3,0.0,0.128,6.0,MontroseBeach201605272000,2016-05-27 20:00:00
Montrose Beach,1464382800.0,11.1,0.0,0.119,3.0,MontroseBeach201605272100,2016-05-27 21:00:00
Montrose Beach,1464386400.0,11.1,0.0,0.12,10.0,MontroseBeach201605272200,2016-05-27 22:00:00
Montrose Beach,1464390000.0,11.1,0.0,0.109,3.0,MontroseBeach201605272300,2016-05-27 23:00:00
Montrose Beach,1464393600.0,11.2,0.0,0.123,7.0,MontroseBeach201605282400,2016-05-28 00:00:00
Montrose Beach,1464397200.0,11.3,0.0,0.104,6.0,MontroseBeach201605280100,2016-05-28 01:00:00
Montrose Beach,1464400800.0,11.5,0.0,0.1,6.0,MontroseBeach201605280200,2016-05-28 02:00:00
Montrose Beach,1464404400.0,11.3,0.0,0.107,5.0,MontroseBeach201605280300,2016-05-28 03:00:00
Montrose Beach,1464408000.0,11.3,0.0,0.096,5.0,MontroseBeach201605280400,2016-05-28 04:00:00
Montrose Beach,1464411600.0,11.3,0.0,0.092,3.0,MontroseBeach201605280500,2016-05-28 05:00:00
Montrose Beach,1464415200.0,11.4,0.0,0.093,9.0,MontroseBeach201605280600,2016-05-28 06:00:00
Montrose Beach,1464418800.0,11.5,0.0,0.102,3.0,MontroseBeach201605280700,2016-05-28 07:00:00
Montrose Beach,1464422400.0,11.7,0.0,0.107,3.0,MontroseBeach201605280800,2016-05-28 08:00:00
Montrose Beach,1464426000.0,12.0,0.0,0.113,3.0,MontroseBeach201605280900,2016-05-28 09:00:00
Montrose Beach,1464429600.0,12.4,0.0,0.104,8.0,MontroseBeach201605281000,2016-05-28 10:00:00
Montrose Beach,1464433200.0,13.0,0.0,0.106,7.0,MontroseBeach201605281100,2016-05-28 11:00:00
Montrose Beach,1464436800.0,12.9,0.0,0.105,3.0,MontroseBeach201605281200,2016-05-28 12:00:00
Montrose Beach,1464440400.0,13.3,0.0,0.112,4.0,MontroseBeach201605281300,2016-05-28 13:00:00
Montrose Beach,1464444000.0,13.5,0.0,0.114,4.0,MontroseBeach201605281400,2016-05-28 14:00:00
Montrose Beach,1464447600.0,14.0,0.0,0.104,4.0,MontroseBeach201605281500,2016-05-28 15:00:00
Montrose Beach,1464451200.0,14.3,0.0,0.104,10.0,MontroseBeach201605281600,2016-05-28 16:00:00
Montrose Beach,1464454800.0,14.0,0.0,0.115,8.0,MontroseBeach201605281700,2016-05-28 17:00:00
Montrose Beach,1464458400.0,13.5,0.0,0.128,7.0,MontroseBeach201605281800,2016-05-28 18:00:00
Montrose Beach,1464462000.0,13.2,0.0,0.114,6.0,MontroseBeach201605281900,2016-05-28 19:00:00
Montrose Beach,1464465600.0,13.2,0.0,0.104,5.0,MontroseBeach201605282000,2016-05-28 20:00:00
Montrose Beach,1464469200.0,13.0,0.0,0.104,4.0,MontroseBeach201605282100,2016-05-28 21:00:00
Montrose Beach,1464472800.0,13.1,0.0,0.112,4.0,MontroseBeach201605282200,2016-05-28 22:00:00
Montrose Beach,1464476400.0,13.0,0.0,0.11,9.0,MontroseBeach201605282300,2016-05-28 23:00:00
Montrose Beach,1464480000.0,13.0,0.0,0.136,7.0,MontroseBeach201605292400,2016-05-29 00:00:00
Montrose Beach,1464487200.0,13.2,0.0,0.105,5.0,MontroseBeach201605290200,2016-05-29 02:00:00
Montrose Beach,1464490800.0,13.0,0.0,0.109,4.0,MontroseBeach201605290300,2016-05-29 03:00:00
Montrose Beach,1464494400.0,13.0,0.0,0.096,3.0,MontroseBeach201605290400,2016-05-29 04:00:00
Montrose Beach,1464498000.0,12.7,0.0,0.094,3.0,MontroseBeach201605290500,2016-05-29 05:00:00
Montrose Beach,1464501600.0,12.8,0.0,0.108,4.0,MontroseBeach201605290600,2016-05-29 06:00:00
Montrose Beach,1464505200.0,12.8,0.0,0.087,3.0,MontroseBeach201605290700,2016-05-29 07:00:00
Montrose Beach,1464508800.0,12.8,0.0,0.085,4.0,MontroseBeach201605290800,2016-05-29 08:00:00
Montrose Beach,1464512400.0,12.8,0.0,0.126,4.0,MontroseBeach201605290900,2016-05-29 09:00:00
Montrose Beach,1464516000.0,12.9,0.0,0.081,4.0,MontroseBeach201605291000,2016-05-29 10:00:00
Montrose Beach,1464519600.0,13.4,0.0,0.101,4.0,MontroseBeach201605291100,2016-05-29 11:00:00
Montrose Beach,1464523200.0,13.6,0.0,0.128,3.0,MontroseBeach201605291200,2016-05-29 12:00:00
Montrose Beach,1464526800.0,13.6,0.0,0.089,3.0,MontroseBeach201605291300,2016-05-29 13:00:00
Montrose Beach,1464530400.0,13.5,0.0,0.132,2.0,MontroseBeach201605291400,2016-05-29 14:00:00
Montrose Beach,1464534000.0,13.6,0.0,0.134,5.0,MontroseBeach201605291500,2016-05-29 15:00:00
Montrose Beach,1464537600.0,13.9,0.0,0.143,5.0,MontroseBeach201605291600,2016-05-29 16:00:00
Montrose Beach,1464541200.0,13.9,0.0,0.153,3.0,MontroseBeach201605291700,2016-05-29 17:00:00
Montrose Beach,1464544800.0,13.7,0.0,0.13,7.0,MontroseBeach201605291800,2016-05-29 18:00:00
Montrose Beach,1464548400.0,13.5,0.0,0.134,6.0,MontroseBeach201605291900,2016-05-29 19:00:00
Montrose Beach,1464552000.0,13.3,0.0,0.151,4.0,MontroseBeach201605292000,2016-05-29 20:00:00
Montrose Beach,1464555600.0,13.2,0.0,0.118,4.0,MontroseBeach201605292100,2016-05-29 21:00:00
Montrose Beach,1464559200.0,13.1,0.0,0.101,3.0,MontroseBeach201605292200,2016-05-29 22:00:00
Montrose Beach,1464562800.0,13.1,0.0,0.097,9.0,MontroseBeach201605292300,2016-05-29 23:00:00
Montrose Beach,1464566400.0,13.2,0.0,0.093,7.0,MontroseBeach201605302400,2016-05-30 00:00:00
Montrose Beach,1464570000.0,13.2,0.0,0.09,6.0,MontroseBeach201605300100,2016-05-30 01:00:00
Montrose Beach,1464573600.0,13.0,0.0,0.107,3.0,MontroseBeach201605300200,2016-05-30 02:00:00
Montrose Beach,1464577200.0,12.9,0.0,0.094,4.0,MontroseBeach201605300300,2016-05-30 03:00:00
Montrose Beach,1464580800.0,12.8,0.0,0.078,4.0,MontroseBeach201605300400,2016-05-30 04:00:00
Montrose Beach,1464584400.0,12.8,0.0,0.078,4.0,MontroseBeach201605300500,2016-05-30 05:00:00
Montrose Beach,1464588000.0,12.8,0.0,0.079,5.0,MontroseBeach201605300600,2016-05-30 06:00:00
Montrose Beach,1464591600.0,12.8,0.0,0.082,4.0,MontroseBeach201605300700,2016-05-30 07:00:00
Montrose Beach,1464595200.0,13.0,0.0,0.1,4.0,MontroseBeach201605300800,2016-05-30 08:00:00
Montrose Beach,1464598800.0,13.4,0.0,0.091,4.0,MontroseBeach201605300900,2016-05-30 09:00:00
Montrose Beach,1464602400.0,14.1,0.0,0.096,4.0,MontroseBeach201605301000,2016-05-30 10:00:00
Montrose Beach,1464606000.0,14.3,0.0,0.109,4.0,MontroseBeach201605301100,2016-05-30 11:00:00
Montrose Beach,1464609600.0,14.4,0.0,0.141,5.0,MontroseBeach201605301200,2016-05-30 12:00:00
Montrose Beach,1464613200.0,15.6,0.0,0.18,4.0,MontroseBeach201605301300,2016-05-30 13:00:00
Montrose Beach,1464616800.0,16.6,0.0,0.155,3.0,MontroseBeach201605301400,2016-05-30 14:00:00
Montrose Beach,1464620400.0,15.8,0.0,0.172,5.0,MontroseBeach201605301500,2016-05-30 15:00:00
Montrose Beach,1464624000.0,15.0,0.0,0.157,5.0,MontroseBeach201605301600,2016-05-30 16:00:00
Montrose Beach,1464627600.0,14.4,0.0,0.136,3.0,MontroseBeach201605301700,2016-05-30 17:00:00
Montrose Beach,1464631200.0,14.4,0.0,0.161,5.0,MontroseBeach201605301800,2016-05-30 18:00:00
Montrose Beach,1464634800.0,14.1,0.0,0.13,6.0,MontroseBeach201605301900,2016-05-30 19:00:00
Montrose Beach,1464638400.0,15.0,0.0,0.172,5.0,MontroseBeach201605302000,2016-05-30 20:00:00
Montrose Beach,1464642000.0,14.1,0.0,0.096,4.0,MontroseBeach201605302100,2016-05-30 21:00:00
Montrose Beach,1464645600.0,13.9,0.0,0.098,4.0,MontroseBeach201605302200,2016-05-30 22:00:00
Montrose Beach,1464649200.0,13.9,0.0,0.116,9.0,MontroseBeach201605302300,2016-05-30 23:00:00
Montrose Beach,1464652800.0,14.0,0.0,0.113,8.0,MontroseBeach201605312400,2016-05-31 00:00:00
Montrose Beach,1464656400.0,14.1,0.0,0.124,6.0,MontroseBeach201605310100,2016-05-31 01:00:00
Montrose Beach,1464660000.0,14.0,0.0,0.145,5.0,MontroseBeach201605310200,2016-05-31 02:00:00
Montrose Beach,1464663600.0,13.9,0.0,0.128,2.0,MontroseBeach201605310300,2016-05-31 03:00:00
Montrose Beach,1464667200.0,13.9,0.0,0.135,2.0,MontroseBeach201605310400,2016-05-31 04:00:00
Montrose Beach,1464670800.0,13.7,0.0,0.134,2.0,MontroseBeach201605310500,2016-05-31 05:00:00
Montrose Beach,1464674400.0,14.0,0.0,0.132,4.0,MontroseBeach201605310600,2016-05-31 06:00:00
Montrose Beach,1464678000.0,14.0,0.0,0.112,2.0,MontroseBeach201605310700,2016-05-31 07:00:00
Montrose Beach,1464681600.0,14.2,0.0,0.114,2.0,MontroseBeach201605310800,2016-05-31 08:00:00
Montrose Beach,1464685200.0,14.4,0.0,0.144,4.0,MontroseBeach201605310900,2016-05-31 09:00:00
Montrose Beach,1464688800.0,14.8,0.0,0.147,2.0,MontroseBeach201605311000,2016-05-31 10:00:00
Montrose Beach,1464692400.0,15.6,0.0,0.157,2.0,MontroseBeach201605311100,2016-05-31 11:00:00
Montrose Beach,1464696000.0,16.2,0.0,0.145,2.0,MontroseBeach201605311200,2016-05-31 12:00:00
Montrose Beach,1464699600.0,16.1,0.0,0.129,2.0,MontroseBeach201605311300,2016-05-31 13:00:00
Montrose Beach,1464703200.0,16.4,0.0,0.141,2.0,MontroseBeach201605311400,2016-05-31 14:00:00
Montrose Beach,1464706800.0,17.1,0.08,0.177,2.0,MontroseBeach201605311500,2016-05-31 15:00:00
Montrose Beach,1464710400.0,16.1,0.0,0.163,2.0,MontroseBeach201605311600,2016-05-31 16:00:00
Montrose Beach,1464714000.0,16.2,0.0,0.179,3.0,MontroseBeach201605311700,2016-05-31 17:00:00
Montrose Beach,1464717600.0,16.4,0.0,0.18,3.0,MontroseBeach201605311800,2016-05-31 18:00:00
Montrose Beach,1464721200.0,16.2,0.0,0.194,6.0,MontroseBeach201605311900,2016-05-31 19:00:00
Montrose Beach,1464724800.0,16.4,0.02,0.174,5.0,MontroseBeach201605312000,2016-05-31 20:00:00
Montrose Beach,1464728400.0,16.8,0.0,0.186,3.0,MontroseBeach201605312100,2016-05-31 21:00:00
Montrose Beach,1464732000.0,16.2,0.0,0.176,2.0,MontroseBeach201605312200,2016-05-31 22:00:00
Montrose Beach,1464735600.0,15.5,0.0,0.175,2.0,MontroseBeach201605312300,2016-05-31 23:00:00
Montrose Beach,1464739200.0,15.2,0.0,0.215,7.0,MontroseBeach201606012400,2016-06-01 00:00:00
Montrose Beach,1464742800.0,14.7,0.0,0.213,3.0,MontroseBeach201606010100,2016-06-01 01:00:00
Montrose Beach,1464746400.0,14.8,0.0,0.223,2.0,MontroseBeach201606010200,2016-06-01 02:00:00
Montrose Beach,1464750000.0,14.9,0.0,0.212,5.0,MontroseBeach201606010300,2016-06-01 03:00:00
Montrose Beach,1464753600.0,14.7,0.0,0.211,4.0,MontroseBeach201606010400,2016-06-01 04:00:00
Montrose Beach,1464757200.0,14.7,0.0,0.204,4.0,MontroseBeach201606010500,2016-06-01 05:00:00
Montrose Beach,1464760800.0,14.3,0.0,0.201,5.0,MontroseBeach201606010600,2016-06-01 06:00:00
Montrose Beach,1464764400.0,14.4,0.0,0.19,5.0,MontroseBeach201606010700,2016-06-01 07:00:00
Montrose Beach,1464768000.0,14.5,0.0,0.212,5.0,MontroseBeach201606010800,2016-06-01 08:00:00
Montrose Beach,1464771600.0,14.5,0.0,0.19,5.0,MontroseBeach201606010900,2016-06-01 09:00:00
Montrose Beach,1464775200.0,14.6,0.0,0.182,5.0,MontroseBeach201606011000,2016-06-01 10:00:00
Montrose Beach,1464778800.0,14.4,0.0,0.171,5.0,MontroseBeach201606011100,2016-06-01 11:00:00
Montrose Beach,1464782400.0,14.5,0.0,0.177,4.0,MontroseBeach201606011200,2016-06-01 12:00:00
Montrose Beach,1464786000.0,14.9,0.0,0.186,4.0,MontroseBeach201606011300,2016-06-01 13:00:00
Montrose Beach,1464789600.0,15.2,0.0,0.188,3.0,MontroseBeach201606011400,2016-06-01 14:00:00
Montrose Beach,1464793200.0,15.6,0.0,0.174,4.0,MontroseBeach201606011500,2016-06-01 15:00:00
Montrose Beach,1464796800.0,15.7,0.0,0.16,5.0,MontroseBeach201606011600,2016-06-01 16:00:00
Montrose Beach,1464800400.0,15.4,0.0,0.177,4.0,MontroseBeach201606011700,2016-06-01 17:00:00
Montrose Beach,1464804000.0,15.6,0.0,0.183,7.0,MontroseBeach201606011800,2016-06-01 18:00:00
Montrose Beach,1464807600.0,14.8,0.0,0.171,4.0,MontroseBeach201606011900,2016-06-01 19:00:00
Montrose Beach,1464811200.0,15.1,0.0,0.153,4.0,MontroseBeach201606012000,2016-06-01 20:00:00
Montrose Beach,1464814800.0,15.2,0.0,0.141,4.0,MontroseBeach201606012100,2016-06-01 21:00:00
Montrose Beach,1464818400.0,14.7,0.0,0.137,10.0,MontroseBeach201606012200,2016-06-01 22:00:00
Montrose Beach,1464822000.0,14.3,0.0,0.126,4.0,MontroseBeach201606012300,2016-06-01 23:00:00
Montrose Beach,1464825600.0,14.0,0.0,0.116,3.0,MontroseBeach201606022400,2016-06-02 00:00:00
Montrose Beach,1464829200.0,14.1,0.0,0.111,7.0,MontroseBeach201606020100,2016-06-02 01:00:00
Montrose Beach,1464832800.0,14.1,0.0,0.103,6.0,MontroseBeach201606020200,2016-06-02 02:00:00
Montrose Beach,1464836400.0,14.0,0.0,0.087,5.0,MontroseBeach201606020300,2016-06-02 03:00:00
Montrose Beach,1464840000.0,13.9,0.0,0.09,4.0,MontroseBeach201606020400,2016-06-02 04:00:00
Montrose Beach,1464868800.0,14.8,0.0,0.088,3.0,MontroseBeach201606021200,2016-06-02 12:00:00
Calumet Beach,1464868800.0,29.2,0.0,0.034,9.0,CalumetBeach201606021200,2016-06-02 12:00:00
Montrose Beach,1464872400.0,15.2,0.0,0.105,4.0,MontroseBeach201606021300,2016-06-02 13:00:00
Calumet Beach,1464872400.0,29.0,0.0,0.017,9.0,CalumetBeach201606021300,2016-06-02 13:00:00
Calumet Beach,1464876000.0,17.7,0.7,0.087,4.0,CalumetBeach201606021400,2016-06-02 14:00:00
Montrose Beach,1464876000.0,15.4,0.0,0.096,4.0,MontroseBeach201606021400,2016-06-02 14:00:00
Montrose Beach,1464879600.0,15.8,0.0,0.104,4.0,MontroseBeach201606021500,2016-06-02 15:00:00
Calumet Beach,1464879600.0,17.2,0.57,0.131,2.0,CalumetBeach201606021500,2016-06-02 15:00:00
Montrose Beach,1464883200.0,16.5,0.0,0.093,8.0,MontroseBeach201606021600,2016-06-02 16:00:00
Calumet Beach,1464883200.0,17.2,0.6,0.098,3.0,CalumetBeach201606021600,2016-06-02 16:00:00
Montrose Beach,1464886800.0,16.6,0.0,0.102,9.0,MontroseBeach201606021700,2016-06-02 17:00:00
Calumet Beach,1464886800.0,16.6,1.13,0.088,3.0,CalumetBeach201606021700,2016-06-02 17:00:00
Calumet Beach,1464890400.0,16.5,1.06,0.085,3.0,CalumetBeach201606021800,2016-06-02 18:00:00
Montrose Beach,1464890400.0,16.2,0.0,0.101,7.0,MontroseBeach201606021800,2016-06-02 18:00:00
Montrose Beach,1464894000.0,16.0,0.0,0.118,6.0,MontroseBeach201606021900,2016-06-02 19:00:00
Calumet Beach,1464894000.0,16.6,1.07,0.091,8.0,CalumetBeach201606021900,2016-06-02 19:00:00
Calumet Beach,1464897600.0,16.6,0.93,0.121,3.0,CalumetBeach201606022000,2016-06-02 20:00:00
Montrose Beach,1464897600.0,15.6,0.0,0.1,5.0,MontroseBeach201606022000,2016-06-02 20:00:00
Montrose Beach,1464901200.0,15.5,0.0,0.102,5.0,MontroseBeach201606022100,2016-06-02 21:00:00
Calumet Beach,1464901200.0,16.5,0.48,0.096,2.0,CalumetBeach201606022100,2016-06-02 21:00:00
Calumet Beach,1464904800.0,16.8,0.44,0.089,6.0,CalumetBeach201606022200,2016-06-02 22:00:00
Montrose Beach,1464904800.0,15.8,0.0,0.205,2.0,MontroseBeach201606022200,2016-06-02 22:00:00
Montrose Beach,1464908400.0,16.0,0.0,0.217,3.0,MontroseBeach201606022300,2016-06-02 23:00:00
Calumet Beach,1464908400.0,16.8,0.42,0.099,2.0,CalumetBeach201606022300,2016-06-02 23:00:00
Calumet Beach,1464912000.0,16.9,0.37,0.126,3.0,CalumetBeach201606032400,2016-06-03 00:00:00
Montrose Beach,1464912000.0,16.3,0.0,0.224,3.0,MontroseBeach201606032400,2016-06-03 00:00:00
Montrose Beach,1464915600.0,16.2,0.0,0.212,3.0,MontroseBeach201606030100,2016-06-03 01:00:00
Calumet Beach,1464915600.0,17.0,0.38,0.125,3.0,CalumetBeach201606030100,2016-06-03 01:00:00
Montrose Beach,1464919200.0,15.7,0.0,0.187,2.0,MontroseBeach201606030200,2016-06-03 02:00:00
Calumet Beach,1464919200.0,17.0,0.36,0.118,3.0,CalumetBeach201606030200,2016-06-03 02:00:00
Montrose Beach,1464922800.0,15.7,0.0,0.172,5.0,MontroseBeach201606030300,2016-06-03 03:00:00
Calumet Beach,1464922800.0,16.9,0.39,0.151,3.0,CalumetBeach201606030300,2016-06-03 03:00:00
Calumet Beach,1464926400.0,16.8,0.34,0.154,3.0,CalumetBeach201606030400,2016-06-03 04:00:00
Montrose Beach,1464926400.0,15.6,0.0,0.148,2.0,MontroseBeach201606030400,2016-06-03 04:00:00
Montrose Beach,1464930000.0,15.6,0.0,0.145,2.0,MontroseBeach201606030500,2016-06-03 05:00:00
Calumet Beach,1464930000.0,16.6,0.41,0.147,3.0,CalumetBeach201606030500,2016-06-03 05:00:00
Montrose Beach,1464933600.0,15.5,0.0,0.145,2.0,MontroseBeach201606030600,2016-06-03 06:00:00
Calumet Beach,1464933600.0,16.5,0.51,0.145,3.0,CalumetBeach201606030600,2016-06-03 06:00:00
Calumet Beach,1464937200.0,16.5,0.52,0.137,3.0,CalumetBeach201606030700,2016-06-03 07:00:00
Montrose Beach,1464937200.0,15.4,0.0,0.143,2.0,MontroseBeach201606030700,2016-06-03 07:00:00
Calumet Beach,1464940800.0,16.7,0.47,0.119,3.0,CalumetBeach201606030800,2016-06-03 08:00:00
Montrose Beach,1464940800.0,15.5,0.0,0.131,2.0,MontroseBeach201606030800,2016-06-03 08:00:00
Calumet Beach,1464948000.0,17.3,0.41,0.105,3.0,CalumetBeach201606031000,2016-06-03 10:00:00
Calumet Beach,1464951600.0,17.7,0.41,0.088,2.0,CalumetBeach201606031100,2016-06-03 11:00:00
Montrose Beach,1464951600.0,15.7,0.0,0.142,6.0,MontroseBeach201606031100,2016-06-03 11:00:00
Montrose Beach,1464955200.0,16.0,0.0,0.102,3.0,MontroseBeach201606031200,2016-06-03 12:00:00
Calumet Beach,1464955200.0,18.5,0.48,0.102,3.0,CalumetBeach201606031200,2016-06-03 12:00:00
Calumet Beach,1464958800.0,18.5,0.49,0.101,2.0,CalumetBeach201606031300,2016-06-03 13:00:00
Montrose Beach,1464958800.0,16.2,0.0,0.117,3.0,MontroseBeach201606031300,2016-06-03 13:00:00
Montrose Beach,1464962400.0,16.2,0.0,0.109,7.0,MontroseBeach201606031400,2016-06-03 14:00:00
Calumet Beach,1464962400.0,18.7,0.36,0.117,4.0,CalumetBeach201606031400,2016-06-03 14:00:00
Calumet Beach,1464966000.0,18.8,0.39,0.119,4.0,CalumetBeach201606031500,2016-06-03 15:00:00
Montrose Beach,1464966000.0,16.2,0.0,0.124,6.0,MontroseBeach201606031500,2016-06-03 15:00:00
Montrose Beach,1464969600.0,16.0,0.0,0.137,3.0,MontroseBeach201606031600,2016-06-03 16:00:00
Calumet Beach,1464969600.0,19.9,0.51,0.113,5.0,CalumetBeach201606031600,2016-06-03 16:00:00
Calumet Beach,1464973200.0,20.7,0.68,0.127,2.0,CalumetBeach201606031700,2016-06-03 17:00:00
Montrose Beach,1464973200.0,15.7,0.0,0.142,3.0,MontroseBeach201606031700,2016-06-03 17:00:00
Montrose Beach,1464976800.0,15.6,0.0,0.153,7.0,MontroseBeach201606031800,2016-06-03 18:00:00
Calumet Beach,1464976800.0,20.6,0.54,0.136,3.0,CalumetBeach201606031800,2016-06-03 18:00:00
Calumet Beach,1464980400.0,20.1,0.47,0.153,2.0,CalumetBeach201606031900,2016-06-03 19:00:00
Montrose Beach,1464980400.0,14.6,0.0,0.153,6.0,MontroseBeach201606031900,2016-06-03 19:00:00
Montrose Beach,1464984000.0,13.7,0.0,0.154,3.0,MontroseBeach201606032000,2016-06-03 20:00:00
Calumet Beach,1464984000.0,20.4,0.9,0.17,2.0,CalumetBeach201606032000,2016-06-03 20:00:00
Montrose Beach,1464987600.0,13.3,0.0,0.181,4.0,MontroseBeach201606032100,2016-06-03 21:00:00
Calumet Beach,1464987600.0,19.7,0.48,0.175,2.0,CalumetBeach201606032100,2016-06-03 21:00:00
Calumet Beach,1464991200.0,19.6,0.49,0.151,2.0,CalumetBeach201606032200,2016-06-03 22:00:00
Montrose Beach,1464991200.0,13.4,0.0,0.14,3.0,MontroseBeach201606032200,2016-06-03 22:00:00
Calumet Beach,1464994800.0,19.7,1.24,0.14,2.0,CalumetBeach201606032300,2016-06-03 23:00:00
Montrose Beach,1464994800.0,12.8,0.0,0.133,4.0,MontroseBeach201606032300,2016-06-03 23:00:00
Montrose Beach,1464998400.0,12.5,0.0,0.133,8.0,MontroseBeach201606042400,2016-06-04 00:00:00
Calumet Beach,1464998400.0,19.4,1.36,0.124,2.0,CalumetBeach201606042400,2016-06-04 00:00:00
Calumet Beach,1465002000.0,19.1,0.88,0.113,2.0,CalumetBeach201606040100,2016-06-04 01:00:00
Montrose Beach,1465002000.0,12.3,0.0,0.129,6.0,MontroseBeach201606040100,2016-06-04 01:00:00
Montrose Beach,1465005600.0,12.2,0.0,0.127,6.0,MontroseBeach201606040200,2016-06-04 02:00:00
Calumet Beach,1465005600.0,18.9,0.87,0.102,2.0,CalumetBeach201606040200,2016-06-04 02:00:00
Montrose Beach,1465009200.0,12.1,0.01,0.121,5.0,MontroseBeach201606040300,2016-06-04 03:00:00
Calumet Beach,1465009200.0,18.7,1.53,0.097,2.0,CalumetBeach201606040300,2016-06-04 03:00:00
Montrose Beach,1465012800.0,12.1,0.0,0.128,3.0,MontroseBeach201606040400,2016-06-04 04:00:00
Calumet Beach,1465012800.0,18.4,1.03,0.084,6.0,CalumetBeach201606040400,2016-06-04 04:00:00
Calumet Beach,1465016400.0,18.3,0.93,0.076,5.0,CalumetBeach201606040500,2016-06-04 05:00:00
Montrose Beach,1465016400.0,12.4,0.0,0.113,4.0,MontroseBeach201606040500,2016-06-04 05:00:00
Calumet Beach,1465020000.0,18.2,1.18,0.066,5.0,CalumetBeach201606040600,2016-06-04 06:00:00
Montrose Beach,1465020000.0,12.2,0.0,0.104,3.0,MontroseBeach201606040600,2016-06-04 06:00:00
Montrose Beach,1465023600.0,12.4,0.0,0.099,2.0,MontroseBeach201606040700,2016-06-04 07:00:00
Calumet Beach,1465023600.0,17.9,0.87,0.061,5.0,CalumetBeach201606040700,2016-06-04 07:00:00
Calumet Beach,1465027200.0,17.3,0.67,0.072,4.0,CalumetBeach201606040800,2016-06-04 08:00:00
Montrose Beach,1465027200.0,12.5,0.0,0.1,2.0,MontroseBeach201606040800,2016-06-04 08:00:00
Montrose Beach,1465030800.0,12.8,0.0,0.125,4.0,MontroseBeach201606040900,2016-06-04 09:00:00
Calumet Beach,1465030800.0,17.1,0.78,0.11,3.0,CalumetBeach201606040900,2016-06-04 09:00:00
Calumet Beach,1465034400.0,17.1,1.23,0.081,4.0,CalumetBeach201606041000,2016-06-04 10:00:00
Montrose Beach,1465034400.0,12.3,0.0,0.096,4.0,MontroseBeach201606041000,2016-06-04 10:00:00
