# Started Wed Oct 22 10:07:17 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstructed_confidence,reconstruction_method,confidence,reconstruction_flag,status,source,extras,reconstruction_time
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505191000_Water_Temperature,None,1761142037.6671207,1432029600,float,None,11.2,source,11.199667774086379,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 11.2},1761142037.6681206
63rd_Street_Beach_Turbidity,63rdStreetBeach201505191000_Turbidity,None,1761142037.6681206,1432029600,float,None,1.19,source,1.186046511627907,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.19},1761142037.6691191
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505191000_Wave_Period,None,1761142037.6681206,1432029600,float,None,3.0,source,2.981308411214953,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1761142037.6691191
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505191100_Water_Temperature,None,1761142037.7270074,1432033200,float,None,11.233333333333333,source,11.233166669407849,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 11.233333333333333},1761142037.7412992
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505191100_Wave_Height,None,1761142037.7270074,1432033200,float,None,0.204,source,0.20356146179401996,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.204},1761142037.7424693
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505191100_Wave_Period,None,1761142037.7270074,1432033200,float,None,3.0,source,2.9958289885297185,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1761142037.7424693
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505191200_Water_Temperature,None,1761142037.7882934,1432036800,float,None,11.266666666666667,source,11.266500821031567,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 11.266666666666667},1761142037.7882934
63rd_Street_Beach_Turbidity,63rdStreetBeach201505191200_Turbidity,None,1761142037.7882934,1432036800,float,None,1.21,source,1.2098814164240719,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.21},1761142037.7896285
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505191200_Wave_Height,None,1761142037.7882934,1432036800,float,None,0.199,source,0.19902258186542984,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.199},1761142037.7896285
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505191200_Wave_Period,None,1761142037.7882934,1432036800,float,None,3.0,source,2.9990247470437645,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1761142037.7896285
