Readable Timestamp,Unnamed: 0,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Measurement ID,Water Temperature_groundtruth,Turbidity_groundtruth,Wave Height_groundtruth,Wave Period_groundtruth
2016-05-26 15:00:00,0.0,Montrose Beach,1464274800,13.5,0.0,0.114,3.0,MontroseBeach201605261500,13.5,0.0,0.114,3.0
2016-05-26 16:00:00,1.0,Montrose Beach,1464278400,14.0,0.0,,3.0,MontroseBeach201605261600,14.0,0.0,0.112,3.0
2016-05-26 17:00:00,2.0,Montrose Beach,1464282000,13.4,0.0,0.105,8.0,MontroseBeach201605261700,13.4,0.0,0.105,8.0
2016-05-26 18:00:00,3.0,Montrose Beach,1464285600,13.4,0.0,0.13,7.0,MontroseBeach201605261800,13.4,0.0,0.13,7.0
2016-05-26 19:00:00,4.0,Montrose Beach,1464289200,,0.0,0.111,6.0,MontroseBeach201605261900,13.6,0.0,0.111,6.0
2016-05-26 20:00:00,5.0,Montrose Beach,1464292800,13.3,,0.096,5.0,MontroseBeach201605262000,13.3,0.0,0.096,5.0
2016-05-26 21:00:00,6.0,Montrose Beach,1464296400,14.1,0.0,0.096,5.0,MontroseBeach201605262100,14.1,0.0,0.096,5.0
2016-05-26 22:00:00,7.0,Montrose Beach,1464300000,14.2,0.0,0.102,,MontroseBeach201605262200,14.2,0.0,0.102,3.0
2016-05-26 23:00:00,8.0,Montrose Beach,1464303600,14.0,0.0,0.088,10.0,MontroseBeach201605262300,14.0,0.0,0.088,10.0
2016-05-27 00:00:00,9.0,Montrose Beach,1464307200,,0.0,0.11,7.0,MontroseBeach201605270000,13.3,0.0,0.11,7.0
2016-05-27 01:00:00,10.0,Montrose Beach,1464310800,,0.0,,7.0,MontroseBeach201605270100,13.1,0.0,0.1,7.0
2016-05-27 02:00:00,11.0,Montrose Beach,1464314400,,0.0,,6.0,MontroseBeach201605270200,13.0,0.0,0.096,6.0
2016-05-27 03:00:00,12.0,Montrose Beach,1464318000,12.5,0.0,,4.0,MontroseBeach201605270300,12.5,0.0,0.095,4.0
2016-05-27 04:00:00,13.0,Montrose Beach,1464321600,12.4,0.0,,6.0,MontroseBeach201605270400,12.4,0.0,0.086,6.0
2016-05-27 05:00:00,14.0,Montrose Beach,1464325200,12.7,0.0,,9.0,MontroseBeach201605270500,12.7,0.0,0.092,9.0
2016-05-27 06:00:00,15.0,Montrose Beach,1464328800,13.4,,0.082,9.0,MontroseBeach201605270600,13.4,0.0,0.082,9.0
2016-05-27 07:00:00,16.0,Montrose Beach,1464332400,,0.0,0.092,8.0,MontroseBeach201605270700,12.9,0.0,0.092,8.0
2016-05-27 08:00:00,17.0,Montrose Beach,1464336000,,0.0,0.111,4.0,MontroseBeach201605270800,12.0,0.0,0.111,4.0
2016-05-27 09:00:00,18.0,Montrose Beach,1464339600,,0.0,0.108,6.0,MontroseBeach201605270900,11.4,0.0,0.108,6.0
2016-05-27 10:00:00,19.0,Montrose Beach,1464343200,11.9,0.0,0.085,8.0,MontroseBeach201605271000,11.9,0.0,0.085,8.0
2016-05-27 11:00:00,20.0,Montrose Beach,1464346800,12.3,0.0,,9.0,MontroseBeach201605271100,12.3,0.0,0.088,9.0
2016-05-27 12:00:00,21.0,Montrose Beach,1464350400,,0.0,,9.0,MontroseBeach201605271200,11.8,0.0,0.096,9.0
2016-05-27 13:00:00,22.0,Montrose Beach,1464354000,11.7,0.0,0.097,9.0,MontroseBeach201605271300,11.7,0.0,0.097,9.0
2016-05-27 14:00:00,23.0,Montrose Beach,1464357600,11.4,0.0,0.145,8.0,MontroseBeach201605271400,11.4,0.0,0.145,8.0
2016-05-27 15:00:00,24.0,Montrose Beach,1464361200,11.6,,0.118,4.0,MontroseBeach201605271500,11.6,0.0,0.118,4.0
2016-05-27 16:00:00,25.0,Montrose Beach,1464364800,11.5,0.0,0.102,9.0,MontroseBeach201605271600,11.5,0.0,0.102,9.0
2016-05-27 17:00:00,26.0,Montrose Beach,1464368400,11.5,0.0,0.133,8.0,MontroseBeach201605271700,11.5,0.0,0.133,8.0
2016-05-27 18:00:00,27.0,Montrose Beach,1464372000,11.4,,0.11,7.0,MontroseBeach201605271800,11.4,0.0,0.11,7.0
2016-05-27 19:00:00,28.0,Montrose Beach,1464375600,11.3,,,6.0,MontroseBeach201605271900,11.3,0.0,0.131,6.0
2016-05-27 20:00:00,29.0,Montrose Beach,1464379200,11.3,0.0,,6.0,MontroseBeach201605272000,11.3,0.0,0.128,6.0
2016-05-27 21:00:00,30.0,Montrose Beach,1464382800,11.1,0.0,0.119,3.0,MontroseBeach201605272100,11.1,0.0,0.119,3.0
2016-05-27 22:00:00,31.0,Montrose Beach,1464386400,11.1,0.0,0.12,10.0,MontroseBeach201605272200,11.1,0.0,0.12,10.0
2016-05-27 23:00:00,32.0,Montrose Beach,1464390000,11.1,0.0,0.109,3.0,MontroseBeach201605272300,11.1,0.0,0.109,3.0
2016-05-28 00:00:00,33.0,Montrose Beach,1464393600,11.2,0.0,0.123,7.0,MontroseBeach201605280000,11.2,0.0,0.123,7.0
2016-05-28 01:00:00,34.0,Montrose Beach,1464397200,,0.0,0.104,6.0,MontroseBeach201605280100,11.3,0.0,0.104,6.0
2016-05-28 02:00:00,35.0,Montrose Beach,1464400800,,0.0,0.1,6.0,MontroseBeach201605280200,11.5,0.0,0.1,6.0
2016-05-28 03:00:00,36.0,Montrose Beach,1464404400,,0.0,0.107,5.0,MontroseBeach201605280300,11.3,0.0,0.107,5.0
2016-05-28 04:00:00,37.0,Montrose Beach,1464408000,,0.0,,5.0,MontroseBeach201605280400,11.3,0.0,0.096,5.0
2016-05-28 05:00:00,38.0,Montrose Beach,1464411600,,,0.092,,MontroseBeach201605280500,11.3,0.0,0.092,3.0
2016-05-28 06:00:00,39.0,Montrose Beach,1464415200,11.4,0.0,0.093,,MontroseBeach201605280600,11.4,0.0,0.093,9.0
2016-05-28 07:00:00,40.0,Montrose Beach,1464418800,,0.0,0.102,,MontroseBeach201605280700,11.5,0.0,0.102,3.0
2016-05-28 08:00:00,41.0,Montrose Beach,1464422400,11.7,0.0,0.107,,MontroseBeach201605280800,11.7,0.0,0.107,3.0
2016-05-28 09:00:00,42.0,Montrose Beach,1464426000,12.0,,0.113,,MontroseBeach201605280900,12.0,0.0,0.113,3.0
2016-05-28 10:00:00,43.0,Montrose Beach,1464429600,12.4,0.0,0.104,,MontroseBeach201605281000,12.4,0.0,0.104,8.0
2016-05-28 11:00:00,44.0,Montrose Beach,1464433200,13.0,0.0,0.106,7.0,MontroseBeach201605281100,13.0,0.0,0.106,7.0
2016-05-28 12:00:00,45.0,Montrose Beach,1464436800,12.9,0.0,0.105,3.0,MontroseBeach201605281200,12.9,0.0,0.105,3.0
2016-05-28 13:00:00,46.0,Montrose Beach,1464440400,,0.0,0.112,4.0,MontroseBeach201605281300,13.3,0.0,0.112,4.0
2016-05-28 14:00:00,47.0,Montrose Beach,1464444000,,,0.114,4.0,MontroseBeach201605281400,13.5,0.0,0.114,4.0
2016-05-28 15:00:00,48.0,Montrose Beach,1464447600,,0.0,0.104,4.0,MontroseBeach201605281500,14.0,0.0,0.104,4.0
2016-05-28 16:00:00,49.0,Montrose Beach,1464451200,,0.0,0.104,10.0,MontroseBeach201605281600,14.3,0.0,0.104,10.0
2016-05-28 17:00:00,50.0,Montrose Beach,1464454800,,,0.115,8.0,MontroseBeach201605281700,14.0,0.0,0.115,8.0
2016-05-28 18:00:00,51.0,Montrose Beach,1464458400,13.5,0.0,0.128,7.0,MontroseBeach201605281800,13.5,0.0,0.128,7.0
2016-05-28 19:00:00,52.0,Montrose Beach,1464462000,13.2,0.0,0.114,6.0,MontroseBeach201605281900,13.2,0.0,0.114,6.0
2016-05-28 20:00:00,53.0,Montrose Beach,1464465600,13.2,0.0,0.104,5.0,MontroseBeach201605282000,13.2,0.0,0.104,5.0
2016-05-28 21:00:00,54.0,Montrose Beach,1464469200,13.0,,0.104,4.0,MontroseBeach201605282100,13.0,0.0,0.104,4.0
2016-05-28 22:00:00,55.0,Montrose Beach,1464472800,13.1,,0.112,4.0,MontroseBeach201605282200,13.1,0.0,0.112,4.0
2016-05-28 23:00:00,56.0,Montrose Beach,1464476400,13.0,,0.11,9.0,MontroseBeach201605282300,13.0,0.0,0.11,9.0
2016-05-29 00:00:00,57.0,Montrose Beach,1464480000,13.0,,0.136,7.0,MontroseBeach201605290000,13.0,0.0,0.136,7.0
2016-05-29 01:00:00,,Montrose Beach,1464483600,13.1,,0.1205,6.0,MontroseBeach201605290100,13.1,0.0,0.1205,6.0
2016-05-29 02:00:00,58.0,Montrose Beach,1464487200,13.2,0.0,0.105,,MontroseBeach201605290200,13.2,0.0,0.105,5.0
2016-05-29 03:00:00,59.0,Montrose Beach,1464490800,13.0,,0.109,4.0,MontroseBeach201605290300,13.0,0.0,0.109,4.0
2016-05-29 04:00:00,60.0,Montrose Beach,1464494400,13.0,,0.096,3.0,MontroseBeach201605290400,13.0,0.0,0.096,3.0
2016-05-29 05:00:00,61.0,Montrose Beach,1464498000,12.7,,0.094,3.0,MontroseBeach201605290500,12.7,0.0,0.094,3.0
2016-05-29 06:00:00,62.0,Montrose Beach,1464501600,12.8,0.0,0.108,4.0,MontroseBeach201605290600,12.8,0.0,0.108,4.0
2016-05-29 07:00:00,63.0,Montrose Beach,1464505200,12.8,0.0,0.087,3.0,MontroseBeach201605290700,12.8,0.0,0.087,3.0
2016-05-29 08:00:00,64.0,Montrose Beach,1464508800,12.8,0.0,0.085,4.0,MontroseBeach201605290800,12.8,0.0,0.085,4.0
2016-05-29 09:00:00,65.0,Montrose Beach,1464512400,12.8,0.0,0.126,4.0,MontroseBeach201605290900,12.8,0.0,0.126,4.0
2016-05-29 10:00:00,66.0,Montrose Beach,1464516000,12.9,0.0,0.081,4.0,MontroseBeach201605291000,12.9,0.0,0.081,4.0
2016-05-29 11:00:00,67.0,Montrose Beach,1464519600,13.4,0.0,0.101,4.0,MontroseBeach201605291100,13.4,0.0,0.101,4.0
2016-05-29 12:00:00,68.0,Montrose Beach,1464523200,13.6,0.0,0.128,3.0,MontroseBeach201605291200,13.6,0.0,0.128,3.0
2016-05-29 13:00:00,69.0,Montrose Beach,1464526800,13.6,0.0,0.089,3.0,MontroseBeach201605291300,13.6,0.0,0.089,3.0
2016-05-29 14:00:00,70.0,Montrose Beach,1464530400,13.5,0.0,,2.0,MontroseBeach201605291400,13.5,0.0,0.132,2.0
2016-05-29 15:00:00,71.0,Montrose Beach,1464534000,13.6,0.0,0.134,,MontroseBeach201605291500,13.6,0.0,0.134,5.0
2016-05-29 16:00:00,72.0,Montrose Beach,1464537600,13.9,0.0,0.143,5.0,MontroseBeach201605291600,13.9,0.0,0.143,5.0
2016-05-29 17:00:00,73.0,Montrose Beach,1464541200,13.9,0.0,0.153,,MontroseBeach201605291700,13.9,0.0,0.153,3.0
2016-05-29 18:00:00,74.0,Montrose Beach,1464544800,,0.0,0.13,,MontroseBeach201605291800,13.7,0.0,0.13,7.0
2016-05-29 19:00:00,75.0,Montrose Beach,1464548400,13.5,0.0,0.134,,MontroseBeach201605291900,13.5,0.0,0.134,6.0
2016-05-29 20:00:00,76.0,Montrose Beach,1464552000,13.3,,0.151,4.0,MontroseBeach201605292000,13.3,0.0,0.151,4.0
2016-05-29 21:00:00,77.0,Montrose Beach,1464555600,13.2,,0.118,,MontroseBeach201605292100,13.2,0.0,0.118,4.0
2016-05-29 22:00:00,78.0,Montrose Beach,1464559200,13.1,,0.101,,MontroseBeach201605292200,13.1,0.0,0.101,3.0
2016-05-29 23:00:00,79.0,Montrose Beach,1464562800,13.1,,0.097,,MontroseBeach201605292300,13.1,0.0,0.097,9.0
2016-05-30 00:00:00,80.0,Montrose Beach,1464566400,13.2,,0.093,,MontroseBeach201605300000,13.2,0.0,0.093,7.0
2016-05-30 01:00:00,81.0,Montrose Beach,1464570000,13.2,,0.09,6.0,MontroseBeach201605300100,13.2,0.0,0.09,6.0
2016-05-30 02:00:00,82.0,Montrose Beach,1464573600,13.0,,0.107,3.0,MontroseBeach201605300200,13.0,0.0,0.107,3.0
2016-05-30 03:00:00,83.0,Montrose Beach,1464577200,12.9,,0.094,4.0,MontroseBeach201605300300,12.9,0.0,0.094,4.0
2016-05-30 04:00:00,84.0,Montrose Beach,1464580800,12.8,0.0,0.078,4.0,MontroseBeach201605300400,12.8,0.0,0.078,4.0
2016-05-30 05:00:00,85.0,Montrose Beach,1464584400,12.8,0.0,0.078,,MontroseBeach201605300500,12.8,0.0,0.078,4.0
2016-05-30 06:00:00,86.0,Montrose Beach,1464588000,12.8,0.0,0.079,,MontroseBeach201605300600,12.8,0.0,0.079,5.0
2016-05-30 07:00:00,87.0,Montrose Beach,1464591600,12.8,0.0,0.082,4.0,MontroseBeach201605300700,12.8,0.0,0.082,4.0
2016-05-30 08:00:00,88.0,Montrose Beach,1464595200,,0.0,0.1,4.0,MontroseBeach201605300800,13.0,0.0,0.1,4.0
2016-05-30 09:00:00,89.0,Montrose Beach,1464598800,13.4,0.0,0.091,4.0,MontroseBeach201605300900,13.4,0.0,0.091,4.0
2016-05-30 10:00:00,90.0,Montrose Beach,1464602400,14.1,0.0,0.096,4.0,MontroseBeach201605301000,14.1,0.0,0.096,4.0
2016-05-30 11:00:00,91.0,Montrose Beach,1464606000,14.3,,0.109,4.0,MontroseBeach201605301100,14.3,0.0,0.109,4.0
2016-05-30 12:00:00,92.0,Montrose Beach,1464609600,14.4,,0.141,5.0,MontroseBeach201605301200,14.4,0.0,0.141,5.0
2016-05-30 13:00:00,93.0,Montrose Beach,1464613200,15.6,0.0,0.18,4.0,MontroseBeach201605301300,15.6,0.0,0.18,4.0
2016-05-30 14:00:00,94.0,Montrose Beach,1464616800,16.6,0.0,0.155,3.0,MontroseBeach201605301400,16.6,0.0,0.155,3.0
2016-05-30 15:00:00,95.0,Montrose Beach,1464620400,15.8,0.0,0.172,5.0,MontroseBeach201605301500,15.8,0.0,0.172,5.0
2016-05-30 16:00:00,96.0,Montrose Beach,1464624000,15.0,0.0,0.157,,MontroseBeach201605301600,15.0,0.0,0.157,5.0
2016-05-30 17:00:00,97.0,Montrose Beach,1464627600,14.4,0.0,0.136,,MontroseBeach201605301700,14.4,0.0,0.136,3.0
2016-05-30 18:00:00,98.0,Montrose Beach,1464631200,14.4,0.0,0.161,,MontroseBeach201605301800,14.4,0.0,0.161,5.0
2016-05-30 19:00:00,99.0,Montrose Beach,1464634800,14.1,0.0,0.13,,MontroseBeach201605301900,14.1,0.0,0.13,6.0
2016-05-30 20:00:00,100.0,Montrose Beach,1464638400,15.0,,0.172,5.0,MontroseBeach201605302000,15.0,0.0,0.172,5.0
2016-05-30 21:00:00,101.0,Montrose Beach,1464642000,14.1,,0.096,4.0,MontroseBeach201605302100,14.1,0.0,0.096,4.0
2016-05-30 22:00:00,102.0,Montrose Beach,1464645600,13.9,,0.098,4.0,MontroseBeach201605302200,13.9,0.0,0.098,4.0
2016-05-30 23:00:00,103.0,Montrose Beach,1464649200,13.9,,0.116,,MontroseBeach201605302300,13.9,0.0,0.116,9.0
2016-05-31 00:00:00,104.0,Montrose Beach,1464652800,14.0,0.0,,8.0,MontroseBeach201605310000,14.0,0.0,0.113,8.0
2016-05-31 01:00:00,105.0,Montrose Beach,1464656400,14.1,0.0,,6.0,MontroseBeach201605310100,14.1,0.0,0.124,6.0
2016-05-31 02:00:00,106.0,Montrose Beach,1464660000,14.0,,,5.0,MontroseBeach201605310200,14.0,0.0,0.145,5.0
2016-05-31 03:00:00,107.0,Montrose Beach,1464663600,13.9,,0.128,2.0,MontroseBeach201605310300,13.9,0.0,0.128,2.0
2016-05-31 04:00:00,108.0,Montrose Beach,1464667200,13.9,,0.135,2.0,MontroseBeach201605310400,13.9,0.0,0.135,2.0
2016-05-31 05:00:00,109.0,Montrose Beach,1464670800,13.7,0.0,,2.0,MontroseBeach201605310500,13.7,0.0,0.134,2.0
2016-05-31 06:00:00,110.0,Montrose Beach,1464674400,14.0,0.0,,4.0,MontroseBeach201605310600,14.0,0.0,0.132,4.0
2016-05-31 07:00:00,111.0,Montrose Beach,1464678000,14.0,0.0,,2.0,MontroseBeach201605310700,14.0,0.0,0.112,2.0
2016-05-31 08:00:00,112.0,Montrose Beach,1464681600,14.2,0.0,,2.0,MontroseBeach201605310800,14.2,0.0,0.114,2.0
2016-05-31 09:00:00,113.0,Montrose Beach,1464685200,,0.0,0.144,4.0,MontroseBeach201605310900,14.4,0.0,0.144,4.0
2016-05-31 10:00:00,114.0,Montrose Beach,1464688800,14.8,0.0,0.147,,MontroseBeach201605311000,14.8,0.0,0.147,2.0
2016-05-31 11:00:00,115.0,Montrose Beach,1464692400,15.6,0.0,0.157,2.0,MontroseBeach201605311100,15.6,0.0,0.157,2.0
2016-05-31 12:00:00,116.0,Montrose Beach,1464696000,16.2,0.0,0.145,2.0,MontroseBeach201605311200,16.2,0.0,0.145,2.0
2016-05-31 13:00:00,117.0,Montrose Beach,1464699600,16.1,0.0,0.129,2.0,MontroseBeach201605311300,16.1,0.0,0.129,2.0
2016-05-31 14:00:00,118.0,Montrose Beach,1464703200,,0.0,0.141,2.0,MontroseBeach201605311400,16.4,0.0,0.141,2.0
2016-05-31 15:00:00,119.0,Montrose Beach,1464706800,17.1,0.08,0.177,2.0,MontroseBeach201605311500,17.1,0.08,0.177,2.0
2016-05-31 16:00:00,120.0,Montrose Beach,1464710400,16.1,0.0,0.163,2.0,MontroseBeach201605311600,16.1,0.0,0.163,2.0
2016-05-31 17:00:00,121.0,Montrose Beach,1464714000,,0.0,0.179,3.0,MontroseBeach201605311700,16.2,0.0,0.179,3.0
2016-05-31 18:00:00,122.0,Montrose Beach,1464717600,16.4,0.0,0.18,3.0,MontroseBeach201605311800,16.4,0.0,0.18,3.0
2016-05-31 19:00:00,123.0,Montrose Beach,1464721200,16.2,0.0,0.194,6.0,MontroseBeach201605311900,16.2,0.0,0.194,6.0
2016-05-31 20:00:00,124.0,Montrose Beach,1464724800,16.4,,,5.0,MontroseBeach201605312000,16.4,0.02,0.174,5.0
2016-05-31 21:00:00,125.0,Montrose Beach,1464728400,16.8,0.0,,3.0,MontroseBeach201605312100,16.8,0.0,0.186,3.0
2016-05-31 22:00:00,126.0,Montrose Beach,1464732000,,0.0,,,MontroseBeach201605312200,16.2,0.0,0.176,2.0
2016-05-31 23:00:00,127.0,Montrose Beach,1464735600,15.5,0.0,0.175,2.0,MontroseBeach201605312300,15.5,0.0,0.175,2.0
2016-06-01 00:00:00,128.0,Montrose Beach,1464739200,15.2,,,,MontroseBeach201606010000,15.2,0.0,0.215,7.0
2016-06-01 01:00:00,129.0,Montrose Beach,1464742800,,,0.213,3.0,MontroseBeach201606010100,14.7,0.0,0.213,3.0
2016-06-01 02:00:00,130.0,Montrose Beach,1464746400,14.8,0.0,0.223,2.0,MontroseBeach201606010200,14.8,0.0,0.223,2.0
2016-06-01 03:00:00,131.0,Montrose Beach,1464750000,14.9,0.0,0.212,5.0,MontroseBeach201606010300,14.9,0.0,0.212,5.0
2016-06-01 04:00:00,132.0,Montrose Beach,1464753600,,0.0,0.211,4.0,MontroseBeach201606010400,14.7,0.0,0.211,4.0
2016-06-01 05:00:00,133.0,Montrose Beach,1464757200,,0.0,0.204,4.0,MontroseBeach201606010500,14.7,0.0,0.204,4.0
2016-06-01 06:00:00,134.0,Montrose Beach,1464760800,14.3,0.0,0.201,5.0,MontroseBeach201606010600,14.3,0.0,0.201,5.0
2016-06-01 07:00:00,135.0,Montrose Beach,1464764400,14.4,0.0,0.19,5.0,MontroseBeach201606010700,14.4,0.0,0.19,5.0
2016-06-01 08:00:00,136.0,Montrose Beach,1464768000,14.5,0.0,0.212,5.0,MontroseBeach201606010800,14.5,0.0,0.212,5.0
2016-06-01 09:00:00,137.0,Montrose Beach,1464771600,14.5,0.0,0.19,5.0,MontroseBeach201606010900,14.5,0.0,0.19,5.0
2016-06-01 10:00:00,138.0,Montrose Beach,1464775200,14.6,0.0,0.182,5.0,MontroseBeach201606011000,14.6,0.0,0.182,5.0
2016-06-01 11:00:00,139.0,Montrose Beach,1464778800,14.4,0.0,0.171,5.0,MontroseBeach201606011100,14.4,0.0,0.171,5.0
2016-06-01 12:00:00,140.0,Montrose Beach,1464782400,14.5,0.0,0.177,4.0,MontroseBeach201606011200,14.5,0.0,0.177,4.0
2016-06-01 13:00:00,141.0,Montrose Beach,1464786000,14.9,0.0,0.186,4.0,MontroseBeach201606011300,14.9,0.0,0.186,4.0
2016-06-01 14:00:00,142.0,Montrose Beach,1464789600,,0.0,0.188,3.0,MontroseBeach201606011400,15.2,0.0,0.188,3.0
2016-06-01 15:00:00,143.0,Montrose Beach,1464793200,15.6,0.0,0.174,4.0,MontroseBeach201606011500,15.6,0.0,0.174,4.0
2016-06-01 16:00:00,144.0,Montrose Beach,1464796800,15.7,0.0,,5.0,MontroseBeach201606011600,15.7,0.0,0.16,5.0
2016-06-01 17:00:00,145.0,Montrose Beach,1464800400,15.4,0.0,,4.0,MontroseBeach201606011700,15.4,0.0,0.177,4.0
2016-06-01 18:00:00,146.0,Montrose Beach,1464804000,15.6,0.0,,7.0,MontroseBeach201606011800,15.6,0.0,0.183,7.0
2016-06-01 19:00:00,147.0,Montrose Beach,1464807600,14.8,0.0,0.171,4.0,MontroseBeach201606011900,14.8,0.0,0.171,4.0
2016-06-01 20:00:00,148.0,Montrose Beach,1464811200,15.1,0.0,0.153,4.0,MontroseBeach201606012000,15.1,0.0,0.153,4.0
2016-06-01 21:00:00,149.0,Montrose Beach,1464814800,15.2,0.0,0.141,4.0,MontroseBeach201606012100,15.2,0.0,0.141,4.0
2016-06-01 22:00:00,150.0,Montrose Beach,1464818400,14.7,0.0,0.137,10.0,MontroseBeach201606012200,14.7,0.0,0.137,10.0
2016-06-01 23:00:00,151.0,Montrose Beach,1464822000,14.3,0.0,0.126,4.0,MontroseBeach201606012300,14.3,0.0,0.126,4.0
2016-06-02 00:00:00,152.0,Montrose Beach,1464825600,,0.0,0.116,3.0,MontroseBeach201606020000,14.0,0.0,0.116,3.0
2016-06-02 01:00:00,153.0,Montrose Beach,1464829200,,0.0,0.111,7.0,MontroseBeach201606020100,14.1,0.0,0.111,7.0
2016-06-02 02:00:00,154.0,Montrose Beach,1464832800,14.1,0.0,0.103,6.0,MontroseBeach201606020200,14.1,0.0,0.103,6.0
2016-06-02 03:00:00,155.0,Montrose Beach,1464836400,14.0,0.0,0.087,5.0,MontroseBeach201606020300,14.0,0.0,0.087,5.0
2016-06-02 04:00:00,156.0,Montrose Beach,1464840000,13.9,0.0,0.09,4.0,MontroseBeach201606020400,13.9,0.0,0.09,4.0
2016-06-02 05:00:00,,Montrose Beach,1464843600,14.012500000000001,0.0,0.08975,3.875,MontroseBeach201606020500,14.012500000000001,0.0,0.08975,3.875
2016-06-02 06:00:00,,Montrose Beach,1464847200,14.125,0.0,0.0895,,MontroseBeach201606020600,14.125,0.0,0.0895,3.75
2016-06-02 07:00:00,,Montrose Beach,1464850800,,0.0,0.08925,,MontroseBeach201606020700,14.2375,0.0,0.08925,3.625
2016-06-02 08:00:00,,Montrose Beach,1464854400,14.350000000000001,0.0,0.089,,MontroseBeach201606020800,14.350000000000001,0.0,0.089,3.5
2016-06-02 09:00:00,,Montrose Beach,1464858000,14.4625,0.0,0.08875,3.375,MontroseBeach201606020900,14.4625,0.0,0.08875,3.375
2016-06-02 10:00:00,,Montrose Beach,1464861600,14.575000000000001,0.0,0.0885,3.25,MontroseBeach201606021000,14.575000000000001,0.0,0.0885,3.25
2016-06-02 11:00:00,,Montrose Beach,1464865200,14.6875,,0.08825,3.125,MontroseBeach201606021100,14.6875,0.0,0.08825,3.125
2016-06-02 12:00:00,157.0,Montrose Beach,1464868800,14.8,0.0,0.088,3.0,MontroseBeach201606021200,14.8,0.0,0.088,3.0
2016-06-02 13:00:00,159.0,Montrose Beach,1464872400,15.2,0.0,0.105,4.0,MontroseBeach201606021300,15.2,0.0,0.105,4.0
2016-06-02 14:00:00,162.0,Montrose Beach,1464876000,15.4,0.0,0.096,4.0,MontroseBeach201606021400,15.4,0.0,0.096,4.0
2016-06-02 15:00:00,163.0,Montrose Beach,1464879600,15.8,0.0,0.104,4.0,MontroseBeach201606021500,15.8,0.0,0.104,4.0
2016-06-02 16:00:00,165.0,Montrose Beach,1464883200,16.5,0.0,,8.0,MontroseBeach201606021600,16.5,0.0,0.093,8.0
2016-06-02 17:00:00,167.0,Montrose Beach,1464886800,16.6,0.0,,9.0,MontroseBeach201606021700,16.6,0.0,0.102,9.0
2016-06-02 18:00:00,170.0,Montrose Beach,1464890400,16.2,0.0,,7.0,MontroseBeach201606021800,16.2,0.0,0.101,7.0
2016-06-02 19:00:00,171.0,Montrose Beach,1464894000,,0.0,,6.0,MontroseBeach201606021900,16.0,0.0,0.118,6.0
2016-06-02 20:00:00,174.0,Montrose Beach,1464897600,15.6,0.0,,5.0,MontroseBeach201606022000,15.6,0.0,0.1,5.0
2016-06-02 21:00:00,175.0,Montrose Beach,1464901200,15.5,0.0,0.102,5.0,MontroseBeach201606022100,15.5,0.0,0.102,5.0
2016-06-02 22:00:00,178.0,Montrose Beach,1464904800,15.8,0.0,0.205,2.0,MontroseBeach201606022200,15.8,0.0,0.205,2.0
2016-06-02 23:00:00,179.0,Montrose Beach,1464908400,16.0,0.0,0.217,3.0,MontroseBeach201606022300,16.0,0.0,0.217,3.0
2016-06-03 00:00:00,182.0,Montrose Beach,1464912000,16.3,0.0,0.224,3.0,MontroseBeach201606030000,16.3,0.0,0.224,3.0
2016-06-03 01:00:00,183.0,Montrose Beach,1464915600,16.2,0.0,0.212,3.0,MontroseBeach201606030100,16.2,0.0,0.212,3.0
2016-06-03 02:00:00,185.0,Montrose Beach,1464919200,15.7,0.0,0.187,2.0,MontroseBeach201606030200,15.7,0.0,0.187,2.0
2016-06-03 03:00:00,187.0,Montrose Beach,1464922800,15.7,0.0,0.172,5.0,MontroseBeach201606030300,15.7,0.0,0.172,5.0
2016-06-03 04:00:00,190.0,Montrose Beach,1464926400,15.6,0.0,0.148,2.0,MontroseBeach201606030400,15.6,0.0,0.148,2.0
2016-06-03 05:00:00,191.0,Montrose Beach,1464930000,15.6,,0.145,2.0,MontroseBeach201606030500,15.6,0.0,0.145,2.0
2016-06-03 06:00:00,193.0,Montrose Beach,1464933600,15.5,0.0,0.145,2.0,MontroseBeach201606030600,15.5,0.0,0.145,2.0
2016-06-03 07:00:00,196.0,Montrose Beach,1464937200,15.4,0.0,0.143,2.0,MontroseBeach201606030700,15.4,0.0,0.143,2.0
2016-06-03 08:00:00,198.0,Montrose Beach,1464940800,15.5,0.0,0.131,2.0,MontroseBeach201606030800,15.5,0.0,0.131,2.0
2016-06-03 09:00:00,,Montrose Beach,1464944400,,0.0,0.13466666666666666,3.333333333333333,MontroseBeach201606030900,15.566666666666666,0.0,0.13466666666666666,3.333333333333333
2016-06-03 10:00:00,,Montrose Beach,1464948000,15.633333333333333,0.0,0.13833333333333334,,MontroseBeach201606031000,15.633333333333333,0.0,0.13833333333333334,4.666666666666666
2016-06-03 11:00:00,201.0,Montrose Beach,1464951600,15.7,0.0,0.142,,MontroseBeach201606031100,15.7,0.0,0.142,6.0
2016-06-03 12:00:00,202.0,Montrose Beach,1464955200,16.0,0.0,0.102,,MontroseBeach201606031200,16.0,0.0,0.102,3.0
2016-06-03 13:00:00,205.0,Montrose Beach,1464958800,16.2,0.0,0.117,,MontroseBeach201606031300,16.2,0.0,0.117,3.0
2016-06-03 14:00:00,206.0,Montrose Beach,1464962400,16.2,0.0,0.109,,MontroseBeach201606031400,16.2,0.0,0.109,7.0
