# Logger: PatternLogger | Started: Tue Dec 30 12:10:48 EST 2025
fired_at,fired_offset_sec,pattern_name,pattern_type,subpatterns,subpattern_confidences,num_subpatterns,num_events,confidence,contributing_streams,nested_event_ids
2025-12-30 12:12:04.737,76.335,Overspeeding,atomic,[Overspeeding],[0.9444],1,1,0.9444,[speed-1],[[9677d0e6-6395-4558-b003-56d88e7babc1]]
2025-12-30 12:12:05.390,76.988,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[fe0cc736-f066-4a29-909b-d385f9ffea49]]
2025-12-30 12:12:05.391,76.989,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[0.9921;1.0000],3,3,0.9921,[engine-temp-1;speed-1],[[662e68ab-5a58-437b-b5af-10930b4b1378];[4ed6cfdb-4f02-4b3e-b5ef-95696f20d0b7];[fe0cc736-f066-4a29-909b-d385f9ffea49]]
2025-12-30 12:12:05.391,76.989,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[0.9444;1.0000],2,2,0.9722,[engine-temp-1;speed-1],[[9677d0e6-6395-4558-b003-56d88e7babc1];[fe0cc736-f066-4a29-909b-d385f9ffea49]]
2025-12-30 12:12:05.623,77.221,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[b2a8f0e4-be7a-40dc-9ac6-2d73f74b1a9d]]
2025-12-30 12:12:06.279,77.877,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[43506000-3382-48e1-a7a9-8981dc8db816]]
2025-12-30 12:12:06.279,77.877,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[0.9722;1.0000],3,3,0.9722,[engine-temp-1;speed-1],[[9677d0e6-6395-4558-b003-56d88e7babc1];[fe0cc736-f066-4a29-909b-d385f9ffea49];[43506000-3382-48e1-a7a9-8981dc8db816]]
2025-12-30 12:12:06.280,77.878,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;1.0000],2,2,1.0000,[engine-temp-1;speed-1],[[b2a8f0e4-be7a-40dc-9ac6-2d73f74b1a9d];[43506000-3382-48e1-a7a9-8981dc8db816]]
2025-12-30 12:12:06.637,78.235,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[4f530557-aabe-477b-a46d-11ca0fae9ce3]]
2025-12-30 12:12:07.168,78.766,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[7174c0f2-0583-455f-b6b2-fe3018b232f8]]
2025-12-30 12:12:07.170,78.768,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[1.0000;1.0000],3,3,1.0000,[engine-temp-1;speed-1],[[b2a8f0e4-be7a-40dc-9ac6-2d73f74b1a9d];[43506000-3382-48e1-a7a9-8981dc8db816];[7174c0f2-0583-455f-b6b2-fe3018b232f8]]
2025-12-30 12:12:07.171,78.769,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;1.0000],2,2,1.0000,[engine-temp-1;speed-1],[[4f530557-aabe-477b-a46d-11ca0fae9ce3];[7174c0f2-0583-455f-b6b2-fe3018b232f8]]
2025-12-30 12:12:07.641,79.239,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[f06aaab1-a8c1-4aae-be75-47a0e4fb328e]]
2025-12-30 12:12:08.060,79.658,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[a77473a1-0b49-4805-a752-6a8b998a2292]]
2025-12-30 12:12:08.061,79.659,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[1.0000;1.0000],3,3,1.0000,[engine-temp-1;speed-1],[[4f530557-aabe-477b-a46d-11ca0fae9ce3];[7174c0f2-0583-455f-b6b2-fe3018b232f8];[a77473a1-0b49-4805-a752-6a8b998a2292]]
2025-12-30 12:12:08.061,79.659,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;1.0000],2,2,1.0000,[engine-temp-1;speed-1],[[f06aaab1-a8c1-4aae-be75-47a0e4fb328e];[a77473a1-0b49-4805-a752-6a8b998a2292]]
2025-12-30 12:12:08.633,80.231,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[50184eb4-5014-4508-a912-6a694b7cf990]]
2025-12-30 12:12:08.960,80.558,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[bfcf97d4-e759-4d01-bda6-5140cf775864]]
2025-12-30 12:12:08.960,80.558,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[1.0000;1.0000],3,3,1.0000,[engine-temp-1;speed-1],[[f06aaab1-a8c1-4aae-be75-47a0e4fb328e];[a77473a1-0b49-4805-a752-6a8b998a2292];[bfcf97d4-e759-4d01-bda6-5140cf775864]]
2025-12-30 12:12:08.961,80.559,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;1.0000],2,2,1.0000,[engine-temp-1;speed-1],[[50184eb4-5014-4508-a912-6a694b7cf990];[bfcf97d4-e759-4d01-bda6-5140cf775864]]
2025-12-30 12:12:09.725,81.323,Overspeeding,atomic,[Overspeeding],[0.9410],1,1,0.9410,[speed-1],[[67f7fe65-63b5-44f9-91fe-491f5d2190ec]]
2025-12-30 12:12:09.849,81.447,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[71643118-f0ea-4f3e-bd7b-0832023aaab0]]
2025-12-30 12:12:09.850,81.448,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[1.0000;1.0000],3,3,1.0000,[engine-temp-1;speed-1],[[50184eb4-5014-4508-a912-6a694b7cf990];[bfcf97d4-e759-4d01-bda6-5140cf775864];[71643118-f0ea-4f3e-bd7b-0832023aaab0]]
2025-12-30 12:12:09.850,81.448,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[0.9410;1.0000],2,2,0.9705,[engine-temp-1;speed-1],[[67f7fe65-63b5-44f9-91fe-491f5d2190ec];[71643118-f0ea-4f3e-bd7b-0832023aaab0]]
2025-12-30 12:12:10.631,82.229,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[c3a13c63-6bfa-422a-8c96-4d3f781a2d83]]
2025-12-30 12:12:10.725,82.323,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[75346d8c-f5d3-4cbb-8403-225175053fe9]]
2025-12-30 12:12:10.725,82.323,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[0.9705;1.0000],3,3,0.9705,[engine-temp-1;speed-1],[[67f7fe65-63b5-44f9-91fe-491f5d2190ec];[71643118-f0ea-4f3e-bd7b-0832023aaab0];[75346d8c-f5d3-4cbb-8403-225175053fe9]]
2025-12-30 12:12:10.726,82.324,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;1.0000],2,2,1.0000,[engine-temp-1;speed-1],[[c3a13c63-6bfa-422a-8c96-4d3f781a2d83];[75346d8c-f5d3-4cbb-8403-225175053fe9]]
2025-12-30 12:12:11.626,83.224,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[773c356d-df98-448b-a4d2-9aba0ec1f8a8]]
2025-12-30 12:12:11.627,83.225,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[1.0000;1.0000],3,3,1.0000,[engine-temp-1;speed-1],[[c3a13c63-6bfa-422a-8c96-4d3f781a2d83];[75346d8c-f5d3-4cbb-8403-225175053fe9];[773c356d-df98-448b-a4d2-9aba0ec1f8a8]]
2025-12-30 12:12:11.736,83.334,Overspeeding,atomic,[Overspeeding],[0.9346],1,1,0.9346,[speed-1],[[c603e157-8fa4-4a11-ae40-020a9c3fd111]]
2025-12-30 12:12:12.517,84.115,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[a625698f-8317-4548-8630-9f3f5938be9e]]
2025-12-30 12:12:12.518,84.116,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[0.9346;1.0000],2,2,0.9673,[engine-temp-1;speed-1],[[c603e157-8fa4-4a11-ae40-020a9c3fd111];[a625698f-8317-4548-8630-9f3f5938be9e]]
2025-12-30 12:12:12.638,84.236,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[02ef0ca4-2a4c-4951-9931-254cee1acb01]]
2025-12-30 12:12:13.499,85.097,EngineOverheat,atomic,[EngineOverheat],[0.9815],1,1,0.9815,[engine-temp-1],[[8c863985-bd10-4ea5-a5a3-6a99f3d38e30]]
2025-12-30 12:12:13.500,85.098,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[0.9673;0.9815],3,3,0.9673,[engine-temp-1;speed-1],[[c603e157-8fa4-4a11-ae40-020a9c3fd111];[a625698f-8317-4548-8630-9f3f5938be9e];[8c863985-bd10-4ea5-a5a3-6a99f3d38e30]]
2025-12-30 12:12:13.500,85.098,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;0.9815],2,2,0.9907,[engine-temp-1;speed-1],[[02ef0ca4-2a4c-4951-9931-254cee1acb01];[8c863985-bd10-4ea5-a5a3-6a99f3d38e30]]
2025-12-30 12:12:13.635,85.233,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[73dfff95-8022-4c75-9f62-4616d0919ffa]]
2025-12-30 12:12:14.292,85.890,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[a5655025-4314-41eb-96b9-2431ae793cae]]
2025-12-30 12:12:14.293,85.891,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[0.9907;1.0000],3,3,0.9907,[engine-temp-1;speed-1],[[02ef0ca4-2a4c-4951-9931-254cee1acb01];[8c863985-bd10-4ea5-a5a3-6a99f3d38e30];[a5655025-4314-41eb-96b9-2431ae793cae]]
2025-12-30 12:12:14.293,85.891,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;1.0000],2,2,1.0000,[engine-temp-1;speed-1],[[73dfff95-8022-4c75-9f62-4616d0919ffa];[a5655025-4314-41eb-96b9-2431ae793cae]]
2025-12-30 12:12:14.639,86.237,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[530f7a4e-4eb9-489a-8783-7355401546b5]]
2025-12-30 12:12:15.182,86.780,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[30e0ba84-2e7f-4924-a45a-92eeba07ebfb]]
2025-12-30 12:12:15.183,86.781,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[1.0000;1.0000],3,3,1.0000,[engine-temp-1;speed-1],[[73dfff95-8022-4c75-9f62-4616d0919ffa];[a5655025-4314-41eb-96b9-2431ae793cae];[30e0ba84-2e7f-4924-a45a-92eeba07ebfb]]
2025-12-30 12:12:15.183,86.781,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;1.0000],2,2,1.0000,[engine-temp-1;speed-1],[[530f7a4e-4eb9-489a-8783-7355401546b5];[30e0ba84-2e7f-4924-a45a-92eeba07ebfb]]
2025-12-30 12:12:15.641,87.239,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[f0eda195-e194-4b04-bf75-0c4c4c97f2dc]]
2025-12-30 12:12:16.073,87.671,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[fad51b64-e63f-400d-97a0-806440141a85]]
2025-12-30 12:12:16.074,87.672,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[1.0000;1.0000],3,3,1.0000,[engine-temp-1;speed-1],[[530f7a4e-4eb9-489a-8783-7355401546b5];[30e0ba84-2e7f-4924-a45a-92eeba07ebfb];[fad51b64-e63f-400d-97a0-806440141a85]]
2025-12-30 12:12:16.075,87.673,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;1.0000],2,2,1.0000,[engine-temp-1;speed-1],[[f0eda195-e194-4b04-bf75-0c4c4c97f2dc];[fad51b64-e63f-400d-97a0-806440141a85]]
2025-12-30 12:12:16.632,88.230,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[343e9e67-d007-46c8-9b65-1fdc4393cc83]]
2025-12-30 12:12:17.056,88.654,EngineOverheat,atomic,[EngineOverheat],[0.9773],1,1,0.9773,[engine-temp-1],[[19152eb6-3809-4f7c-936b-994fba2f3fdd]]
2025-12-30 12:12:17.057,88.655,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[1.0000;0.9773],3,3,0.9773,[engine-temp-1;speed-1],[[f0eda195-e194-4b04-bf75-0c4c4c97f2dc];[fad51b64-e63f-400d-97a0-806440141a85];[19152eb6-3809-4f7c-936b-994fba2f3fdd]]
2025-12-30 12:12:17.057,88.655,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;0.9773],2,2,0.9886,[engine-temp-1;speed-1],[[343e9e67-d007-46c8-9b65-1fdc4393cc83];[19152eb6-3809-4f7c-936b-994fba2f3fdd]]
2025-12-30 12:12:17.632,89.230,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[cee9aeaf-a398-44b0-815b-529068dc3692]]
2025-12-30 12:12:17.854,89.452,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[4382aa30-2728-4ba5-88e4-c6dad9020490]]
2025-12-30 12:12:17.854,89.452,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[0.9886;1.0000],3,3,0.9886,[engine-temp-1;speed-1],[[343e9e67-d007-46c8-9b65-1fdc4393cc83];[19152eb6-3809-4f7c-936b-994fba2f3fdd];[4382aa30-2728-4ba5-88e4-c6dad9020490]]
2025-12-30 12:12:17.855,89.453,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;1.0000],2,2,1.0000,[engine-temp-1;speed-1],[[cee9aeaf-a398-44b0-815b-529068dc3692];[4382aa30-2728-4ba5-88e4-c6dad9020490]]
2025-12-30 12:12:18.635,90.233,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[2cad19d3-c25f-459d-bb5b-e4bab2e6fdc0]]
2025-12-30 12:12:18.745,90.343,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[4ff53dd8-84f3-4a9e-9f57-25bc300bea0d]]
2025-12-30 12:12:18.745,90.343,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[1.0000;1.0000],3,3,1.0000,[engine-temp-1;speed-1],[[cee9aeaf-a398-44b0-815b-529068dc3692];[4382aa30-2728-4ba5-88e4-c6dad9020490];[4ff53dd8-84f3-4a9e-9f57-25bc300bea0d]]
2025-12-30 12:12:18.746,90.344,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;1.0000],2,2,1.0000,[engine-temp-1;speed-1],[[2cad19d3-c25f-459d-bb5b-e4bab2e6fdc0];[4ff53dd8-84f3-4a9e-9f57-25bc300bea0d]]
2025-12-30 12:12:19.640,91.238,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[024ef82e-5136-48a1-b336-668af1fd347f]]
2025-12-30 12:12:19.641,91.239,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[1.0000;1.0000],3,3,1.0000,[engine-temp-1;speed-1],[[2cad19d3-c25f-459d-bb5b-e4bab2e6fdc0];[4ff53dd8-84f3-4a9e-9f57-25bc300bea0d];[024ef82e-5136-48a1-b336-668af1fd347f]]
2025-12-30 12:12:19.731,91.329,Overspeeding,atomic,[Overspeeding],[0.9403],1,1,0.9403,[speed-1],[[6604d678-0c29-4f12-8269-73b459a69a8b]]
2025-12-30 12:12:20.529,92.127,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[34d32ccc-ed1a-4019-8eb9-114ec220591c]]
2025-12-30 12:12:20.529,92.127,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[0.9403;1.0000],2,2,0.9702,[engine-temp-1;speed-1],[[6604d678-0c29-4f12-8269-73b459a69a8b];[34d32ccc-ed1a-4019-8eb9-114ec220591c]]
2025-12-30 12:12:21.515,93.113,EngineOverheat,atomic,[EngineOverheat],[0.9748],1,1,0.9748,[engine-temp-1],[[7a0b3de8-f68a-45e3-a62c-4fa6cd00529f]]
2025-12-30 12:12:21.516,93.114,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[0.9702;0.9748],3,3,0.9702,[engine-temp-1;speed-1],[[6604d678-0c29-4f12-8269-73b459a69a8b];[34d32ccc-ed1a-4019-8eb9-114ec220591c];[7a0b3de8-f68a-45e3-a62c-4fa6cd00529f]]
2025-12-30 12:12:21.739,93.337,Overspeeding,atomic,[Overspeeding],[0.9332],1,1,0.9332,[speed-1],[[7fb271db-8f15-4347-8ca6-388c9773f85b]]
2025-12-30 12:12:22.302,93.900,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[b38aaba7-2da8-4787-acd9-02cb47f527cf]]
2025-12-30 12:12:22.303,93.901,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[0.9332;1.0000],2,2,0.9666,[engine-temp-1;speed-1],[[7fb271db-8f15-4347-8ca6-388c9773f85b];[b38aaba7-2da8-4787-acd9-02cb47f527cf]]
2025-12-30 12:12:22.729,94.327,Overspeeding,atomic,[Overspeeding],[0.9193],1,1,0.9193,[speed-1],[[dca47ca3-4753-420a-85bd-e787d37ce7c4]]
2025-12-30 12:12:23.200,94.798,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[4ef52fc4-3ba8-422d-88f7-e675e5231a5c]]
2025-12-30 12:12:23.202,94.800,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[0.9666;1.0000],3,3,0.9666,[engine-temp-1;speed-1],[[7fb271db-8f15-4347-8ca6-388c9773f85b];[b38aaba7-2da8-4787-acd9-02cb47f527cf];[4ef52fc4-3ba8-422d-88f7-e675e5231a5c]]
2025-12-30 12:12:23.202,94.800,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[0.9193;1.0000],2,2,0.9597,[engine-temp-1;speed-1],[[dca47ca3-4753-420a-85bd-e787d37ce7c4];[4ef52fc4-3ba8-422d-88f7-e675e5231a5c]]
2025-12-30 12:12:23.631,95.229,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[183df607-e9bc-4d45-8f17-0aeb4cf278de]]
2025-12-30 12:12:24.082,95.680,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[67db325c-a33f-496b-ae3e-ad4106db4029]]
2025-12-30 12:12:24.083,95.681,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[0.9597;1.0000],3,3,0.9597,[engine-temp-1;speed-1],[[dca47ca3-4753-420a-85bd-e787d37ce7c4];[4ef52fc4-3ba8-422d-88f7-e675e5231a5c];[67db325c-a33f-496b-ae3e-ad4106db4029]]
2025-12-30 12:12:24.083,95.681,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;1.0000],2,2,1.0000,[engine-temp-1;speed-1],[[183df607-e9bc-4d45-8f17-0aeb4cf278de];[67db325c-a33f-496b-ae3e-ad4106db4029]]
2025-12-30 12:12:24.632,96.230,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[e7d97d04-7d1c-42ce-a77d-cfc9e8294443]]
2025-12-30 12:12:24.973,96.571,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[598ca9ea-4bb3-4203-88a9-5b03e4af33c4]]
2025-12-30 12:12:24.974,96.572,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[1.0000;1.0000],3,3,1.0000,[engine-temp-1;speed-1],[[183df607-e9bc-4d45-8f17-0aeb4cf278de];[67db325c-a33f-496b-ae3e-ad4106db4029];[598ca9ea-4bb3-4203-88a9-5b03e4af33c4]]
2025-12-30 12:12:24.974,96.572,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;1.0000],2,2,1.0000,[engine-temp-1;speed-1],[[e7d97d04-7d1c-42ce-a77d-cfc9e8294443];[598ca9ea-4bb3-4203-88a9-5b03e4af33c4]]
2025-12-30 12:12:25.723,97.321,Overspeeding,atomic,[Overspeeding],[0.9320],1,1,0.9320,[speed-1],[[cf0e4a59-c33d-499e-8997-a6adda5fe724]]
2025-12-30 12:12:25.863,97.461,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[8fc2ffb4-9bb8-42a6-8656-0e00b181a773]]
2025-12-30 12:12:25.864,97.462,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[1.0000;1.0000],3,3,1.0000,[engine-temp-1;speed-1],[[e7d97d04-7d1c-42ce-a77d-cfc9e8294443];[598ca9ea-4bb3-4203-88a9-5b03e4af33c4];[8fc2ffb4-9bb8-42a6-8656-0e00b181a773]]
2025-12-30 12:12:25.864,97.462,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[0.9320;1.0000],2,2,0.9660,[engine-temp-1;speed-1],[[cf0e4a59-c33d-499e-8997-a6adda5fe724];[8fc2ffb4-9bb8-42a6-8656-0e00b181a773]]
2025-12-30 12:12:26.737,98.335,Overspeeding,atomic,[Overspeeding],[0.9181],1,1,0.9181,[speed-1],[[2ae8ae04-9697-4523-a290-023d2a45880a]]
2025-12-30 12:12:26.751,98.349,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[df13ee86-2b50-4d6e-af1c-63de34a67f66]]
2025-12-30 12:12:26.751,98.349,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[0.9660;1.0000],3,3,0.9660,[engine-temp-1;speed-1],[[cf0e4a59-c33d-499e-8997-a6adda5fe724];[8fc2ffb4-9bb8-42a6-8656-0e00b181a773];[df13ee86-2b50-4d6e-af1c-63de34a67f66]]
2025-12-30 12:12:26.752,98.350,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[0.9181;1.0000],2,2,0.9591,[engine-temp-1;speed-1],[[2ae8ae04-9697-4523-a290-023d2a45880a];[df13ee86-2b50-4d6e-af1c-63de34a67f66]]
2025-12-30 12:12:27.648,99.246,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[21a7520e-143b-48bc-8fb9-693a6c623646]]
2025-12-30 12:12:27.649,99.247,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[0.9591;1.0000],3,3,0.9591,[engine-temp-1;speed-1],[[2ae8ae04-9697-4523-a290-023d2a45880a];[df13ee86-2b50-4d6e-af1c-63de34a67f66];[21a7520e-143b-48bc-8fb9-693a6c623646]]
2025-12-30 12:12:28.536,100.134,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[ee992a08-e8dd-479f-bbff-733a04f52130]]
2025-12-30 12:12:29.428,101.026,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[268f14b1-33a8-4a3c-a502-a7f8327b4887]]
2025-12-30 12:12:30.317,101.915,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[80015463-497a-4fc7-b08b-3b81f2df718a]]
2025-12-30 12:12:31.210,102.808,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[568e53bf-6bbf-475b-a80f-666f0e3f403b]]
2025-12-30 12:12:32.100,103.698,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[6b46c020-b42b-4f45-be42-e0790d48bb3b]]
2025-12-30 12:12:32.979,104.577,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[d5ce65eb-604d-4e26-9a37-e519e5d6e791]]
2025-12-30 12:12:33.875,105.473,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[623147a1-90d6-48bf-8b79-060ab9882b69]]
2025-12-30 12:12:34.764,106.362,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[0f92ea88-8d31-4d34-b3e5-a71c4de965c2]]
2025-12-30 12:12:35.660,107.258,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[c95020e0-d758-4fe4-997a-fd5292caa1af]]
2025-12-30 12:12:36.537,108.135,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[7c1f1a1f-76e7-40b8-b900-4080146eff42]]
2025-12-30 12:12:37.537,109.135,EngineOverheat,atomic,[EngineOverheat],[0.9736],1,1,0.9736,[engine-temp-1],[[ed05fc37-51f8-4395-9c89-31993bf21481]]
2025-12-30 12:12:38.334,109.932,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[da1e9ce6-ea69-4d4b-8f8d-7f351392f8ac]]
2025-12-30 12:12:39.217,110.815,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[82d3ab20-1da9-4417-920a-22ae2c91132b]]
2025-12-30 12:12:40.111,111.709,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[cf2df138-b1c4-4cc2-93ae-27d8e00f23de]]
2025-12-30 12:12:40.998,112.596,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[9901c55e-ef92-42a8-8417-3bab525a13be]]
2025-12-30 12:12:41.874,113.472,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[1b6bb8e5-b138-4dd5-a49d-22e4cdd49c97]]
2025-12-30 12:12:42.873,114.471,EngineOverheat,atomic,[EngineOverheat],[0.9699],1,1,0.9699,[engine-temp-1],[[a155a391-93dd-4b60-a807-5b2dbacbc535]]
2025-12-30 12:12:43.671,115.269,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[393de6bc-b909-457c-8acd-7253d6b9fb58]]
2025-12-30 12:12:44.553,116.151,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[6ff69352-4bb0-4241-9ea1-7c73ec134b63]]
2025-12-30 12:12:45.443,117.041,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[671abd7c-4f05-434a-8819-0d03823206ba]]
2025-12-30 12:12:46.334,117.932,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[29f9b5d6-6d6b-4c8d-a206-2fc1d8a003a7]]
2025-12-30 12:12:47.217,118.815,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[132fc065-b693-4bc2-a4f3-7ab4dce214f9]]
2025-12-30 12:12:48.107,119.705,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[45e4ad9a-710e-4a7f-8b9c-5d3b8aab6254]]
2025-12-30 12:12:49.000,120.598,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[472632ce-bda8-40d1-a6e0-91ecfaf65dc7]]
2025-12-30 12:12:49.887,121.485,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[8dbc83a9-870b-4179-954e-e7fe5755c672]]
