# Started Tue Oct 21 20:05:55 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstructed_confidence,reconstruction_method,confidence,reconstruction_flag,status,source,extras,reconstruction_time
Montrose_Beach_Wave_Period,MontroseBeach201507050500_Wave_Period,None,1761091627.0497952,1436072400,float,None,9.0,source,8.458562198746138,0.0316545038363598,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 9.0},1761091627.0537946
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507050500_Wave_Height,None,1761091627.050799,1436072400,float,None,0.09,source,0.09001459430424047,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.09},1761091627.0537946
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507050500_Wave_Period,None,1761091627.0517943,1436072400,float,None,5.0,source,5.043782010339529,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 5.0},1761091627.0548067
Montrose_Beach_Turbidity,MontroseBeach201507050600_Turbidity,,,1436076000,,,0.7105967739766094,missing,0.7105967739766094,0.6065306627302732,KalmanFilter,0.6065306597126334,True,reconstructed,,{'ground_truth': 1.08},1761091627.112726
Montrose_Beach_Water_Temperature,MontroseBeach201507050600_Water_Temperature,None,1761091627.111751,1436076000,float,None,18.4,source,18.400286370579956,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 18.4},1761091627.1147203
Montrose_Beach_Wave_Height,MontroseBeach201507050600_Wave_Height,None,1761091627.112726,1436076000,float,None,0.124,source,0.12387616228921572,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.124},1761091627.1147203
Montrose_Beach_Wave_Period,MontroseBeach201507050600_Wave_Period,None,1761091627.1137195,1436076000,float,None,7.0,source,7.334988897448457,0.3380035380543635,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 7.0},1761091627.116721
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507050600_Water_Temperature,None,1761091627.1137195,1436076000,float,None,20.1,source,20.100666387987047,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 20.1},1761091627.1177208
63rd_Street_Beach_Turbidity,63rdStreetBeach201507050600_Turbidity,,,1436076000,,,1.376849092775282,missing,1.376849092775282,0.16016660860075385,KalmanFilter,0.1601666084007943,True,reconstructed,,{'ground_truth': 1.16},1761091627.116721
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507050600_Wave_Height,,,1436076000,,,0.09001459430424047,missing,0.09001459430424047,0.9512294249739655,KalmanFilter,0.951229424500714,True,reconstructed,,{'ground_truth': 0.075},1761091627.1187208
Calumet_Beach_Water_Temperature,CalumetBeach201507050600_Water_Temperature,,,1436076000,,,20.40124750926788,missing,20.40124750926788,0.9048374187117797,KalmanFilter,0.9048374184861331,True,reconstructed,,{'ground_truth': 20.2},1761091627.1197217
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507050600_Wave_Period,None,1761091627.1187208,1436076000,float,None,3.0,source,3.4791351858281407,0.06388519556036786,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1761091627.1207197
Calumet_Beach_Turbidity,CalumetBeach201507050600_Turbidity,None,1761091627.1197217,1436076000,float,None,1.32,source,1.3198056519700567,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.32},1761091627.1207197
Calumet_Beach_Wave_Height,CalumetBeach201507050600_Wave_Height,None,1761091627.1197217,1436076000,float,None,0.069,source,0.06905482393031774,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.069},1761091627.121721
Calumet_Beach_Wave_Period,CalumetBeach201507050600_Wave_Period,None,1761091627.1197217,1436076000,float,None,2.0,source,2.1923228347094432,0.9765367559624026,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 2.0},1761091627.121721
Calumet_Beach_Water_Temperature,CalumetBeach201507050700_Water_Temperature,,,1436079600,,,20.40124750926788,missing,20.40124750926788,0.8608150380825788,KalmanFilter,0.8608150379393478,True,reconstructed,,{'ground_truth': 20.2},1761091627.1761801
